layer_names,pr
conv1,0.0
layer1.0.conv1,0.12915039
layer1.0.conv2,0.8972439
layer1.0.conv3,0.36315918
layer1.0.shortcut.0,0.1665039
layer1.1.conv1,0.24176025
layer1.1.conv2,0.8999566
layer1.1.conv3,0.49432373
layer1.2.conv1,0.3423462
layer1.2.conv2,0.90844727
layer1.2.conv3,0.6397705
layer2.0.conv1,0.5095215
layer2.0.conv2,0.92141384
layer2.0.conv3,0.7539673
layer2.0.shortcut.0,0.3925171
layer2.1.conv1,0.7030792
layer2.1.conv2,0.93410236
layer2.1.conv3,0.9306183
layer2.2.conv1,0.8218384
layer2.2.conv2,0.9488322
layer2.2.conv3,0.96876526
layer2.3.conv1,0.89152527
layer2.3.conv2,0.9619683
layer2.3.conv3,0.9803314
layer3.0.conv1,0.4987259
layer3.0.conv2,0.9772847
layer3.0.conv3,0.9721527
layer3.0.shortcut.0,0.17665672
layer3.1.conv1,0.99097824
layer3.1.conv2,0.99309963
layer3.1.conv3,0.99933624
layer3.2.conv1,0.9958992
layer3.2.conv2,0.99699235
layer3.2.conv3,0.9989166
layer3.3.conv1,0.9971428
layer3.3.conv2,0.9979774
layer3.3.conv3,0.99913406
layer3.4.conv1,0.99877167
layer3.4.conv2,0.9977654
layer3.4.conv3,0.9987221
layer3.5.conv1,0.9988098
layer3.5.conv2,0.99786544
layer3.5.conv3,0.9990158
layer4.0.conv1,0.9992752
layer4.0.conv2,0.9992841
layer4.0.conv3,0.9976549
layer4.0.shortcut.0,0.2734275
layer4.1.conv1,0.99893665
layer4.1.conv2,0.99880433
layer4.1.conv3,0.99653625
layer4.2.conv1,0.9997244
layer4.2.conv2,0.9989959
layer4.2.conv3,0.9962044
linear,0.0
