Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy,individual,sigma,Pruner,Architecture,Dataset,Pruning Rate
-1,0.0,2.5965521335601807,24.82,2.5861446857452397,24.92,0,0,GMP,resnet50,cifar100,0.85
0,21909651840.0,1.1598786115646362,77.02,1.0442955493927002,62.7,0,0,GMP,resnet50,cifar100,0.85
10,241006170240.0,0.2473971396684646,90.82,0.4843305647373199,70.92,0,0,GMP,resnet50,cifar100,0.85
20,460102688640.0,0.1829316765069961,93.52,0.486208975315094,72.45,0,0,GMP,resnet50,cifar100,0.85
30,679199207040.0,0.1630114614963531,95.12,0.5097600817680359,73.21,0,0,GMP,resnet50,cifar100,0.85
40,898295725440.0,0.1530443429946899,96.3,0.5194740295410156,73.58,0,0,GMP,resnet50,cifar100,0.85
50,1117392243840.0,0.1599310040473938,96.98,0.4983446002006531,74.01,0,0,GMP,resnet50,cifar100,0.85
60,1336488762240.0,0.1551098227500915,97.2,0.5474425554275513,74.17,0,0,GMP,resnet50,cifar100,0.85
70,1555585280640.0,0.1537530273199081,97.66,0.643231213092804,74.06,0,0,GMP,resnet50,cifar100,0.85
80,1774681799040.0,0.1513311266899109,98.16,0.6201799511909485,74.09,0,0,GMP,resnet50,cifar100,0.85
90,1993778317440.0,0.141230970621109,98.42,0.628881573677063,74.4,0,0,GMP,resnet50,cifar100,0.85
100,2212874835840.0,0.1285959631204605,98.38,0.6173673868179321,74.38,0,0,GMP,resnet50,cifar100,0.85
101,2212874835840.0,0.1200205311179161,98.72,0.6173673868179321,74.38,0,0,GMP,resnet50,cifar100,0.85
-1,0.0,2.644780397415161,24.2,2.5861446857452397,24.92,1,0,GMP,resnet50,cifar100,0.85
0,21909651840.0,1.11998450756073,75.14,0.969787895679474,62.45,1,0,GMP,resnet50,cifar100,0.85
10,241006170240.0,0.2836759388446808,91.1,0.4238011837005615,71.25,1,0,GMP,resnet50,cifar100,0.85
20,460102688640.0,0.1796040087938308,93.96,0.4891748428344726,72.65,1,0,GMP,resnet50,cifar100,0.85
30,679199207040.0,0.1584922224283218,94.92,0.4748683571815491,73.61,1,0,GMP,resnet50,cifar100,0.85
40,898295725440.0,0.1595358103513717,95.92,0.471194177865982,74.08,1,0,GMP,resnet50,cifar100,0.85
50,1117392243840.0,0.1728093177080154,96.64,0.5197137594223022,74.39,1,0,GMP,resnet50,cifar100,0.85
60,1336488762240.0,0.1362045556306839,97.26,0.5760748982429504,74.35,1,0,GMP,resnet50,cifar100,0.85
70,1555585280640.0,0.1474340558052063,97.6,0.5541893243789673,74.48,1,0,GMP,resnet50,cifar100,0.85
80,1774681799040.0,0.1230430081486702,97.78,0.5696648359298706,74.53,1,0,GMP,resnet50,cifar100,0.85
90,1993778317440.0,0.1408538222312927,98.32,0.6012362241744995,74.61,1,0,GMP,resnet50,cifar100,0.85
100,2212874835840.0,0.1393512189388275,98.48,0.6034756302833557,74.68,1,0,GMP,resnet50,cifar100,0.85
101,2212874835840.0,0.1570060551166534,98.52,0.6034756302833557,74.68,1,0,GMP,resnet50,cifar100,0.85
-1,0.0,2.5827083587646484,25.2,2.5861446857452397,24.92,2,0,GMP,resnet50,cifar100,0.85
0,21909651840.0,1.0266491174697876,75.7,0.9675902724266052,62.04,2,0,GMP,resnet50,cifar100,0.85
10,241006170240.0,0.2579097151756286,90.5,0.4917611181735992,71.11,2,0,GMP,resnet50,cifar100,0.85
20,460102688640.0,0.1898593157529831,93.84,0.4771541655063629,72.82,2,0,GMP,resnet50,cifar100,0.85
30,679199207040.0,0.187767669558525,94.8,0.5323566794395447,73.16,2,0,GMP,resnet50,cifar100,0.85
40,898295725440.0,0.1612753570079803,96.18,0.5073220729827881,73.6,2,0,GMP,resnet50,cifar100,0.85
50,1117392243840.0,0.1272618621587753,96.56,0.5337687134742737,74.03,2,0,GMP,resnet50,cifar100,0.85
60,1336488762240.0,0.1523042470216751,96.86,0.5756305456161499,73.97,2,0,GMP,resnet50,cifar100,0.85
70,1555585280640.0,0.1528978645801544,98.08,0.5865775346755981,74.14,2,0,GMP,resnet50,cifar100,0.85
80,1774681799040.0,0.1247853860259056,97.88,0.6239294409751892,74.16,2,0,GMP,resnet50,cifar100,0.85
90,1993778317440.0,0.1325092017650604,98.36,0.596155047416687,74.39,2,0,GMP,resnet50,cifar100,0.85
100,2212874835840.0,0.1253466010093689,98.52,0.6284151673316956,74.36,2,0,GMP,resnet50,cifar100,0.85
101,2212874835840.0,0.1299283653497696,98.52,0.6284151673316956,74.36,2,0,GMP,resnet50,cifar100,0.85
