Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy,individual
-1,0.0,16.550968170166016,0.96,16.727384567260742,1.0,0
0,15585354240.0,1.407434344291687,7.78,1.4526225328445437,7.49,0
10,171438896640.0,0.3144567012786865,13.96,0.586414635181427,12.97,0
20,327292439040.0,0.3168604373931885,17.44,0.7047456502914429,16.45,0
30,483145981440.0,0.5445287823677063,20.26,0.9719632863998412,18.81,0
40,638999523840.0,1.098132610321045,22.0,1.417505979537964,20.78,0
50,794853066240.0,1.351753830909729,25.78,1.711894392967224,23.86,0
60,950706608640.0,1.9497088193893437,27.64,2.228063106536865,25.94,0
70,1106560151040.0,2.166259288787842,28.58,2.6167378425598145,26.25,0
80,1262413693440.0,2.70348596572876,31.36,3.319284200668335,28.12,0
90,1418267235840.0,2.833672285079956,33.02,3.1325504779815674,30.6,0
100,1574120778240.0,2.825526475906372,34.96,3.3078134059906006,31.47,0
101,1574120778240.0,2.844791889190674,35.08,3.3078134059906006,31.47,0
-1,0.0,16.675119400024414,0.8,16.727384567260742,1.0,1
0,15585354240.0,1.4555974006652832,7.42,1.4305851459503174,8.08,1
10,171438896640.0,0.294149786233902,14.5,0.6223362684249878,14.22,1
20,327292439040.0,0.27628293633461,17.2,0.7119221091270447,17.34,1
30,483145981440.0,0.5229988098144531,19.26,0.9440674781799316,19.67,1
40,638999523840.0,0.7944222688674927,20.46,1.2778806686401367,21.72,1
50,794853066240.0,1.362796425819397,22.9,1.9000858068466189,23.14,1
60,950706608640.0,1.857432961463928,24.72,2.248564958572388,24.05,1
70,1106560151040.0,2.654290676116944,26.76,2.9721691608428955,26.32,1
80,1262413693440.0,2.859506130218506,29.3,3.4699454307556152,27.37,1
90,1418267235840.0,2.862335205078125,30.8,3.5899252891540527,29.04,1
100,1574120778240.0,2.47393536567688,32.76,2.9342257976531982,31.74,1
101,1574120778240.0,2.482118606567383,32.98,2.9342257976531982,31.74,1
-1,0.0,16.58085823059082,0.84,16.727384567260742,1.0,2
0,15585354240.0,1.4065728187561035,7.78,1.471105694770813,7.5,2
10,171438896640.0,0.3094805777072906,14.02,0.658134400844574,12.88,2
20,327292439040.0,0.3219823241233825,17.1,0.8091403841972351,15.76,2
30,483145981440.0,0.500975489616394,20.06,1.0053880214691162,18.94,2
40,638999523840.0,0.7707986831665039,22.78,1.3044112920761108,21.78,2
50,794853066240.0,1.3838355541229248,23.84,1.84732723236084,23.17,2
60,950706608640.0,1.9160410165786743,25.9,2.561814785003662,24.83,2
70,1106560151040.0,2.1020171642303467,28.68,2.586799383163452,26.6,2
80,1262413693440.0,2.5248327255249023,30.82,2.955267429351806,28.03,2
90,1418267235840.0,2.9112801551818848,32.5,3.694823265075684,29.38,2
100,1574120778240.0,3.6758294105529785,33.9,4.237523078918457,30.15,2
101,1574120778240.0,3.6655099391937256,33.72,4.237523078918457,30.15,2
-1,0.0,16.469560623168945,1.2,16.727384567260742,1.0,3
0,15585354240.0,1.42547607421875,7.6,1.4764631986618042,7.91,3
10,171438896640.0,0.3123447299003601,15.04,0.6466199159622192,14.85,3
20,327292439040.0,0.3241699039936065,17.46,0.7181938886642456,17.7,3
30,483145981440.0,0.5464308857917786,20.16,0.972715437412262,19.71,3
40,638999523840.0,0.8794928193092346,21.5,1.304358720779419,21.55,3
50,794853066240.0,1.524454116821289,23.52,2.0141348838806152,22.86,3
60,950706608640.0,2.15847396850586,26.66,2.4788267612457275,25.41,3
70,1106560151040.0,2.283827304840088,27.0,2.659414768218994,26.63,3
80,1262413693440.0,2.992751359939575,29.5,3.473199844360352,27.97,3
90,1418267235840.0,3.369013786315918,31.18,3.9858593940734863,29.5,3
100,1574120778240.0,3.4356062412261963,33.9,3.625501871109009,31.68,3
101,1574120778240.0,3.457230806350708,33.0,3.625501871109009,31.68,3
-1,0.0,16.662656784057617,1.02,16.727384567260742,1.0,4
0,15585354240.0,1.4163469076156616,7.7,1.477005124092102,7.84,4
10,171438896640.0,0.2965327203273773,14.52,0.6379162073135376,13.7,4
20,327292439040.0,0.3439156711101532,18.06,0.7973968982696533,17.01,4
30,483145981440.0,0.4397934973239898,19.86,0.9267221093177797,19.52,4
40,638999523840.0,0.8885197043418884,22.78,1.4062124490737915,22.12,4
50,794853066240.0,1.2549352645874023,24.42,1.647775411605835,23.87,4
60,950706608640.0,1.7536146640777588,25.92,2.059520721435547,25.42,4
70,1106560151040.0,2.338786363601685,28.68,2.692605495452881,26.96,4
80,1262413693440.0,2.3266139030456543,30.4,2.8641059398651123,28.88,4
90,1418267235840.0,2.903017520904541,31.52,3.4951179027557373,29.53,4
100,1574120778240.0,2.8450160026550293,33.66,3.2658164501190186,30.7,4
101,1574120778240.0,2.862078905105591,33.18,3.2658164501190186,30.7,4
-1,0.0,16.5640869140625,1.1,16.727384567260742,1.0,5
0,15585354240.0,1.4412930011749268,7.74,1.4779391288757324,7.24,5
10,171438896640.0,0.3237244486808777,15.32,0.6357579827308655,13.84,5
20,327292439040.0,0.3328199088573456,18.3,0.7652861475944519,16.97,5
30,483145981440.0,0.5436723828315735,20.32,0.9640126824378968,19.12,5
40,638999523840.0,0.9694281816482544,23.0,1.335275650024414,22.26,5
50,794853066240.0,1.657115817070007,23.98,1.9800264835357664,22.42,5
60,950706608640.0,2.0579521656036377,27.44,2.323704242706299,24.94,5
70,1106560151040.0,2.4857964515686035,29.22,2.9746651649475098,25.9,5
80,1262413693440.0,2.8376028537750244,31.08,3.2714831829071045,27.69,5
90,1418267235840.0,3.027456283569336,32.42,3.597919464111328,29.22,5
100,1574120778240.0,3.3596131801605225,34.96,3.698250532150269,31.25,5
101,1574120778240.0,3.395129680633545,34.46,3.698250532150269,31.25,5
-1,0.0,16.706329345703125,0.86,16.727384567260742,1.0,6
0,15585354240.0,1.4663275480270386,7.22,1.4059605598449707,7.38,6
10,171438896640.0,0.3211016356945038,15.26,0.6628370881080627,14.2,6
20,327292439040.0,0.3087958991527557,18.08,0.7610695362091064,16.86,6
30,483145981440.0,0.4754824340343475,19.56,0.9563270807266236,19.62,6
40,638999523840.0,0.9246389865875244,21.76,1.3758130073547363,21.7,6
50,794853066240.0,1.6969516277313232,22.34,2.105217218399048,22.1,6
60,950706608640.0,1.9092988967895508,26.56,2.272836685180664,24.88,6
70,1106560151040.0,2.358999967575073,27.74,2.8029325008392334,26.38,6
80,1262413693440.0,2.8935678005218506,29.6,3.400121688842773,28.35,6
90,1418267235840.0,2.8019824028015137,31.82,3.1107795238494877,29.72,6
100,1574120778240.0,3.3972012996673584,32.5,3.686331033706665,31.22,6
101,1574120778240.0,3.410813331604004,33.2,3.686331033706665,31.22,6
-1,0.0,16.541152954101562,1.04,16.727384567260742,1.0,7
0,15585354240.0,1.4284487962722778,7.2,1.4955625534057615,7.09,7
10,171438896640.0,0.2881788909435272,15.88,0.5981619954109192,15.29,7
20,327292439040.0,0.3254733979701996,18.24,0.71469646692276,17.58,7
30,483145981440.0,0.5149106383323669,20.12,0.963737964630127,19.47,7
40,638999523840.0,0.7767857909202576,22.08,1.2610424757003784,21.76,7
50,794853066240.0,1.0313657522201538,25.84,1.518680214881897,24.68,7
60,950706608640.0,2.21064829826355,25.22,2.339726448059082,24.23,7
70,1106560151040.0,2.805136203765869,27.0,3.057802677154541,25.76,7
80,1262413693440.0,2.824491500854492,30.02,3.2058470249176025,28.04,7
90,1418267235840.0,2.1830990314483643,32.54,2.6934213638305664,30.09,7
100,1574120778240.0,2.9390869140625,34.3,3.3607583045959477,31.08,7
101,1574120778240.0,2.935554265975952,33.72,3.3607583045959477,31.08,7
-1,0.0,16.624773025512695,1.04,16.727384567260742,1.0,8
0,15585354240.0,1.4519249200820925,7.1,1.4048728942871094,7.24,8
10,171438896640.0,0.3138803839683532,16.0,0.6767204999923706,14.57,8
20,327292439040.0,0.3127776682376861,17.8,0.8034776449203491,17.61,8
30,483145981440.0,0.4322651028633117,20.12,0.970349907875061,19.88,8
40,638999523840.0,1.109227180480957,21.6,1.5942442417144775,20.59,8
50,794853066240.0,1.7944227457046509,22.74,2.3285505771636963,21.65,8
60,950706608640.0,1.9846076965332031,26.12,2.4946255683898926,24.65,8
70,1106560151040.0,2.120631456375122,28.44,2.451934099197388,27.64,8
80,1262413693440.0,2.33154559135437,30.64,3.0940866470336914,28.21,8
90,1418267235840.0,3.150386333465576,31.8,3.5521411895751958,29.17,8
100,1574120778240.0,2.839962720870972,33.52,3.504671812057495,30.92,8
101,1574120778240.0,2.8507916927337646,34.14,3.504671812057495,30.92,8
-1,0.0,16.56573486328125,1.0,16.727384567260742,1.0,9
0,15585354240.0,1.423393487930298,8.12,1.442842960357666,7.92,9
10,171438896640.0,0.3042771816253662,17.5,0.6453709006309509,15.95,9
20,327292439040.0,0.3379906415939331,19.1,0.7903168201446533,18.08,9
30,483145981440.0,0.513400137424469,21.82,1.013672947883606,20.23,9
40,638999523840.0,0.8853943943977356,22.26,1.3511390686035156,22.09,9
50,794853066240.0,1.3186888694763184,25.14,1.77683424949646,23.66,9
60,950706608640.0,2.00529408454895,26.76,2.488059759140014,25.31,9
70,1106560151040.0,2.6409175395965576,27.48,3.0227675437927246,26.96,9
80,1262413693440.0,2.8151655197143555,30.76,3.13696026802063,28.74,9
90,1418267235840.0,2.9750454425811768,32.48,3.158888578414917,30.11,9
100,1574120778240.0,3.462376594543457,33.0,3.907655477523804,30.98,9
101,1574120778240.0,3.442701578140259,33.38,3.907655477523804,30.98,9
-1,0.0,16.569181442260742,0.96,16.727384567260742,1.0,10
0,15585354240.0,1.4833717346191406,8.3,1.4075825214385986,8.36,10
10,171438896640.0,0.3042590618133545,15.54,0.6436973214149475,14.26,10
20,327292439040.0,0.3752388060092926,16.96,0.7686687707901001,15.88,10
30,483145981440.0,0.4958129823207855,20.08,0.9371336102485656,19.11,10
40,638999523840.0,0.8696932792663574,21.48,1.319858431816101,21.56,10
50,794853066240.0,1.2178272008895874,23.68,1.5500757694244385,24.09,10
60,950706608640.0,1.8362045288085935,26.38,2.1304852962493896,25.56,10
70,1106560151040.0,2.3248322010040283,27.7,2.7533082962036133,26.54,10
80,1262413693440.0,2.0171260833740234,31.32,2.5949275493621826,28.58,10
90,1418267235840.0,3.058891534805298,31.02,3.3286190032958984,28.79,10
100,1574120778240.0,3.3943629264831543,33.92,3.772043466567993,30.57,10
101,1574120778240.0,3.384444236755371,33.94,3.772043466567993,30.57,10
-1,0.0,16.54114532470703,1.08,16.727384567260742,1.0,11
0,15585354240.0,1.4050081968307495,7.1,1.4613336324691772,7.48,11
10,171438896640.0,0.3198538422584533,15.24,0.7245854139328003,14.41,11
20,327292439040.0,0.3307348191738128,18.1,0.8561164140701294,16.8,11
