Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy
-1,51070630400.0,13.785940170288086,42.12,14.299304962158203,45.57
0,66391819520.0,6.053246021270752,85.94,6.05007266998291,81.31
10,219603710720.0,2.9844353199005127,93.2,4.056054592132568,87.32
20,372815601920.0,1.9298781156539917,95.28,3.6206164360046387,89.1
30,526027493120.0,2.141303062438965,96.68,4.663812160491943,90.11
40,679239384320.0,1.3519833087921143,97.5,3.25423526763916,90.9
50,832451275520.0,1.1691501140594482,97.98,3.0821454524993896,91.25
60,985663166720.0,1.3706624507904053,98.5,3.8122565746307373,91.51
70,1138875057920.0,1.0804805755615234,98.84,3.6029276847839355,91.66
80,1292086949120.0,1.0576634407043457,98.88,4.2395429611206055,91.85
90,1445298840320.0,1.083035945892334,99.14,3.672703742980957,91.86
100,1583189542400.0,0.8764525055885315,99.6,3.369917869567871,92.05
