Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy
-1,161348128.0,0.47360390424728394,7.138006026252697e-07,60.2,0.45679575204849243,8.851039297042007e-07,62.88
0,5001791968.0,0.430233359336853,6.620729777750967e-07,67.34,0.41434404253959656,8.9834639993569e-07,68.41
10,53406230368.0,0.23009347915649414,9.279951314056234e-07,88.44,0.23299629986286163,9.58590021582495e-07,85.82
20,101810668768.0,0.21990321576595306,6.465026558544196e-07,88.28,0.22895468771457672,9.579243851476349e-07,85.96
30,150215107168.0,0.2129712551832199,8.432461413576675e-07,88.96,0.22620484232902527,1.0433918760099914e-06,86.03
40,198619545568.0,0.18514017760753632,1.6734629753045738e-06,88.66,0.21351270377635956,1.6386117067668238e-06,85.88
50,247023983968.0,0.16447463631629944,2.468195134497364e-06,88.06,0.20619714260101318,2.4348073566216044e-06,85.79
60,295428422368.0,0.161164790391922,3.0636349492851878e-06,88.42,0.2076713740825653,2.6119048470718553e-06,85.85
70,343832860768.0,0.15243756771087646,2.827649268510868e-06,88.3,0.2023325264453888,2.946770337075577e-06,85.84
80,392237299168.0,0.13302461802959442,4.376236120151589e-06,88.24,0.18489572405815125,4.374440777610289e-06,86.17
90,440641737568.0,0.11815615743398666,5.167838025954552e-06,88.66,0.18369372189044952,5.830826466990402e-06,86.43
