Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy
-1,25014547200.0,16.113298416137695,16.68,17.62901496887207,16.78
0,32518911360.0,13.536985397338867,33.52,15.504777908325195,32.47
10,107562552960.0,8.131707191467285,61.08,15.535658836364746,53.65
20,182606194560.0,7.484656810760498,67.56,13.064813613891602,58.44
30,257649836160.0,6.691402435302734,71.64,12.23823356628418,60.24
40,332693477760.0,6.5314507484436035,76.06,13.95071029663086,61.46
50,407737119360.0,7.715944290161133,77.82,16.25034523010254,62.26
60,482780760960.0,8.320383071899414,79.44,13.471013069152832,63.18
70,557824402560.0,8.496394157409668,82.96,16.26429557800293,63.39
80,632868044160.0,6.763426303863525,83.7,15.946805953979492,63.8
90,707911685760.0,6.783467769622803,85.16,14.470864295959473,63.99
100,775450963200.0,9.402846336364746,86.14,16.804534912109375,64.14
