Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy
-1,0,8.781267166137695,95.66,8.780623435974121,88.87
0,8947575360.0,1.9938603639602661,98.28,2.654660224914551,91.28
10,98423328960.0,0.7825337648391724,98.82,2.275879383087158,92.08
20,187899082560.0,0.7435659170150757,99.28,2.0549070835113525,92.24
30,277374836160.0,0.4947129786014557,99.5,2.169914960861206,92.3
40,366850589760.0,0.5268540382385254,99.74,2.4017727375030518,92.19
50,456326343360.0,0.6633402705192566,99.68,2.8478260040283203,92.32
60,545802096960.0,0.42539939284324646,99.7,2.3221282958984375,92.33
70,635277850560.0,0.5772175192832947,99.7,2.6982948780059814,92.38
80,724753604160.0,0.5148815512657166,99.78,2.424515962600708,92.5
90,814229357760.0,0.38494494557380676,99.74,2.7431581020355225,92.5
100,894757536000.0,0.31108808517456055,99.74,2.28543758392334,92.5
