Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy
-1,119076400.0,0.4986976087093353,6.311558422567032e-07,77.7,0.47562867403030396,6.289798761827115e-07,77.94
0,3691368400.0,0.4788867235183716,6.13557119777397e-07,81.66,0.4570792317390442,6.294106356108387e-07,80.38
10,39414288400.0,0.2623668611049652,5.052231131230656e-07,95.76,0.2675381004810333,5.008701009501237e-07,91.44
20,75137208400.0,0.2476392537355423,4.714813996997691e-07,95.88,0.2527313828468323,5.22770676525397e-07,91.36
30,110860128400.0,0.22935643792152405,5.278803882902139e-07,95.82,0.23469047248363495,5.574458441515162e-07,91.31
40,146583048400.0,0.1955910623073578,1.0363792171119712e-06,95.24,0.20683471858501434,9.275189540858264e-07,90.94
50,182305968400.0,0.17893914878368378,2.0528784716589143e-06,94.62,0.19616059958934784,1.5290835335690645e-06,90.69
60,218028888400.0,0.1735159009695053,1.9699850781762507e-06,94.22,0.19297824800014496,1.674616555646935e-06,90.64
70,253751808400.0,0.1672293096780777,2.1195335193624487e-06,94.78,0.18978627026081085,1.960861709449091e-06,90.58
80,289474728400.0,0.14095143973827362,3.571172555894009e-06,94.58,0.17823931574821472,3.2252928576781414e-06,90.48
90,325197648400.0,0.12105212360620499,4.742872079077642e-06,94.74,0.1676807701587677,4.59769444205449e-06,90.5
