;train accuracy;test accuracy;train-saturation_features-0;train-saturation_features-3;train-saturation_features-7;train-saturation_features-10;train-saturation_features-14;train-saturation_features-17;train-saturation_features-20;train-saturation_features-23;train-saturation_features-27;train-saturation_features-30;train-saturation_features-33;train-saturation_features-36;train-saturation_features-39;train-saturation_features-42;train-saturation_features-45;train-saturation_features-48;train-saturation_classifier;eval-saturation_features-0;eval-saturation_features-3;eval-saturation_features-7;eval-saturation_features-10;eval-saturation_features-14;eval-saturation_features-17;eval-saturation_features-20;eval-saturation_features-23;eval-saturation_features-27;eval-saturation_features-30;eval-saturation_features-33;eval-saturation_features-36;eval-saturation_features-39;eval-saturation_features-42;eval-saturation_features-45;eval-saturation_features-48;eval-saturation_classifier;average-train-sat;average-eval-sat
0;99.922;93.94;0.140625;0.421875;0.515625;0.7265625;0.703125;0.7890625;0.69140625;0.48046875;0.1171875;0.072265625;0.03125;0.01953125;0.01953125;0.0234375;0.037109375;0.015625;0.8;0.140625;0.4375;0.5234375;0.71875;0.69921875;0.7890625;0.69921875;0.48828125;0.115234375;0.0703125;0.03125;0.01953125;0.01953125;0.0234375;0.037109375;0.015625;0.8;;
