Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy
-1,118939504.0,0.5490214228630066,7.704316544732137e-07,73.18,0.4934936463832855,9.614893770049093e-07,74.79
0,3687124624.0,0.5180782675743103,7.217588517960394e-07,76.46,0.4668159484863281,9.096224857785273e-07,77.79
10,39368975824.0,0.2789495587348938,4.546425600437942e-07,95.68,0.26815855503082275,6.608328817492293e-07,91.55
20,75050827024.0,0.2619003653526306,4.991051127944957e-07,95.32,0.2541821300983429,6.669779963885958e-07,91.68
30,110732678224.0,0.2378694713115692,4.7663948521403654e-07,95.84,0.2370021492242813,6.724953323100635e-07,91.5
40,146414529424.0,0.20238849520683289,6.72437579396501e-07,95.1,0.20752955973148346,8.939680355979363e-07,90.9
50,182096380624.0,0.17683859169483185,1.1275566293988959e-06,94.94,0.1903485357761383,1.3288048421600251e-06,90.67
60,217778231824.0,0.17394563555717468,1.4201201565811061e-06,94.5,0.18554840981960297,1.4410155699806637e-06,90.66
70,253460083024.0,0.1690654307603836,1.0821764817592339e-06,94.22,0.17741377651691437,1.6659404309393722e-06,90.59
80,289141934224.0,0.13900025188922882,2.25883923121728e-06,94.28,0.15562649071216583,2.681770865819999e-06,90.58
90,324823785424.0,0.1169116348028183,2.571841150711407e-06,93.98,0.14262135326862335,3.95680581277702e-06,90.51
