Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy
-1,40280985600.0,10.891404151916504,26.36,11.370404243469238,27.12
0,52379324160.0,4.624273300170898,50.74,4.975191593170166,48.35
10,173362709760.0,3.884310007095337,68.28,6.747949123382568,65.64
20,294346095360.0,4.665444374084473,75.4,5.683343887329102,72.76
30,415329480960.0,4.42855167388916,80.26,7.254262447357178,77.85
40,536312866560.0,4.160819053649902,84.34,8.963308334350586,80.93
50,657296252160.0,6.480207443237305,87.72,8.765213966369629,83.32
60,778279637760.0,9.655489921569824,89.52,14.239813804626465,84.79
70,899263023360.0,3.8225455284118652,91.38,5.339520454406738,86.41
80,1020246408960.0,4.924054145812988,92.92,7.728591442108154,87.13
90,1141229794560.0,3.149113416671753,93.88,7.267030715942383,87.68
100,1250114841600.0,3.5111114978790283,94.64,7.8555989265441895,87.85
