Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy
-1,12570123360.0,27595.853515625,1.02,27703.984375,1.0
0,50280493440.0,0.7421722412109375,1.02,0.7386680245399475,0.99
10,427384194240.0,0.8136497139930725,1.08,0.9223653078079224,1.01
20,804487895040.0,2.033395767211914,1.54,2.2281241416931152,1.83
30,1181591595840.0,2.887694835662842,2.56,2.8252739906311035,2.63
40,1558695296640.0,3.790358781814575,3.76,3.4513156414031982,3.35
50,1935798997440.0,11.78860092163086,4.38,15.0812349319458,3.87
60,2312902698240.0,13.186945915222168,5.28,19.35951805114746,4.38
70,2690006399040.0,9.654362678527832,6.64,15.050874710083008,6.19
80,3067110099840.0,12.73150634765625,8.02,21.758831024169922,7.53
90,3444213800640.0,19.606487274169922,8.12,32.019039154052734,7.57
100,3821317501440.0,18.114730834960938,8.76,33.98534393310547,7.93
110,4198421202240.0,17.260915756225586,8.7,35.70586013793945,7.92
120,4575524903040.0,26.752151489257812,8.92,42.74033737182617,8.34
130,4952628603840.0,25.563098907470703,9.14,35.9258918762207,8.09
140,5329732304640.0,31.706405639648438,9.44,56.48239517211914,8.71
150,5706836005440.0,73.40354919433594,9.34,82.91561126708984,8.29
160,6083939706240.0,96.88611602783203,9.48,143.76048278808594,7.92
170,6461043407040.0,90.45917510986328,8.66,131.96044921875,7.49
180,6838147107840.0,103.49662017822266,10.08,121.44786834716797,8.65
190,7215250808640.0,111.65067291259766,9.42,154.77041625976562,8.57
200,7554644139360.0,53.80815124511719,11.44,90.2723159790039,10.24
