Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy
-1,0,15585.5029296875,1.0,15589.8828125,1.0
0,944729760000.0,0.6857895255088806,1.06,0.7174878120422363,1.0
10,10392027360000.0,0.9565313458442688,1.06,0.9675997495651245,1.0
20,19839324960000.0,1.0405795574188232,1.06,1.2430492639541626,1.0
30,29286622560000.0,1.0345432758331299,1.22,0.9563911557197571,1.04
40,38733920160000.0,5.199966907501221,1.6,5.556747913360596,1.55
50,48181217760000.0,9.787029266357422,2.4,10.21600341796875,2.08
60,57628515360000.0,13.891600608825684,2.38,15.273785591125488,2.0
70,67075812960000.0,94.35301208496094,2.18,102.52362060546875,2.2
80,76523110560000.0,169.5972137451172,1.52,178.22988891601562,1.4
90,85970408160000.0,115.65402221679688,1.16,138.90257263183594,1.44
100,95417705760000.0,72.5710678100586,1.64,85.68260192871094,1.56
110,104865003360000.0,152.11526489257812,1.42,169.83529663085938,1.44
120,114312300960000.0,251.626708984375,1.58,267.88677978515625,1.52
130,123759598560000.0,135.8900604248047,0.82,154.56239318847656,1.21
140,133206896160000.0,298.19378662109375,1.4,320.56341552734375,1.03
150,142654193760000.0,218.97116088867188,1.46,240.01174926757812,1.27
160,152101491360000.0,238.6549530029297,1.4,275.2660827636719,1.19
170,161548788960000.0,157.74679565429688,1.92,187.8435516357422,1.74
180,170996086560000.0,266.61383056640625,1.68,310.1076354980469,1.43
190,180443384160000.0,228.12820434570312,1.52,271.40765380859375,1.84
200,188945952000000.0,340.3330993652344,1.28,397.12579345703125,1.49
