layer_names,pr
conv1,0.0
layer1.0.conv1,0.689209
layer1.0.conv2,0.8901367
layer1.0.conv3,0.8234253
layer1.0.shortcut.0,0.52264404
layer1.1.conv1,0.9785156
layer1.1.conv2,0.9995117
layer1.1.conv3,0.99884033
layer1.2.conv1,0.9752197
layer1.2.conv2,0.9995117
layer1.2.conv3,0.9984131
layer2.0.conv1,0.5675049
layer2.0.conv2,0.56536865
layer2.0.conv3,0.4507904
layer2.0.shortcut.0,0.5691986
layer2.1.conv1,0.6294708
layer2.1.conv2,0.77334934
layer2.1.conv3,0.85614014
layer2.2.conv1,0.42843628
layer2.2.conv2,0.4010281
layer2.2.conv3,0.6044464
layer2.3.conv1,0.5295868
layer2.3.conv2,0.5682441
layer2.3.conv3,0.5684967
layer3.0.conv1,0.2911148
layer3.0.conv2,0.38742235
layer3.0.conv3,0.5045357
layer3.0.shortcut.0,0.58913994
layer3.1.conv1,0.7694855
layer3.1.conv2,0.8272773
layer3.1.conv3,0.808609
layer3.2.conv1,0.6329498
layer3.2.conv2,0.68785435
layer3.2.conv3,0.6155472
layer3.3.conv1,0.646965
layer3.3.conv2,0.66597325
layer3.3.conv3,0.6501312
layer3.4.conv1,0.43652725
layer3.4.conv2,0.4078064
layer3.4.conv3,0.46128464
layer3.5.conv1,0.38970566
layer3.5.conv2,0.52708435
layer3.5.conv3,0.48059082
layer4.0.conv1,0.2720394
layer4.0.conv2,0.47421223
layer4.0.conv3,0.6882019
layer4.0.shortcut.0,0.80795383
layer4.1.conv1,0.6475191
layer4.1.conv2,0.5297563
layer4.1.conv3,0.6952896
layer4.2.conv1,0.5788622
layer4.2.conv2,0.5573853
layer4.2.conv3,0.78537655
linear,0.0
