layer_names,pr
conv1,0.0
layer1.0.conv1,0.70043945
layer1.0.conv2,0.73187935
layer1.0.conv3,0.6240845
layer1.0.shortcut.0,0.53204346
layer1.1.conv1,0.5979614
layer1.1.conv2,0.5289985
layer1.1.conv3,0.6035156
layer1.2.conv1,0.63397217
layer1.2.conv2,0.7557237
layer1.2.conv3,0.77996826
layer2.0.conv1,0.2774353
layer2.0.conv2,0.3641561
layer2.0.conv3,0.50660706
layer2.0.shortcut.0,0.5271683
layer2.1.conv1,0.6963196
layer2.1.conv2,0.73914254
layer2.1.conv3,0.8247528
layer2.2.conv1,0.5631256
layer2.2.conv2,0.5469021
layer2.2.conv3,0.64352417
layer2.3.conv1,0.41889954
layer2.3.conv2,0.5391371
layer2.3.conv3,0.68084717
layer3.0.conv1,0.29325867
layer3.0.conv2,0.44848463
layer3.0.conv3,0.41838837
layer3.0.shortcut.0,0.5647392
layer3.1.conv1,0.8121033
layer3.1.conv2,0.8618859
layer3.1.conv3,0.75785065
layer3.2.conv1,0.63097
layer3.2.conv2,0.6595595
layer3.2.conv3,0.5797615
layer3.3.conv1,0.72153854
layer3.3.conv2,0.85496014
layer3.3.conv3,0.82216644
layer3.4.conv1,0.5827713
layer3.4.conv2,0.6506093
layer3.4.conv3,0.6227875
layer3.5.conv1,0.46326828
layer3.5.conv2,0.5818973
layer3.5.conv3,0.5404701
layer4.0.conv1,0.35806656
layer4.0.conv2,0.6142243
layer4.0.conv3,0.77701664
layer4.0.shortcut.0,0.88599396
layer4.1.conv1,0.7401819
layer4.1.conv2,0.7022582
layer4.1.conv3,0.76923656
layer4.2.conv1,0.735239
layer4.2.conv2,0.7878948
layer4.2.conv3,0.81880283
linear,0.0
