Epoch,Prob 0 train accuracy,Prob 1 train accuracy,Prob 2 train accuracy,Prob 3 train accuracy,Prob 4 train accuracy,Prob 5 train accuracy,Prob 6 train accuracy,Prob 7 train accuracy,Prob 8 train accuracy,Prob 9 train accuracy,Prob 10 train accuracy,Prob 11 train accuracy,Prob 12 train accuracy,Prob 13 train accuracy,Prob 14 train accuracy,Prob 15 train accuracy,Prob 0 test accuracy,Prob 1 test accuracy,Prob 2 test accuracy,Prob 3 test accuracy,Prob 4 test accuracy,Prob 5 test accuracy,Prob 6 test accuracy,Prob 7 test accuracy,Prob 8 test accuracy,Prob 9 test accuracy,Prob 10 test accuracy,Prob 11 test accuracy,Prob 12 test accuracy,Prob 13 test accuracy,Prob 14 test accuracy,Prob 15 test accuracy,Final test accuracy
10,31.995555554877388,39.77555555352105,51.19111110568576,62.04444444173177,81.1999999891493,91.03111110704211,95.8755555460612,92.96444444037543,86.61333332655165,66.03777777167426,48.46888888821072,28.142222220187715,24.339999998643663,96.34666665988499,99.51555555555555,99.54222222222222,31.45,35.8,48.77,60.86,77.86,85.31,87.91,84.81,76.07,61.87,34.77,20.57,21.21,89.38,90.81,90.96,90.98
11,32.19999999593099,40.035555550808375,51.282222217475045,61.80888888617621,81.21333333062066,90.99777777642144,95.89333332248263,92.45333332248264,86.81333332519532,68.89111110161676,43.84222221679688,29.275555554538304,27.26888888719347,96.68444444037543,99.48222221544054,99.50222221544054,31.54,37.21,49.33,63.68,78.4,85.42,87.64,86.62,76.18,63.11,33.85,19.66,20.04,85.4,90.76,90.92,90.98
12,32.333333333333336,39.83999999728733,51.57777777709961,62.07111110772027,81.21333333333334,90.89555555013021,95.70666665852865,92.38222221272787,86.33555555013021,67.40222222086588,42.39777777913412,28.98888888414171,27.611111106363932,95.1222222140842,99.46666666666667,99.52444444444444,31.88,36.19,48.47,60.73,77.64,85.38,87.97,87.11,73.42,54.26,49.72,29.2,29.17,84.83,90.83,90.97,90.98
13,32.251111110432944,40.324444443766275,51.48444444173177,62.49111110161675,81.17111110026042,91.04666666531033,95.88444443766276,93.36888888075087,85.52444444444444,66.23777777235243,48.01555555216471,29.064444442749025,27.184444443766274,94.33333333333333,99.50222222222222,99.55777777777777,30.55,37.02,48.96,62.33,78.01,85.53,88.05,86.26,77.89,74.24,50.97,31.87,24.45,89.23,90.8,90.89,90.98
14,32.34444444376628,40.18666666666667,51.30888888549805,62.231111112467445,81.10222222086588,90.99777777642144,96.01555555419922,93.38222221950954,86.30666665717231,67.8488888821072,47.331111105685764,32.41555555386014,27.91999999932183,94.99333333333334,99.46,99.53333333333333,31.36,36.62,48.03,61.04,77.61,85.37,88.02,85.23,78.58,64.79,36.04,25.77,24.36,89.51,90.82,90.97,90.98
15,32.13111110772027,39.77777777777778,51.24666666531033,61.5911111050076,80.933333331977,91.16666666666667,95.80666665581597,92.59333332248264,86.77999999457465,65.57111110026041,44.23111110907661,31.373333331976998,27.557777775404187,94.46666665852865,99.47111110975477,99.49777777642144,31.36,36.41,50.14,62.13,78.56,85.45,87.82,86.28,75.69,68.16,56.58,36.09,26.1,89.23,90.81,90.93,90.98
16,32.19555555284288,39.924444443088106,51.588888885498044,62.54444443834093,81.40666665717231,91.19111110161676,95.79777776963975,92.82666666259766,86.02888888210721,67.10666666666667,50.78888888685438,28.97777777709961,26.344444442749023,95.38888888210721,99.46888888888888,99.55333333333333,30.86,36.01,48.1,61.03,77.93,85.32,87.98,85.95,77.3,69.09,50.27,28.09,26.79,89.8,90.85,90.95,90.98
17,32.37555555284288,39.78888888346354,51.188888885498045,61.57999999050564,81.41777776828341,91.00222221137153,95.95555555419922,92.66666666124132,85.88444443766276,65.94888888685438,44.224444440375436,29.60666666463216,28.20222222120497,95.3577777709961,99.46222222222222,99.50666666666666,31.68,37.14,48.24,62.32,77.77,85.47,88.02,86.8,77.19,59.19,38.46,27.93,26.68,88.46,90.8,90.99,90.98
18,32.45111110907661,40.026666662597655,51.2244444410536,62.15555555691189,81.08222221272787,91.09333332383898,95.69333332519531,92.01555555419922,86.45555555419922,64.78666666463216,46.68666666191949,31.04888888821072,25.64666666463216,92.92888888888889,99.4488888821072,99.48444444308811,31.09,35.23,48.06,59.83,77.36,84.85,87.86,85.5,75.83,47.66,40.54,32.02,32.07,89.48,90.86,90.95,90.98
19,32.22666666327582,39.711111109076604,51.20444444376628,61.73333333062066,81.08666665717232,90.87777777370877,95.73555555555555,92.2888888821072,86.2844444390191,65.69999999321831,46.51555555216471,31.628888887871636,30.075555554538305,96.49555554470486,99.41555555555556,99.46666666666667,31.5,36.4,48.91,62.16,78.02,85.26,87.76,86.8,74.78,56.9,30.26,28.18,27.88,82.89,90.83,91.04,90.98
20,32.2866666659885,39.92888888549805,51.69111111043294,62.25777777099609,81.38666665852864,90.98222221272786,95.73999999186198,92.09555555419922,86.11111110568577,68.0777777750651,48.035555550130205,30.817777774386936,28.12666666531033,94.99111110839844,99.48222222222222,99.50444444444445,31.94,37.46,48.85,62.88,77.94,85.4,87.87,87.26,74.55,58.06,34.07,24.14,20.95,83.26,90.8,90.94,90.98
21,32.44888888719347,40.30666666259766,51.79999999593099,62.824444439019096,81.24888888617622,91.00444444173178,95.88444444308811,93.23333333062065,86.03999999321832,66.56888888481988,44.91999999321832,28.21999999864366,25.79111111111111,95.16888888888889,99.5,99.56666666666666,31.07,37.12,48.49,61.56,77.87,85.33,87.99,86.36,77.08,72.95,56.24,30.02,40.46,89.83,90.84,91.02,90.98
22,32.34222221883138,39.77555555352105,51.09111110839844,62.057777773708764,81.4155555460612,90.98444444444445,95.78222222086589,93.30222221950955,85.59999998914931,67.65777777370877,49.73333333197699,29.995555554199218,27.60444444240994,96.57999999593099,99.53111111111112,99.56,31.3,36.81,48.74,60.56,77.03,85.31,88.26,87.01,77.73,56.68,41.21,27.16,24.52,85.59,90.81,90.98,90.98
23,32.31777777777778,39.90888888888889,51.20888888685438,61.35333333062066,81.09111110568577,91.06666666124131,95.83555555284288,91.94888888617622,86.29333333333334,66.67333332926432,47.922222217475046,33.413333333333334,27.322222219848634,95.60222221408421,99.48222222222222,99.52,30.94,36.1,48.95,62.54,77.97,85.35,87.75,86.27,77.1,59.71,42.13,27.6,27.21,88.92,90.82,90.92,90.98
24,32.342222220187715,39.931111111111115,51.226666665988496,62.33777777574327,81.24222221815322,90.91333332248264,95.76888888617621,93.30222221272787,86.27555555419922,67.3311111070421,45.90888887939453,33.10444444173177,28.622222222222224,95.58,99.43555555555555,99.51555555555555,31.78,37.16,49.02,60.52,77.64,85.48,88.1,87.11,77.4,64.64,59.07,40.21,28.51,88.93,90.8,90.93,90.98
25,32.58888888787163,39.973333332655166,51.613333331298826,62.99333333265516,81.61555555555556,91.16444443901909,95.83999999050565,93.58666666666667,86.11111110568577,66.91111110839844,48.19111110432943,28.724444439697265,25.746666664632162,96.24666666531033,99.49999999321831,99.56222221544054,30.41,35.97,47.63,59.13,77.09,85.13,88.17,85.68,79.84,62.92,58.84,40.04,28.68,89.79,90.8,90.95,90.98
26,32.48444444444444,40.08444444444444,51.45555555013021,61.83999999186198,81.32222222086588,91.13111110161675,95.86444443630643,92.54444443630642,86.81777776963976,69.01777776828342,49.64666666259765,31.871111110432942,28.255555552164715,95.14666666259765,99.46222221544053,99.5088888821072,32.17,37.42,48.79,60.92,77.48,85.18,87.98,87.38,75.37,59.52,40.96,36.25,34.45,84.23,90.82,90.94,90.98
27,32.65555555352105,40.14,51.2377777730306,61.93333332722982,81.153333331977,90.90222221950955,95.76666665852865,93.09111110839844,85.87111110839844,64.8111111090766,49.095555554199215,34.26444444444444,30.68444444240994,95.31555555555556,99.42888888888889,99.52,31.11,36.12,47.79,60.43,77.02,85.27,88.16,86.39,78.04,52.96,40.33,41.9,33.72,87.71,90.8,91.0,90.98
28,32.29333333333334,39.92444444342719,51.11999999525282,61.62666666463216,80.82666666259766,91.15999999321832,95.94888888617622,93.5222222140842,86.7022222140842,66.6533333299425,45.94888888617621,32.16222222120497,28.079999997965494,95.30888888753255,99.45111111111112,99.50888888888889,30.7,35.97,48.94,62.39,78.62,85.27,87.68,85.66,77.22,63.96,39.51,28.89,34.64,89.38,90.84,90.94,90.98
29,32.55111110941569,40.0111111070421,51.513333333333335,62.32888887939453,81.25999999593098,90.98888887939454,95.79111110975478,92.47999999186197,86.39999998914931,68.66888888549805,45.95333333333333,31.30444444342719,29.239999998643665,95.94666665852864,99.49111110432943,99.53999999321832,31.7,37.19,49.63,63.03,77.85,85.45,87.93,87.68,75.6,50.16,47.06,26.45,24.14,85.15,90.84,91.03,90.98
30,32.59333332994249,39.98222222222222,51.31777777777778,62.36222221544054,81.4888888821072,91.07333332248264,95.98888888617621,94.18888887939453,86.3244444390191,65.63999999728733,45.47999999660916,29.491111110432943,26.515555552842883,95.09111110297309,99.46444443766276,99.49555554877386,31.03,36.67,48.73,62.32,78.02,85.54,87.85,85.98,77.92,73.42,42.41,21.29,27.8,89.6,90.85,90.96,90.98
31,32.722222218831384,40.34888888549805,51.39999999660916,62.63555555352105,81.34444444037544,91.20444443359375,95.6888888780382,92.79555554877388,86.7977777750651,72.00888888753255,49.29333333333334,31.5177777730306,28.55999999762641,96.2911111111111,99.45999999864367,99.50888888753255,31.78,37.03,48.94,60.85,77.37,85.31,88.17,86.56,74.97,56.14,39.81,34.3,27.84,84.8,90.82,90.94,90.98
32,32.4377777730306,40.502222218153214,51.553333328586156,62.19555555691189,81.3377777750651,91.01777777370877,96.03333333062066,93.46666666395399,86.4999999891493,66.20666666191948,45.81111110772027,29.18,27.366666666666667,95.91333332519531,99.44666665988498,99.50444443766276,31.73,37.0,49.19,62.04,77.61,85.24,87.88,86.75,76.63,54.66,33.45,19.87,19.83,86.54,90.83,90.96,90.98
33,32.34888888549805,39.87555555419922,51.33555555148654,62.06666666463216,81.32888888617622,91.09777777370877,95.96666666531033,92.47999999050565,86.49333332926432,66.01555555216471,49.14222222222222,30.637777774386937,26.531111110093857,95.91111111111111,99.46444443766276,99.51555554877388,32.25,37.56,49.82,62.16,77.88,85.5,87.9,86.89,74.86,57.06,40.31,29.82,28.71,77.94,90.84,90.89,90.98
34,32.62,40.193333331976994,51.56222221815321,62.58222221611871,81.21111110161675,91.17777777235243,96.05555555284288,93.68444444037543,85.75555554470486,69.41777777370876,49.797777773708766,30.991111109754776,26.88888888821072,94.89111110975477,99.42222222222222,99.47777777777777,31.44,37.16,48.7,61.83,77.74,85.29,88.02,86.56,77.02,59.58,44.05,34.34,23.4,88.89,90.8,90.98,90.98
35,32.48666666463216,39.71333333333333,51.0288888821072,61.63999999050564,81.10222221950954,90.71999999186198,95.6977777709961,91.83111110975477,85.92888888753255,65.78222222018772,44.371111106363934,30.09999999593099,27.582222220526802,95.76222221544054,99.47555555555556,99.54,31.98,38.05,49.22,61.4,77.32,85.54,88.2,86.57,76.35,47.33,38.52,36.07,21.4,74.75,90.82,90.93,90.98
36,32.37999999932183,40.09555555284288,51.404444439019095,61.97333332926432,81.35999999728733,91.18222221950955,95.98444443630642,92.73333332383898,85.73555554470487,64.57333333062066,44.74888888346354,30.884444443766277,26.266666664971247,94.26888888481987,99.45555555555555,99.51777777777778,31.76,37.63,48.18,61.24,77.18,85.08,87.98,88.13,77.46,65.93,42.71,34.04,21.37,84.45,90.82,90.88,90.98
37,32.73999999728733,40.0599999979655,51.47999999864366,62.66888888753255,81.40888888617621,91.15333332926433,95.93999999864366,93.58666666395399,86.41333332790799,67.4977777730306,47.15111111111111,32.47555555148654,29.802222220187716,96.14222221272786,99.48666666666666,99.54666666666667,32.23,38.88,49.88,61.41,77.6,85.37,88.13,87.32,76.8,51.68,47.36,36.65,28.43,76.37,90.79,90.93,90.98
38,32.46666666124132,40.49999999593099,51.56888888346354,62.05999999389648,81.14222221272786,91.09555555284288,95.97555554741753,93.43333332926433,87.31111111111112,68.03777777099609,46.688888886854386,29.9422222205268,30.17111110941569,93.43111111111111,99.44444443766277,99.48666665988499,31.38,36.68,49.2,62.48,78.29,85.24,87.76,86.89,74.36,62.51,41.09,28.19,28.29,89.29,90.86,90.88,90.98
39,32.495555555555555,39.833333332655165,51.17777777235243,61.99777777574327,81.25999999728732,90.99111110568576,95.8822222140842,93.15999999593099,85.24888888753256,67.5733333251953,46.0066666659885,31.186666666666667,28.6311111102634,96.11999999321831,99.45333333333333,99.5111111111111,31.69,37.63,49.65,63.76,78.19,85.31,87.79,86.8,76.97,68.16,43.92,27.46,21.79,86.83,90.78,90.99,90.98
40,32.70888888685438,40.36666666395399,51.728888886854385,62.866666659884984,81.31111110161676,91.08444444444444,95.80444443630643,93.01555555284288,86.60888888210721,67.46888888481988,44.77999999525282,28.882222220187717,26.617777775065104,95.78444444444445,99.42444444444445,99.47111111111111,31.46,37.18,49.33,61.42,77.57,85.27,88.08,87.72,77.25,64.13,43.49,28.58,28.75,89.23,90.82,90.96,90.98
41,32.4977777750651,40.017777775065106,51.14444443969727,62.14222222086588,81.15999999457465,91.07777776963975,95.81555555555556,92.87777777099609,86.4999999891493,67.97777777438694,48.18888888414171,31.15555555284288,27.966666664971246,96.13999999864366,99.40222222222222,99.47555555555556,31.64,37.97,49.57,61.39,77.56,85.35,88.05,87.04,76.46,55.45,48.96,34.55,27.04,86.65,90.82,90.96,90.98
42,32.548888886176215,40.19111111043294,51.679999997965496,62.18444444173177,81.12222221815321,91.03111111111112,95.86666666395399,93.559999995931,86.41555555284287,68.47111110839843,47.40444444173177,30.222222220187717,27.06666666531033,96.22888888753255,99.47111110432942,99.53111110432943,31.54,37.44,49.59,63.51,78.36,85.59,87.86,86.26,78.15,68.74,37.67,19.94,23.61,88.14,90.79,90.92,90.98
43,32.64666666531033,40.11333333062066,51.219999997287324,62.066666657172306,81.22444444173178,91.03333333062066,95.89999999864366,93.25999999050565,86.67999999457466,67.61555554877387,46.24222222018772,30.764444441731772,27.42666666531033,95.6444444390191,99.43777777777778,99.50666666666666,31.52,37.18,49.77,63.51,78.2,85.46,87.75,86.05,77.36,59.34,33.07,27.88,25.13,81.41,90.81,90.94,90.98
44,32.5999999979655,40.17555555216472,51.646666664632164,62.82888888210721,81.2688888888889,91.08444443495009,95.71999999186198,92.70888888075086,86.1288888888889,66.24888887939453,45.691111112467446,29.44,28.068888884819877,94.52888888888889,99.45333333333333,99.53111111111112,31.52,36.73,49.17,60.27,77.47,85.04,87.99,85.98,78.96,70.86,53.62,29.3,30.57,88.67,90.85,90.94,90.98
45,32.368888887871634,39.9199999979655,51.35777777235243,61.579999997965494,80.8644444390191,91.03333332790798,95.7599999891493,92.26666666666667,86.57555554877388,66.43111110161675,46.071111105685766,29.662222221544052,26.104444441731772,95.65555555555555,99.44,99.46888888888888,31.35,36.17,49.12,61.78,78.16,85.47,87.88,86.03,75.95,64.36,53.1,29.59,28.79,89.41,90.85,91.01,90.98
46,32.46222222086588,40.13333333265516,51.364444440375436,62.07555554877387,81.22444443766275,90.92666666124131,95.90888888075087,93.14444443630643,86.39333332790798,66.4644444390191,45.144444443088105,31.697777775065106,29.211111108398438,95.10222222222222,99.46444443766276,99.53333332655166,31.75,37.13,49.71,63.37,78.38,85.53,87.8,86.53,77.28,73.06,50.45,20.34,20.63,89.05,90.79,90.97,90.98
47,32.50666666429308,40.07999999457465,51.63777777438693,62.63999999321832,81.16888888888889,91.08888888888889,95.71333332519531,92.85333332926432,86.39777777777778,69.51333333468968,47.277777775743274,27.399999998982747,26.746666664293077,95.59333332926433,99.45777777099609,99.54444443766276,32.03,36.79,48.97,62.65,77.99,85.1,87.8,86.23,76.17,61.88,32.93,28.32,28.09,84.06,90.8,90.98,90.98
48,32.63999999932183,40.15999999593099,51.34222221815321,61.74222221950955,81.3155555460612,90.88888888346354,95.74222221950954,91.40444443359375,86.06666666666666,65.13999999660916,44.85999999593099,30.57999999830458,30.15555555352105,94.14888888753255,99.46666665988498,99.51111110432943,31.54,36.93,48.69,62.66,77.56,85.56,88.04,87.1,77.4,61.18,37.75,27.18,20.46,85.41,90.8,90.97,90.98
49,32.60222222018772,40.13999999457465,51.08444444173177,61.642222216118704,81.15111110026042,91.20222221815321,96.01333333062065,93.02888888753255,87.04888888753256,68.69999999050565,46.57333333129883,30.971111110432943,27.27999999932183,95.25555554470486,99.48,99.50222222222222,32.15,37.77,50.09,63.94,78.46,85.43,87.71,84.85,72.93,63.68,38.83,19.64,19.6,79.47,90.77,90.91,90.98
