Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy
-1,86288464.0,0.6662728190422058,9.043156410371012e-07,25.02,0.6436167359352112,1.0695632681745337e-06,25.71
0,2674942384.0,0.59319007396698,8.949724019657879e-07,28.52,0.5649724006652832,1.0548252475928166e-06,30.31
10,28561481584.0,0.2231602668762207,9.190823107019241e-07,65.44,0.23055242002010345,1.258744191545702e-06,67.76
20,54448020784.0,0.2277696281671524,9.476781883677177e-07,65.96,0.22972995042800903,1.3063811366009759e-06,68.46
30,80334559984.0,0.21733446419239044,1.438594608771382e-06,68.14,0.23576587438583374,1.4694982155560865e-06,69.69
40,106221099184.0,0.21286389231681824,1.7859856598079205e-06,71.52,0.25571897625923157,2.4953760657808743e-06,71.74
50,132107638384.0,0.19073987007141113,3.4080842397088418e-06,73.44,0.26018133759498596,4.277712832845282e-06,72.71
60,157994177584.0,0.18956932425498962,3.866282895614859e-06,72.96,0.2639165222644806,4.7084981815714855e-06,72.83
70,183880716784.0,0.18298372626304626,3.21045376949769e-06,72.9,0.2693716287612915,5.38480117029394e-06,73.23
80,209767255984.0,0.16280801594257355,6.279434728639899e-06,74.42,0.2772289216518402,8.199881449399982e-06,74.33
90,235653795184.0,0.14250700175762177,8.099324986687861e-06,76.46,0.27818605303764343,1.0532966371101793e-05,75.48
