Epoch,Prob 0 train accuracy,Prob 1 train accuracy,Prob 2 train accuracy,Prob 3 train accuracy,Prob 4 train accuracy,Prob 5 train accuracy,Prob 6 train accuracy,Prob 7 train accuracy,Prob 8 train accuracy,Prob 9 train accuracy,Prob 10 train accuracy,Prob 11 train accuracy,Prob 12 train accuracy,Prob 13 train accuracy,Prob 14 train accuracy,Prob 15 train accuracy,Prob 0 test accuracy,Prob 1 test accuracy,Prob 2 test accuracy,Prob 3 test accuracy,Prob 4 test accuracy,Prob 5 test accuracy,Prob 6 test accuracy,Prob 7 test accuracy,Prob 8 test accuracy,Prob 9 test accuracy,Prob 10 test accuracy,Prob 11 test accuracy,Prob 12 test accuracy,Prob 13 test accuracy,Prob 14 test accuracy,Prob 15 test accuracy,Final test accuracy
10,33.864444443766274,49.15333332858616,64.55333333129883,75.94444443495009,89.24222221408421,92.49111110975477,52.12222222222222,44.64444444173177,56.948888882107205,59.47333332383898,63.66444444308811,86.2977777750651,94.10888888617622,95.01777777642144,95.35555555419921,95.67999999321832,32.0,47.46,63.46,70.85,83.39,84.58,48.61,52.6,57.75,61.57,65.54,75.56,84.1,85.33,85.63,86.13,86.12
11,33.86888888888889,48.33555555555556,64.29777777235243,75.6511111111111,89.22444444444444,92.55333332519531,53.668888888210724,50.297777773030596,60.19111110772027,62.79999999728733,66.4044444390191,84.79999999728733,93.93999999186198,95.06888888753255,95.3422222140842,95.69555555419922,32.49,49.03,64.35,72.03,83.34,84.53,51.42,42.83,50.36,54.34,59.87,79.88,85.14,85.47,85.52,86.07,86.12
12,33.95777777777778,49.259999997965494,64.35333333062066,75.93777777777778,89.15777776828342,92.50888887939453,54.23333333129883,43.96666666666667,56.47777777167426,59.513333327229816,64.39555555148654,87.18888888481987,94.33333333062066,95.01777776963975,95.33999999186197,95.70666665852865,33.27,47.85,64.01,71.66,83.43,84.34,50.75,43.02,52.89,55.21,58.86,75.69,84.83,85.38,85.62,86.03,86.12
13,33.917777775065105,49.26,64.64444444580079,76.01777776828342,89.33555554877387,92.60666665717231,52.54444443766276,46.99555555284288,56.70222221272787,59.728888886176215,64.38888888075087,86.83777777777777,94.41555555419922,95.20444444308811,95.48666665852865,95.793333331977,32.59,47.69,63.38,71.32,83.37,84.37,49.03,49.93,56.44,58.64,60.79,76.75,84.18,85.42,85.65,86.07,86.12
14,33.83333332994249,48.553333331976994,64.48222221272786,75.79999999321832,89.17999998914931,92.45555554741753,52.195555553521054,48.7044444410536,58.29777777574327,60.479999993896485,64.34888889024522,85.55111110975477,94.013333331977,95.05999999321831,95.4488888821072,95.76444443766276,33.35,49.22,63.86,71.51,83.36,84.5,48.77,39.67,53.35,57.18,61.51,75.71,84.62,85.52,85.6,86.04,86.12
15,33.9866666659885,48.97555555013021,64.57999999864366,75.7577777709961,89.10888888481988,92.33111110161676,51.93777777642144,44.999999997287325,56.50444444173177,60.01333333062066,64.37777777574327,85.06222222086589,94.08666665717232,95.09555554741753,95.40444444308811,95.79111110975478,33.11,47.63,63.08,70.59,83.35,84.5,45.3,45.83,60.91,61.65,63.63,81.37,84.97,85.53,85.57,86.08,86.12
16,34.06444444342719,48.8866666659885,64.41111111043294,75.70222221679687,89.3577777709961,92.57555554470486,51.43111110839844,47.21555555284288,58.99999999321832,62.04888888278537,65.64222222357856,85.59333332655164,94.13111110432942,95.26666665717231,95.46666666259766,95.8555555460612,32.72,48.42,63.96,72.01,83.25,84.26,53.08,48.66,55.56,59.37,63.12,81.59,85.56,85.43,85.59,86.13,86.12
17,33.77999999830458,48.924444443088106,64.36888888617622,75.87999999864367,89.19777776828342,92.35111110432943,52.311111108398435,47.571111109754774,57.29999999728733,60.54666666531033,64.79111110432943,85.73999998914931,94.17777777642144,95.02222222086588,95.23999999864367,95.65777777777778,32.75,47.59,63.76,71.85,83.34,84.43,47.09,40.51,51.83,54.02,57.9,82.51,85.46,85.49,85.5,85.93,86.12
18,34.19555555080838,48.811111109076606,64.44444444037543,75.67555555284288,89.07333332248264,92.4799999891493,50.973333333333336,44.83777777709961,57.391111109076604,60.519999993896484,64.47555555691189,86.12444443359375,94.1911111029731,95.0733333251953,95.4222222140842,95.76888888753255,32.72,48.11,64.67,72.95,83.38,84.42,43.83,41.03,49.94,54.21,58.26,75.66,85.21,85.48,85.54,86.11,86.12
19,34.08666666497125,49.20888888414171,64.57999999660916,76.26222222086588,89.30666666666667,92.32444443359375,52.45333333265516,46.25111110636393,56.24222221950955,59.155555552842884,63.70888888617622,85.60888888346354,94.00666665988498,94.9955555501302,95.31555555013021,95.60444443901909,32.6,47.82,63.82,71.71,83.43,84.61,43.59,41.23,50.14,52.21,55.08,73.43,84.64,85.45,85.61,86.21,86.12
20,34.15555555555556,49.026666663275826,64.593333331977,76.00444444037544,89.10888888753256,92.5488888780382,49.751111105685766,48.035555550130205,59.702222222222225,62.3377777730306,65.5111111050076,85.47555555284288,93.99333332383898,95.04222221815321,95.419999995931,95.75777777370877,31.97,47.17,63.71,71.33,83.51,84.59,42.91,38.96,47.46,51.71,56.17,72.94,84.74,85.47,85.68,86.16,86.12
21,34.17333333129883,48.468888885498046,64.37111110297309,75.52222221815322,89.29555554470487,92.69333333062066,50.42888888753255,50.78888888617622,62.08666666259766,64.5777777750651,67.77999999796549,85.19777776963976,93.99999999050564,95.30888888617622,95.5577777750651,95.86444443630643,32.69,48.29,64.22,71.92,83.25,84.45,46.0,32.81,43.35,46.96,51.15,74.96,85.21,85.52,85.64,86.09,86.12
22,34.26444444444444,48.73333333062066,64.54666666124132,75.89111110297308,89.20222221544054,92.59333332790798,52.00444443766276,44.40666666327582,55.746666663953995,59.12666665988498,63.675555556911895,85.34888888346354,94.13111110975477,95.14666665852864,95.45333333197699,95.75111110432942,33.17,48.87,64.13,70.63,83.46,84.39,51.87,40.19,50.38,55.09,61.52,81.9,85.35,85.47,85.64,86.03,86.12
23,34.09999999864366,49.19111110975477,64.49111110839844,76.15555555419922,89.31333332519532,92.58666666531033,51.48888888481988,44.70444444173177,56.99555555148655,60.206666662597655,64.37999999864367,86.08888888617622,94.19111110839843,95.15111110297309,95.4288888821072,95.78888888888889,33.13,49.25,63.82,71.61,83.42,84.45,41.97,36.16,49.24,51.69,55.81,76.16,84.71,85.31,85.6,86.16,86.12
24,34.34888888821072,49.30444444308811,64.47777776828342,75.95333333062067,89.16666666531033,92.46444444308811,51.42666666531033,44.94888888481988,56.65777777235243,59.557777775065105,64.17111111246744,85.56888888346354,94.18888888753256,95.05111110432942,95.31777777099609,95.65555554877388,32.07,46.68,63.3,70.77,83.4,84.43,51.96,46.94,53.03,56.01,61.28,78.33,84.81,85.38,85.61,86.21,86.12
25,34.02444444342719,48.90666666259766,64.54888888278538,75.72222222357856,89.15777777370877,92.47555555419922,50.52222221883138,44.34444444308811,54.72666665852864,57.93111110297309,62.54888888210721,84.97555554741753,93.99333332383898,95.1444444430881,95.40666665988498,95.77999999321831,32.79,48.21,63.33,70.62,83.38,84.45,53.19,48.3,64.13,65.97,67.75,77.02,85.02,85.45,85.59,86.11,86.12
26,34.20444444037543,48.964444443088105,64.44666666327582,75.93333333333334,89.3466666571723,92.57777776828343,52.84888888888889,45.144444443766275,58.951111108398436,61.61555554877387,65.46666666531033,85.84666665988499,94.22888888617622,95.15999999728733,95.52222221272787,95.83777777370877,32.79,47.16,63.37,71.26,83.36,84.36,50.18,45.66,54.49,55.68,57.63,76.67,84.93,85.41,85.62,86.17,86.12
27,34.49777777370877,49.11555555352105,64.49999999321831,75.65777777642144,88.95999999186198,92.34222222086589,53.32888888888889,47.484444440375434,59.882222220865884,62.82222222086588,66.49777777235244,85.53999999050565,94.11333332248265,94.99777776963975,95.29555555284288,95.68444444173177,32.3,46.15,62.97,70.49,83.32,84.16,44.98,47.88,55.63,57.11,58.65,74.97,84.65,85.45,85.72,86.2,86.12
28,33.939999999321834,48.93999999593099,64.57999999728733,75.96222221137153,89.15333332655165,92.3755555460612,51.08222222018772,45.106666662597654,55.99111110772027,58.88666666056315,63.34222221679688,85.81111110975478,94.28444443495009,95.1711111070421,95.39777776963976,95.71777776963975,31.97,46.47,62.63,70.38,83.3,84.47,43.19,45.86,54.58,57.71,59.8,71.23,83.33,85.55,85.65,86.1,86.12
29,34.26888888888889,48.58222221679687,64.19999999321831,75.59111110839844,89.09999999050564,92.39111110839843,50.06888888753255,46.286666663275824,58.362222212727865,60.95333333062066,64.51333333333334,84.18666666531033,94.02888888753255,95.17777777099609,95.43777777099609,95.74888888210721,32.61,47.82,64.22,71.63,83.38,84.44,52.49,44.34,60.6,62.39,62.64,82.0,85.04,85.31,85.57,86.05,86.12
30,34.41999999728733,48.93999999728732,64.39333333197699,75.67999999728733,89.22666665988498,92.40444444037543,53.09777777370877,49.873333328586156,61.61999999593099,64.08222221544054,67.58888888075087,87.22444443495009,94.13333332519531,95.08666666395399,95.45555555284288,95.78444444173176,32.6,48.73,64.65,72.78,83.23,84.41,50.14,44.02,48.54,56.27,64.2,82.81,85.4,85.46,85.54,86.1,86.12
31,34.22222221950955,49.5466666659885,64.57333332994249,76.28888887939453,89.01555554741753,92.37999999321832,53.10888888617622,46.64666666327582,59.097777774386934,61.77999999864366,65.83999999457465,87.61777776828342,94.36888888888889,95.15777777777778,95.44222222222223,95.85555554470486,32.55,47.52,63.51,71.41,83.43,84.66,46.25,41.53,50.21,52.67,56.87,73.94,84.57,85.32,85.63,86.01,86.12
32,34.33333333062066,49.139999996609156,64.63111111246745,75.69555554877387,89.26666666124132,92.63555554470486,52.03555555284288,46.23999999728733,58.08222222086589,60.69777777235243,64.97999999660915,86.19777776963976,94.10888888346354,95.06444444037544,95.36888888075087,95.72888888075087,33.24,48.25,64.29,72.61,83.28,84.23,45.33,34.18,46.65,50.33,54.61,75.84,85.21,85.54,85.6,86.1,86.12
33,34.24888888821072,49.033333331977,64.78888887939453,75.8288888780382,89.17777777777778,92.52666666124132,49.679999997965496,44.022222220865885,56.04888888278537,59.24444444037543,63.97333332519531,86.2755555460612,94.50666666531033,95.32444443630642,95.65777776963975,95.93777777642144,32.92,46.79,63.43,71.37,83.43,84.37,47.52,43.01,54.71,57.04,59.33,75.06,84.81,85.53,85.62,86.19,86.12
34,34.20444444376628,48.919999995930986,64.42888888685438,76.07333333333334,89.23333332383898,92.73555554741753,51.43777777438694,43.64444443766276,56.31333332519531,60.05555554741753,64.41333332519531,84.5755555501302,94.17999999864367,95.21333332655165,95.51111110432943,95.85111111111111,33.2,48.14,63.37,70.46,83.27,84.33,48.07,48.49,60.67,61.92,63.56,76.82,85.0,85.46,85.7,86.04,86.12
35,34.353333331977,49.06444444444445,64.4244444430881,75.7711111070421,89.27777776963975,92.31999999864367,52.128888886854384,47.6377777730306,59.7,62.791111100260416,66.98666665581597,85.82888888210721,94.213333331977,95.13555554741754,95.39111110297308,95.70666666531034,32.88,48.45,63.78,70.77,83.48,84.57,54.85,47.86,64.51,64.99,66.89,78.32,84.57,85.35,85.57,86.11,86.12
36,34.25111110941569,49.17111111111111,64.49555555148655,75.76888888075086,89.2155555460612,92.47555554741753,50.528888882785374,42.946666666666665,55.81777777370877,57.90666666531033,61.839999994574654,85.76444443630642,94.01111110975478,95.10888888210721,95.37111110432943,95.71111110432943,32.81,47.68,63.94,71.37,83.52,84.47,52.15,45.24,58.23,61.02,64.41,81.86,85.3,85.48,85.62,85.96,86.12
37,34.228888886176215,48.86,64.58222222357855,75.89999998914931,89.26444443359375,92.67777777506511,51.41555554945204,43.57333332858615,56.43333332722982,59.724444439019095,63.484444440375434,84.2644444390191,94.17333332248263,95.21555554741754,95.51999999186198,95.8422222140842,33.26,47.96,63.66,70.18,83.53,84.52,54.15,45.47,62.66,62.88,66.73,83.44,85.33,85.4,85.61,86.09,86.12
38,34.27555555284288,49.33999999796549,64.5044444390191,76.25333332926432,89.44444443495009,92.44666665717232,53.59111110907661,52.544444439019095,63.08222222018772,65.81555555555556,69.22444444037544,88.61333333333333,94.30666666259765,95.0555555460612,95.29777776828342,95.58888888075087,32.44,47.15,63.58,70.83,83.42,84.68,45.23,44.41,49.12,51.14,55.95,74.05,84.5,85.46,85.68,86.17,86.12
39,34.2822222205268,48.92666666191949,64.4244444390191,75.55111110839844,89.1088888780382,92.33333332519531,50.93111110839844,48.65555555013021,59.555555554199216,62.142222217475044,65.84222221950955,86.8377777750651,94.26666666259766,94.97555554741753,95.35111110297309,95.68444444308811,32.46,47.95,63.73,71.65,83.59,84.52,50.45,45.7,54.97,58.72,63.09,75.91,84.26,85.31,85.58,86.07,86.12
40,34.422222222222224,48.98888888414171,64.39777777235243,76.03777776963976,89.4244444390191,92.43777776692708,53.77555555013021,43.9644444410536,58.813333329942495,61.286666663953994,65.293333331977,86.25333333197699,94.21111110161675,95.0555555460612,95.36444444173178,95.67777776963976,33.1,48.18,63.68,70.76,83.41,84.63,50.44,41.89,56.97,58.25,61.61,75.75,84.72,85.48,85.65,86.11,86.12
41,33.81555555352105,48.93333333333333,64.50222221679688,75.51111110026042,89.28222221272786,92.49999999593099,52.446666666666665,47.61999999660916,59.71111110568577,62.328888886176216,66.2288888821072,86.14666666666666,94.23777776963976,95.13555555419921,95.4244444430881,95.86444443766275,33.02,48.55,64.23,71.87,83.42,84.63,45.36,42.2,52.42,53.83,56.78,73.5,85.05,85.45,85.64,86.19,86.12
42,33.993333328586154,49.32666666327582,64.42222222357856,75.92888888481988,89.24888888481988,92.47999999050565,53.57333332858615,48.72222221679687,63.291111110432944,65.2244444390191,68.473333331977,87.15555555555555,94.3222222140842,95.13777777642144,95.43999999864366,95.69999999864366,33.14,47.47,63.93,71.36,83.34,84.42,46.34,36.94,48.15,50.9,54.02,74.68,84.98,85.64,85.65,86.04,86.12
43,34.14888888414171,49.31111110568576,64.55999999728732,76.04666666259766,89.19555555148655,92.36444443495009,51.55111110636393,42.8444444390191,53.80444444173177,57.23777777709961,62.246666662597654,85.31777776828342,94.19333332519531,95.05999999864366,95.36888888753255,95.70444444308811,32.34,46.56,63.37,70.76,83.24,84.42,47.39,42.9,51.05,52.49,55.46,75.46,84.65,85.39,85.63,86.22,86.12
44,33.915555554877386,48.559999995252824,64.28222222222222,75.79777777370877,89.1555555501302,92.64666666666666,53.026666661919485,48.57999999593099,61.444444441053605,64.2844444430881,67.49111110500759,85.17333332655166,94.1399999891493,95.0511111070421,95.38222221815322,95.72444444173178,32.93,47.34,63.7,70.93,83.38,84.44,45.17,37.8,45.83,49.09,53.16,78.31,85.14,85.42,85.59,86.06,86.12
45,34.15999999864366,48.822222218153215,64.29777777642144,75.74444444308811,89.17111110161676,92.38888887939453,49.87999999864366,42.83555555419922,52.17555555216472,56.024444441731774,61.3044444390191,85.71111110839844,94.16666665852864,95.11777777642143,95.47777777642145,95.83111110975477,32.67,49.4,63.88,71.84,83.29,84.4,57.59,52.31,58.63,63.4,69.54,81.5,85.36,85.53,85.54,86.03,86.12
46,34.148888886176216,49.24444444037543,64.57555554945203,75.90666665988498,89.17333333062066,92.5844444390191,54.268888882107206,48.51555555148654,60.38444443969727,63.51999999728733,66.96666665852865,86.25111111111111,94.17555554741753,95.03999999050565,95.4222222140842,95.713333331977,32.61,47.29,64.23,72.26,83.41,84.22,48.84,52.34,52.53,59.73,65.83,83.96,85.59,85.37,85.49,86.02,86.12
47,34.21555555487739,48.92222221815321,64.45333332383898,76.10444443766276,89.18888888346355,92.26888888617621,50.7088888821072,44.28666666259765,55.59555555013021,59.208888883463544,63.4155555460612,86.30888888888889,94.28666665852865,95.03777776828342,95.2777777750651,95.66222221950954,32.64,47.92,63.3,70.34,83.45,84.7,51.41,43.62,58.79,58.94,61.22,77.68,84.12,85.21,85.55,86.21,86.12
48,33.937777776082356,48.9111111070421,64.26222221883138,75.35111111111111,89.29555554877388,92.55555555284288,51.30888888481988,51.69999999864366,60.15333332994249,62.473333326551646,66.58444443766275,86.74,94.17999999186198,95.09777777642144,95.37777777642144,95.77555555419922,33.24,47.01,63.81,70.95,83.31,84.44,44.84,41.1,48.25,52.3,56.8,74.34,85.01,85.55,85.57,86.11,86.12
49,33.95999999593099,48.971111105685765,64.38444444308811,75.91999999186199,89.24222221544053,92.69333332926432,51.71999999457465,42.702222222222225,55.61999999796549,59.046666668023,63.47777777642144,84.35111111111111,94.03777776828342,95.06222221815321,95.34888888481989,95.6155555460612,33.01,47.96,63.92,71.29,83.21,84.25,50.92,44.22,53.0,56.72,59.94,78.89,85.44,85.49,85.58,86.05,86.12
