Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy
-1,129517216.0,0.5354629158973694,2.4828443656588206e-07,38.96,0.5238029956817627,2.781860644063272e-07,40.61
0,4015033696.0,0.5281320214271545,2.4483418314957817e-07,40.34,0.5166121125221252,2.8248490480109467e-07,41.67
10,42870198496.0,0.4185953438282013,2.963793690469174e-07,66.22,0.4098667502403259,3.4456954267625406e-07,66.08
20,81725363296.0,0.40218669176101685,2.99226172728595e-07,70.94,0.3933713138103485,3.5218891980548506e-07,70.19
30,120580528096.0,0.37469080090522766,2.487338406353956e-07,77.84,0.3663032054901123,3.775283232698712e-07,76.74
40,159435692896.0,0.29200804233551025,4.114611442673777e-07,90.96,0.2859185039997101,5.505294211616274e-07,87.01
50,198290857696.0,0.2562991976737976,1.0392660669822362e-06,91.26,0.25588130950927734,1.2835066627303604e-06,87.73
60,237146022496.0,0.2519136369228363,1.3196932968639885e-06,91.4,0.2536800801753998,1.563443333907344e-06,87.62
70,276001187296.0,0.2494467794895172,2.020086867560167e-06,90.76,0.25025156140327454,2.1879682208236773e-06,87.5
80,314856352096.0,0.2350703328847885,5.546297870751005e-06,90.14,0.2354312241077423,6.82829386278172e-06,86.63
90,353711516896.0,0.20791186392307281,1.085235271602869e-05,89.5,0.21520130336284637,1.3709823178942315e-05,86.46
