Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy
-1,114569872.0,0.4668039381504059,6.834908958808228e-07,78.82,0.4480656683444977,8.17263071439811e-07,78.33
0,3551666032.0,0.4323647916316986,6.367488367686747e-07,81.82,0.42025336623191833,8.038409191613027e-07,80.94
10,37922627632.0,0.246682807803154,5.825763196298794e-07,95.1,0.2606484889984131,6.636613534283242e-07,90.81
20,72293589232.0,0.23426401615142822,4.193464064883301e-07,95.0,0.24909457564353943,6.705914756821585e-07,91.0
30,106664550832.0,0.21953608095645905,4.69317825491089e-07,95.56,0.23308473825454712,6.868042419228004e-07,90.96
40,141035512432.0,0.1925046741962433,9.133517551163095e-07,95.04,0.1987709403038025,8.852848623064347e-07,90.74
50,175406474032.0,0.16995222866535187,1.1355140259183827e-06,94.88,0.17255547642707825,1.3211707710070186e-06,90.62
60,209777435632.0,0.16410736739635468,1.922502860907116e-06,94.86,0.1681315004825592,1.443218707208871e-06,90.68
70,244148397232.0,0.15870070457458496,1.588497866578109e-06,94.84,0.1614929884672165,1.645993506826926e-06,90.62
80,278519358832.0,0.1321445256471634,2.037771764662466e-06,94.62,0.13767121732234955,2.854243348338059e-06,90.71
90,312890320432.0,0.11457032710313797,4.002865807706257e-06,94.72,0.11937607079744339,4.407784217619337e-06,90.82
