Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy
-1,132356752.0,11.124761581420898,29.66,10.569817543029785,31.21
0,16015166992.0,10.135656356811523,35.1,9.633505821228027,36.74
10,174843269392.0,6.461958885192871,83.14,6.520529747009277,80.53
20,333671371792.0,5.223484516143799,83.42,5.235343933105469,82.13
30,492499474192.0,3.5705454349517822,85.52,4.353857517242432,83.64
40,651327576592.0,5.003965377807617,88.5,4.477298736572266,85.48
50,810155678992.0,3.8986713886260986,91.04,4.465321063995361,87.12
60,968983781392.0,6.586962699890137,92.42,4.977260112762451,88.14
70,1127811883792.0,3.1037497520446777,93.5,4.039288520812988,89.12
80,1286639986192.0,4.349626541137695,94.22,4.708705425262451,89.43
90,1445468088592.0,4.963794708251953,95.18,6.989187717437744,89.81
100,1588413380752.0,6.737682819366455,94.9,9.39987850189209,90.06
