Name,Dense Accuracy,Pruned Accuracy,Dense ECE,Pruned ECE
resnet_small_normal_small_imagenet_seed.2_rf_level_6_recording_200_ffcv_test_acc_58.33.pth,58.33,58.39,1.8695052713155746,1.8904013559222221
resnet_small_normal_small_imagenet_seed.0_rf_level_6_recording_200_ffcv_test_acc_57.79.pth,57.79,57.67,1.032883394509554,1.3674789108335972
resnet_small_normal_small_imagenet_seed.3_rf_level_6_recording_200_ffcv_test_acc_57.83.pth,57.83,57.85,1.4936325140297413,1.4313720166683197
resnet_small_normal_small_imagenet_seed.1_rf_level_6_recording_200_ffcv_test_acc_58.15.pth,58.15,58.03,1.1325091123580933,1.7821745947003365
