Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy
-1,124972147200.0,21.891254425048828,40.16,23.01996612548828,37.5
0,162463791360.0,9.298809051513672,76.3,8.280170440673828,62.47
10,537380232960.0,3.289473295211792,89.72,5.342960834503174,70.09
20,912296674560.0,2.382405996322632,92.76,6.158414840698242,71.28
30,1287213116160.0,2.4787890911102295,94.4,6.696211338043213,71.8
40,1662129557760.0,1.990441918373108,95.62,7.151678562164307,72.15
50,2037045999360.0,1.8477449417114258,96.62,7.8681488037109375,72.3
60,2411962440960.0,2.070133686065674,97.12,7.944872856140137,72.38
70,2786878882560.0,1.7126606702804565,97.9,8.872442245483398,72.81
80,3161795324160.0,1.6184016466140747,97.92,9.012511253356934,72.72
90,3536711765760.0,1.7345596551895142,98.5,9.627740859985352,72.71
100,3874136563200.0,1.531272292137146,98.74,10.631269454956055,72.8
