Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy
-1,131655616.0,0.6105090975761414,2.67787129359931e-07,29.72,0.5811456441879272,2.880546503547521e-07,31.3
0,4081324096.0,0.6028160452842712,2.8145043984295626e-07,31.02,0.5729573965072632,2.909544036810985e-07,31.98
10,43578008896.0,0.47616976499557495,3.066905094328831e-07,52.3,0.4532380998134613,3.762120570627303e-07,53.8
20,83074693696.0,0.454794704914093,2.585779554920009e-07,58.72,0.433297723531723,3.946657614051219e-07,59.3
30,122571378496.0,0.4196317791938782,2.9705947213187756e-07,67.54,0.399239718914032,4.404320463891054e-07,67.75
40,162068063296.0,0.30677852034568787,5.724164111597929e-07,84.4,0.3061845004558563,7.325676847358409e-07,82.44
50,201564748096.0,0.2867773771286011,1.7478051859143307e-06,86.98,0.29779818654060364,1.874811687230249e-06,84.83
60,241061432896.0,0.285422146320343,2.130769189534476e-06,87.08,0.2973940074443817,2.261535428260686e-06,84.88
70,280558117696.0,0.28392890095710754,2.6387999696453335e-06,87.24,0.2958148717880249,3.0992332540336065e-06,84.79
80,320054802496.0,0.2737433910369873,6.632236818404635e-06,86.14,0.28562527894973755,9.060167940333486e-06,84.03
90,359551487296.0,0.24214434623718262,1.5714429537183605e-05,86.24,0.2511439919471741,1.8153352357330732e-05,84.04
