Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy
-1,0,4.4064483642578125,12.1,4.2729268074035645,11.99
0,2217980400.0,2.6094002723693848,21.66,2.599994421005249,19.29
10,24397784400.0,0.8140252828598022,55.42,0.856550931930542,47.48
20,46577588400.0,0.7422742247581482,58.06,0.7905580401420593,49.34
30,68757392400.0,0.6564471125602722,61.04,0.7025232315063477,51.95
40,90937196400.0,0.41513246297836304,68.32,0.5264597535133362,56.35
50,113117000400.0,0.31970837712287903,71.12,0.46100175380706787,58.39
60,135296804400.0,0.3134414851665497,72.14,0.4539269804954529,58.62
70,157476608400.0,0.30306220054626465,72.56,0.44359272718429565,58.94
80,179656412400.0,0.23656177520751953,75.3,0.42216289043426514,60.23
90,201836216400.0,0.2174856960773468,76.04,0.4165789484977722,61.19
100,224016020400.0,0.20765420794487,76.98,0.41520848870277405,61.31
101,224016020400.0,0.21893328428268433,76.5,0.41520848870277405,61.31
