Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy
-1,21365308800.0,47.27507400512695,18.3,47.579586029052734,17.95
0,27775533600.0,8.595109939575195,22.8,7.99292516708374,25.5
10,91877781600.0,4.497843265533447,86.64,7.174861907958984,83.42
20,155980029600.0,2.2183263301849365,91.22,5.327967166900635,87.61
30,220082277600.0,1.9125823974609375,93.14,5.18003511428833,88.62
40,284184525600.0,1.7021775245666504,94.46,5.077755928039551,89.25
50,348286773600.0,2.667945384979248,95.74,6.789463520050049,89.38
60,412389021600.0,1.930508017539978,96.52,5.677563667297363,89.66
70,476491269600.0,1.487598180770874,96.78,5.560515403747559,89.89
80,540593517600.0,2.1442983150482178,96.78,6.041170120239258,89.94
90,604695765600.0,1.5902801752090454,97.74,4.259510517120361,90.22
100,662387788800.0,1.4302818775177002,97.76,4.2423095703125,90.25
