Epoch,Prob 0 train accuracy,Prob 1 train accuracy,Prob 2 train accuracy,Prob 3 train accuracy,Prob 4 train accuracy,Prob 5 train accuracy,Prob 6 train accuracy,Prob 7 train accuracy,Prob 8 train accuracy,Prob 9 train accuracy,Prob 10 train accuracy,Prob 11 train accuracy,Prob 12 train accuracy,Prob 13 train accuracy,Prob 14 train accuracy,Prob 15 train accuracy,Prob 16 train accuracy,Prob 17 train accuracy,Prob 18 train accuracy,Prob 19 train accuracy,Prob 20 train accuracy,Prob 21 train accuracy,Prob 22 train accuracy,Prob 23 train accuracy,Prob 24 train accuracy,Prob 25 train accuracy,Prob 26 train accuracy,Prob 27 train accuracy,Prob 28 train accuracy,Prob 29 train accuracy,Prob 30 train accuracy,Prob 31 train accuracy,Prob 32 train accuracy,Prob 33 train accuracy,Prob 34 train accuracy,Prob 35 train accuracy,Prob 36 train accuracy,Prob 37 train accuracy,Prob 38 train accuracy,Prob 39 train accuracy,Prob 40 train accuracy,Prob 41 train accuracy,Prob 42 train accuracy,Prob 43 train accuracy,Prob 44 train accuracy,Prob 45 train accuracy,Prob 46 train accuracy,Prob 47 train accuracy,Prob 48 train accuracy,Prob 0 test accuracy,Prob 1 test accuracy,Prob 2 test accuracy,Prob 3 test accuracy,Prob 4 test accuracy,Prob 5 test accuracy,Prob 6 test accuracy,Prob 7 test accuracy,Prob 8 test accuracy,Prob 9 test accuracy,Prob 10 test accuracy,Prob 11 test accuracy,Prob 12 test accuracy,Prob 13 test accuracy,Prob 14 test accuracy,Prob 15 test accuracy,Prob 16 test accuracy,Prob 17 test accuracy,Prob 18 test accuracy,Prob 19 test accuracy,Prob 20 test accuracy,Prob 21 test accuracy,Prob 22 test accuracy,Prob 23 test accuracy,Prob 24 test accuracy,Prob 25 test accuracy,Prob 26 test accuracy,Prob 27 test accuracy,Prob 28 test accuracy,Prob 29 test accuracy,Prob 30 test accuracy,Prob 31 test accuracy,Prob 32 test accuracy,Prob 33 test accuracy,Prob 34 test accuracy,Prob 35 test accuracy,Prob 36 test accuracy,Prob 37 test accuracy,Prob 38 test accuracy,Prob 39 test accuracy,Prob 40 test accuracy,Prob 41 test accuracy,Prob 42 test accuracy,Prob 43 test accuracy,Prob 44 test accuracy,Prob 45 test accuracy,Prob 46 test accuracy,Prob 47 test accuracy,Prob 48 test accuracy,Final test accuracy
0,16.811111109076606,13.997777776082357,14.386666665818955,24.688888886176215,14.29777777709961,10.691111110093859,23.355555552164713,17.1288888865153,13.884444441731771,24.33777777709961,12.248888887193468,13.877777776082358,31.762222217475042,23.6222222205268,18.79999999932183,33.51333332858616,19.73999999830458,19.18222222120497,34.339999994574654,20.60888888753255,16.048888886854385,36.74666666463216,36.733333327907985,46.01999999728733,52.271111112467445,42.715555555555554,39.397777771674264,54.895555556911894,43.53333332926432,30.244444444444444,59.599999990505644,42.90666666124132,31.70888888888889,67.29333333333334,41.40222222086589,31.328888886854383,73.65555554741753,48.231111112467445,36.593333327229814,82.63111110161675,87.22666666531033,94.99555555555555,98.94444444444444,95.94222222222223,97.54888888888888,99.42666666666666,96.29777777777778,95.72,99.42666666666666,21.35,15.93,16.95,26.61,19.77,10.14,26.81,25.96,19.53,26.98,11.97,10.98,33.63,26.56,27.24,35.92,25.53,25.01,36.59,28.75,23.5,38.32,39.62,49.81,54.41,46.73,49.11,58.39,45.54,41.04,63.6,57.2,43.94,71.33,53.57,33.04,76.25,57.75,57.05,82.22,88.59,92.84,93.26,93.45,94.33,94.79,94.3,94.25,94.87,94.99
1,21.013333331976998,17.033333332485622,15.63111110941569,28.413333332655164,16.804444443766275,11.688888888549805,28.066666664632162,21.062222220865884,19.466666663953994,29.1066666659885,14.317777777438694,15.253333332909477,35.69111110772027,26.751111109076607,24.006666665988497,37.90222222018772,23.197777775065106,22.36444444173177,39.21555555419922,23.311111110432943,21.77555555284288,42.55333332994249,44.004444443766275,52.49333333265516,58.548888885498044,48.95111111111111,46.562222220865884,61.777777775743274,46.866666665310326,40.54666666327582,67.00444443495009,55.20222221950955,44.706666662597655,75.60222221679687,53.34888888549805,44.75111110772027,82.26666665852865,63.99333332722982,60.58222222357856,89.63999999593099,96.88888888753256,99.75777777777778,99.89777777777778,99.94222222222223,99.99111111111111,99.99555555555555,99.99555555555555,99.99333333333334,99.99777777777778,21.81,18.67,15.55,28.2,16.23,10.51,28.33,23.23,21.65,29.28,15.8,13.97,35.18,26.86,26.15,37.19,27.38,28.33,37.63,25.59,24.13,39.78,42.69,51.64,55.48,47.01,50.0,58.67,47.28,45.58,64.09,59.45,54.9,71.67,60.78,42.57,76.21,60.96,60.85,82.23,89.4,93.05,93.42,93.46,94.3,94.83,94.4,94.47,94.94,94.99
2,22.0666666659885,17.982222221544053,17.102222220865887,29.075555554877386,19.671111109754776,11.595555555046928,28.9266666659885,25.31555555487739,21.755555553181967,30.011111110432942,16.59999999830458,21.317777775743274,36.19999999932183,27.51555555352105,26.777777773708767,38.45777777370877,24.20888888821072,24.02888888888889,39.64666666259765,27.395555551486545,24.937777774386937,42.993333329264324,45.22666666259766,52.8244444410536,59.08666666531033,49.82,48.92444444173177,62.268888882107206,48.67333333129883,43.43555555419922,67.3311111029731,58.04888888481988,52.65111110839844,75.85777776828343,58.01777777099609,47.27777777370877,82.01555554877388,68.75777777777778,63.73999999864366,89.85777776692709,97.13111110975477,99.72222222222223,99.9,99.89777777777778,99.98,99.99333333333334,99.99333333333334,99.98666666666666,99.99111111111111,22.17,16.9,16.15,28.89,20.55,10.46,28.88,26.16,21.47,30.04,22.18,24.16,35.66,27.32,31.28,37.92,24.26,29.07,39.33,31.98,31.82,41.9,45.9,54.57,57.73,48.82,51.97,60.96,52.38,50.59,66.17,64.35,58.13,73.77,66.85,51.36,78.37,69.87,71.62,84.5,90.66,93.31,93.44,93.54,94.4,94.8,94.51,94.55,94.92,94.99
3,22.24222222188314,16.817777777438693,16.775555553860134,29.313333331976995,20.831111109754776,12.4822222205268,29.222222220865884,26.417777775065105,21.659999999660915,30.466666665988498,17.404444443596734,23.024444444444445,36.78222222154405,27.248888888210722,26.824444443088108,38.86444444308811,24.462222221544053,25.408888886176214,40.06444444308811,26.437777776082356,26.93555555284288,43.51111111043294,45.6911111070421,52.706666663275826,59.053333327907986,49.51555555080838,49.25333332994249,62.1444444410536,48.802222219509545,46.10888888617622,67.39333332722981,58.04444443766276,56.28888888278537,75.96222221137153,58.84888888481988,53.60444444240994,82.82444443630642,71.00444444444445,66.7066666571723,90.24222221950954,97.25111110432942,99.71555555555555,99.89111111111112,99.90444444444445,99.99111111111111,99.99333333333334,99.99111111111111,99.99555555555555,99.99555555555555,23.17,17.35,18.5,29.09,21.35,14.17,28.57,27.87,21.97,28.98,13.31,25.29,35.81,28.0,31.34,38.59,22.25,25.41,39.78,32.36,28.69,42.67,46.01,53.24,56.32,48.19,47.21,58.82,49.88,45.52,63.98,60.62,45.49,71.56,58.9,47.08,76.2,66.83,68.65,83.4,90.19,93.45,93.54,93.73,94.42,94.82,94.55,94.55,94.99,94.99
4,22.61333333231608,17.40444444240994,17.157777776760526,29.47333332994249,20.45555555284288,12.079999999745686,29.366666663953993,25.41777777777778,22.039999998982747,30.466666663953994,15.595555554707845,21.864444443427193,36.913333327907985,27.482222220865886,26.45111111111111,38.982222220187715,22.92666666463216,22.695555554538302,40.42222222086588,27.44444444308811,24.24222222188314,43.54222222086589,45.53999999660916,52.67999999457465,59.106666663953995,49.51555555419922,47.74444444037543,62.0688888821072,47.80222221815321,42.92444444240994,67.10888888278538,55.9644444410536,49.413333327907985,75.5822222181532,55.86222221883138,50.32444444240994,82.22444444444444,68.4311111050076,66.55333332994249,90.00444444444445,97.18444444308811,99.7,99.84666666666666,99.89111111111112,99.98444444444445,99.99555555555555,99.99777777777778,99.99555555555555,99.99555555555555,23.45,17.33,17.0,29.73,23.95,12.1,29.78,29.93,24.25,30.9,14.9,24.55,36.11,28.61,32.25,38.17,22.84,18.75,39.25,31.79,23.36,41.95,42.54,52.63,57.23,47.77,45.9,60.74,48.6,43.82,65.61,54.06,45.23,72.93,53.09,47.19,78.12,64.85,55.59,84.37,90.32,93.18,93.52,93.33,94.31,94.83,94.51,94.57,94.95,94.99
5,22.78666666531033,16.98222221950955,16.89111111043294,29.659999999321833,20.79111111111111,10.808888888465034,29.635555555555555,26.479999998304578,22.373333331298827,30.84888888888889,14.91111110941569,24.075555555555557,37.12888888787164,28.013333330959743,26.70888888821072,39.228888886176215,24.055555555555557,22.977777775065103,40.637777776421444,28.175555555555555,23.882222219848632,43.91555555080838,44.95111110907661,52.50222221883138,59.091111112467445,49.29999999728733,47.4377777750651,62.25333332926432,48.7311111070421,42.728888886176215,67.47333332519531,56.41999999728733,50.10444443969727,75.82222221272787,53.999999997965496,46.33111111111111,82.22444443495009,68.96222221950954,64.47999999728732,90.126666663954,97.15111110432943,99.7,99.90444444444445,99.89111111111112,99.99111111111111,99.99777777777778,99.99777777777778,99.99777777777778,99.99777777777778,21.81,16.72,16.13,28.56,22.67,10.14,28.63,25.8,23.49,29.83,14.05,26.17,35.51,27.51,28.1,37.93,21.47,22.63,39.49,32.85,29.15,41.8,43.76,53.09,57.92,47.62,48.47,61.02,50.13,49.26,65.93,57.85,54.0,73.13,60.24,49.88,77.48,70.15,65.7,84.29,90.7,93.12,93.49,93.42,94.31,94.76,94.46,94.6,94.95,94.99
6,22.557777776930067,17.151111110772028,16.77111111009386,29.746666666666666,20.506666665818955,12.953333331976996,29.628888888888888,26.259999997965494,21.835555554199217,30.944444442070854,15.77999999932183,23.29111110873752,36.986666665649416,27.08444444342719,25.81777777709961,39.02,23.828888887532553,24.577777776421442,40.26444444444444,26.977777777438693,23.98222221950955,43.3577777730306,45.13555555284288,52.18666666395399,59.162222215440536,49.14222222222222,47.57777777709961,62.07777777099609,48.08666666327583,43.324444443766275,67.126666663954,55.78444443834093,51.63111110636393,75.57111110026041,56.199999990505646,50.13333333129883,82.29333333062065,70.11333332383897,66.09333332248264,90.16666665717231,97.32666665988498,99.72222222222223,99.88,99.89777777777778,99.98,100.0,99.99333333333334,99.99333333333334,99.99777777777778,23.47,15.98,15.3,29.93,24.23,10.84,29.95,30.78,22.44,31.25,14.43,32.08,36.62,29.36,33.93,38.94,24.06,24.92,40.62,31.51,22.77,42.77,49.07,54.92,57.6,49.88,51.44,60.77,53.94,52.52,66.04,62.46,49.23,73.33,64.62,50.29,78.97,70.62,64.85,84.94,90.72,93.22,93.38,93.48,94.38,94.75,94.52,94.57,94.98,94.99
7,22.877777777438695,17.208888888549804,16.875555554707844,29.517777775404188,21.533333331976998,11.48444444410536,29.531111108737523,27.6,22.79555555487739,30.635555553181966,16.086666664632162,24.708888887532552,36.97111110975477,28.513333333333332,27.608888888888888,39.27999999728733,24.02444444240994,24.33333332994249,40.71333333129883,27.984444443766275,24.666666663953993,44.25333332926432,47.69777777574327,53.51333332858616,59.34444444376628,50.353333329942494,49.52222221815321,62.51555555148654,51.18222221883138,46.162222220187715,67.61111110772026,58.83999999593099,54.53111110568577,76.21111110500759,60.059999995252824,51.553333331976994,82.89555555419922,71.46888888617622,66.00222221747504,90.36666666259765,97.48888887939454,99.72888888888889,99.89333333333333,99.91333333333333,99.99333333333334,99.99777777777778,99.99555555555555,99.99555555555555,99.99777777777778,21.72,18.21,16.26,27.94,20.26,10.83,27.78,26.11,23.94,28.58,16.8,22.47,34.3,25.05,27.44,37.4,22.15,22.22,38.14,26.74,25.18,40.57,41.61,50.45,57.34,47.68,48.07,59.58,42.37,41.06,64.49,53.3,50.2,71.3,52.02,49.91,76.07,60.91,60.21,83.54,89.02,93.15,93.4,93.48,94.31,94.77,94.43,94.57,94.96,94.99
8,23.195555553860135,17.25111111009386,16.859999998643662,29.997777775743273,20.726666666666667,11.184444443766276,29.999999997965496,26.246666665649414,22.446666665649413,31.113333332655166,14.886666663953992,23.42888888821072,36.74444444037543,27.833333328586153,27.215555555555557,39.2777777730306,24.04888888888889,23.19333333333333,40.657777774386936,28.031111106363934,23.608888887871636,43.96444443969727,45.19111110500759,52.562222216796876,58.846666662597656,49.50222222018772,47.96888888210721,61.87333332383898,47.426666663275824,43.0111111070421,67.20666666124131,55.71999999050564,49.851111109754775,75.63111110839844,54.986666662597656,49.684444439019096,82.19999999864366,68.89333332383897,63.9599999891493,90.16444444037543,97.26666666531032,99.72222222222223,99.90444444444445,99.9,99.99111111111111,100.0,99.99555555555555,99.99555555555555,99.99777777777778,22.47,18.2,17.0,29.23,22.02,10.05,28.94,25.16,23.47,29.96,14.98,26.52,36.3,26.84,29.06,38.13,19.94,20.33,39.39,31.84,25.33,41.57,44.64,52.52,57.24,47.23,47.57,60.42,47.94,48.82,65.27,57.86,53.45,72.43,58.79,44.78,77.07,65.49,64.85,83.51,89.92,93.32,93.46,93.55,94.44,94.78,94.52,94.56,94.94,94.99
9,23.05333333299425,17.351111108398438,17.17777777608236,29.924444441731772,21.655555553860136,11.53999999915229,29.822222221883138,26.586666664632162,22.711111110772027,30.808888888888887,17.006666663953993,25.231111108398437,37.07333333095974,28.151111110772028,28.159999999660915,39.264444443427195,23.311111110432943,23.15333333231608,40.62888888719347,28.362222221883137,25.675555555216473,43.853333331977,46.64444444240994,53.044444440375436,59.18666666259766,49.81999999457465,48.882222222222225,62.404444444444444,50.10444443969727,46.77333333265516,67.66222221950954,58.58666666463216,54.32444443766276,75.84444444037544,58.66222221679688,51.85111111111111,82.48222221679687,71.11777777506511,66.49777776963975,90.19777777642145,97.4177777709961,99.73333333333333,99.89333333333333,99.9,99.98666666666666,99.99777777777778,99.99777777777778,100.0,100.0,21.09,17.29,17.08,26.96,18.08,15.93,26.65,22.97,19.81,27.71,17.38,17.6,34.43,24.5,22.04,36.37,26.45,29.32,37.24,20.18,21.14,39.41,39.92,51.36,57.27,46.05,45.63,60.45,42.87,38.96,65.11,55.72,57.9,71.75,59.43,53.47,76.84,61.82,64.73,83.66,89.8,93.15,93.47,93.43,94.25,94.84,94.56,94.56,94.96,94.99
