Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy
-1,0,85.74626922607422,18.86,100.17625427246094,18.31
0,16261564800.0,12.522704124450684,60.0,15.281204223632812,52.96
10,178877212800.0,5.323431968688965,75.9,10.178670883178711,62.71
20,341492860800.0,5.218166351318359,80.3,12.256312370300293,64.6
30,504108508800.0,5.001708507537842,82.26,12.07658576965332,65.7
40,666724156800.0,4.361599922180176,85.06,10.48291015625,66.55
50,829339804800.0,4.072425365447998,86.36,11.00096607208252,67.12
60,991955452800.0,6.159241676330566,87.96,14.1854887008667,67.08
70,1154571100800.0,5.4838361740112305,89.64,13.215538024902344,67.32
80,1317186748800.0,3.8569555282592773,91.14,12.343379020690918,67.53
90,1479802396800.0,3.642892360687256,92.48,14.018027305603027,67.73
100,1626156480000.0,4.926321983337402,92.46,15.074080467224121,67.41
