Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy
-1,143402416.0,0.8831103444099426,3.6632873161579482e-06,82.58,0.7613880634307861,3.141362412861781e-06,81.25
0,4445474896.0,0.4267364740371704,2.32684374168457e-06,92.58,0.3528243601322174,2.020623469434213e-06,89.35
10,47466199696.0,0.12668031454086304,3.060575636482099e-06,96.84,0.17343316972255707,2.5066276521101827e-06,92.09
20,90486924496.0,0.11670833081007004,3.83404221793171e-06,97.26,0.16466569900512695,2.7207850052946014e-06,92.17
30,133507649296.0,0.10940204560756683,3.2358666430809535e-06,97.22,0.15472277998924255,3.0720154882146744e-06,92.3
40,176528374096.0,0.08079490065574646,5.3144990488362964e-06,97.26,0.13815921545028687,4.0434747461404186e-06,92.52
50,219549098896.0,0.06974992156028748,6.393413968908135e-06,97.42,0.13455240428447723,5.151443929207744e-06,92.75
60,262569823696.0,0.06748387217521667,6.060386112949345e-06,97.68,0.13140413165092468,5.365764536691131e-06,92.75
70,305590548496.0,0.06366337090730667,6.792794465582119e-06,97.5,0.12931717932224274,5.7707002270035446e-06,92.75
80,348611273296.0,0.06032128632068634,8.758028343436308e-06,97.66,0.13899338245391846,6.678648787783459e-06,92.87
90,391631998096.0,0.06328241527080536,1.0698772712203208e-05,97.84,0.13576863706111908,8.489733772876207e-06,92.89
