Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy
-1,0,0.9131275415420532,2.9370432912401156e-06,77.2,0.8445048332214355,3.4559282084956067e-06,77.8
0,4331471520.0,0.5209633111953735,2.3310735741688404e-06,89.74,0.44868046045303345,2.663662371560349e-06,87.37
10,47646186720.0,0.13226467370986938,5.634249646391254e-06,96.76,0.1454249769449234,4.5440037865773775e-06,91.94
20,90960901920.0,0.12657533586025238,5.980804417049512e-06,96.68,0.14420150220394135,4.809668098459952e-06,92.02
30,134275617120.0,0.10969195514917374,5.1339188757992815e-06,96.88,0.14257612824440002,5.1443771553749684e-06,92.13
40,177590332320.0,0.08014250546693802,6.412833954527741e-06,97.12,0.12682285904884338,6.738385764037957e-06,92.46
50,220905047520.0,0.07093580812215805,7.445345090673072e-06,97.72,0.13483458757400513,7.725812793069053e-06,92.57
60,264219762720.0,0.059109583497047424,7.815654498699587e-06,97.34,0.1360260397195816,7.716947038716171e-06,92.57
70,307534477920.0,0.06772088259458542,8.851005986798555e-06,97.54,0.13246935606002808,8.151910151354969e-06,92.63
80,350849193120.0,0.05606682226061821,8.842659553920384e-06,98.0,0.14046315848827362,9.996964763558935e-06,92.78
90,394163908320.0,0.052671439945697784,1.2380241059872787e-05,98.18,0.14423415064811707,1.0642458619258832e-05,92.82
