Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy
-1,164241424.0,0.43776607513427734,7.935684607218718e-07,60.46,0.4271210730075836,9.835330274654552e-07,60.72
0,5091484144.0,0.4064757823944092,6.811386583649437e-07,64.1,0.3985585868358612,9.638614528739708e-07,64.38
10,54363911344.0,0.22571340203285217,6.533923624374438e-07,85.28,0.24350471794605255,7.596480600113864e-07,83.01
20,103636338544.0,0.22387515008449554,7.724392503405397e-07,85.08,0.24180550873279572,7.561590678051289e-07,83.05
30,152908765744.0,0.22103139758110046,8.921549579099519e-07,85.32,0.24100658297538757,7.895051226114447e-07,82.96
40,202181192944.0,0.21269237995147705,1.001733039629471e-06,85.48,0.2330828309059143,1.3121834854246117e-06,82.92
50,251453620144.0,0.1903390735387802,1.7888667116494616e-06,84.74,0.2103496640920639,2.0421621229615994e-06,82.58
60,300726047344.0,0.18601985275745392,1.5627560969733167e-06,84.84,0.2085770070552826,2.150563432223862e-06,82.67
70,349998474544.0,0.17995968461036682,2.1129806100361748e-06,85.08,0.20586974918842316,2.3195266294351313e-06,82.59
80,399270901744.0,0.15621615946292877,3.0072028494032566e-06,84.66,0.18656648695468903,3.3358792279614136e-06,82.61
90,448543328944.0,0.14369884133338928,3.4396089176880196e-06,85.76,0.18039506673812866,4.349380560597638e-06,82.77
