Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy
-1,143880880.0,1.0673998594284058,3.818251570919529e-06,76.4,0.9635613560676575,3.5370217119634617e-06,76.87
0,4460307280.0,0.50386643409729,3.054496573895449e-06,91.68,0.42782914638519287,2.4334331101272255e-06,88.22
10,47624571280.0,0.12187090516090393,4.287042884243419e-06,97.36,0.14347942173480988,3.328869524921174e-06,92.49
20,90788835280.0,0.11067632585763931,5.058741862740135e-06,97.14,0.1384754627943039,3.487568164928234e-06,92.48
30,133953099280.0,0.09429491311311722,5.071626219432801e-06,97.4,0.13582156598567963,3.7584666188195115e-06,92.57
40,177117363280.0,0.0690065324306488,6.2543267631554045e-06,97.94,0.12739711999893188,4.910536063107429e-06,92.85
50,220281627280.0,0.06140986084938049,9.528885129839182e-06,98.18,0.13618655502796173,5.602890723821474e-06,92.89
60,263445891280.0,0.05637391656637192,8.673916454426944e-06,97.96,0.1376543939113617,5.865515959158074e-06,92.92
70,306610155280.0,0.05865821987390518,7.842776540201157e-06,97.8,0.13503848016262054,6.092519470257685e-06,92.95
80,349774419280.0,0.06657497584819794,9.317815056419931e-06,98.2,0.15248695015907288,6.951156592549523e-06,92.88
90,392938683280.0,0.05283190682530403,1.2320127098064404e-05,98.16,0.13978911936283112,7.941842341097072e-06,93.08
