Epoch,Prob 0 train accuracy,Prob 1 train accuracy,Prob 2 train accuracy,Prob 3 train accuracy,Prob 4 train accuracy,Prob 5 train accuracy,Prob 6 train accuracy,Prob 0 test accuracy,Prob 1 test accuracy,Prob 2 test accuracy,Prob 3 test accuracy,Prob 4 test accuracy,Prob 5 test accuracy,Prob 6 test accuracy
33,2.5021316013375934,3.1874019729986816,5.9979578730500345,5.112685396171389,11.603280035219354,13.02224233903165,60.56590069525756,2.349999998474121,3.8399999908447264,6.009999998474121,5.94999999923706,11.329999996948242,16.24999999847412,57.53999999389649
34,2.4189728308713323,2.9010831690380203,5.877956610415918,5.54847945769858,12.265392267768886,12.950662638594245,60.6311645409834,2.5099999988555908,3.089999994659424,6.749999987792969,6.049999998474121,13.359999981689453,10.969999987792969,57.44000001831055
35,2.5242370969741037,3.0084527202487705,5.783218769996091,5.095843114273567,11.644333097861665,12.021179170578103,60.49853156027773,2.57,3.24,6.299999999809265,5.439999999427795,10.729999990844727,13.320000001525878,57.61000001220703
36,2.526342382456027,3.0884535626213965,5.823219190937708,4.931630859081466,11.614859102113602,12.151706858827403,60.796429435938705,2.41,3.45,6.369999999809266,5.959999999809265,13.499999983215332,13.409999990844726,57.299999938964845
37,2.4789734628308726,3.021084432420026,5.637954083468698,5.223212875829641,11.32117180205941,11.77065021720005,60.566953337876804,2.71,3.12,5.349999999618531,4.369999995422363,10.99999998474121,12.959999987792969,57.49999992675781
38,2.505289529478913,3.055821639806163,6.172696554720654,5.257950083378908,12.0874956581,13.356982705352154,60.533268770647894,2.6,3.59999999961853,6.4799999988555905,5.049999999046325,12.139999992370605,15.21,57.36000000610352
39,2.5137106702170096,2.881082958998879,5.741113063946495,5.22005494712364,11.730649796393955,12.704344256968083,60.75853429891547,2.649999999046326,3.5099999988555908,6.339999998092652,5.789999999237061,12.359999966430664,14.51999998779297,57.64999996948242
40,2.4400256844570474,3.150559479525785,5.841114116262894,5.284266149979265,11.555911113398217,11.695912589266317,60.743797290922345,2.6199999816894533,3.3499999816894532,7.029999990844726,5.399999996948242,11.98,16.589999987792968,57.12999996337891
41,2.5021316012899093,3.0031895064147136,5.856903757132621,5.069527047720895,11.689596732004897,12.682238760468238,60.52379498454495,2.689999998474121,3.4000000007629394,7.629999989318848,6.089999990844727,13.22,17.020000006103515,57.329999920654295
42,2.4568679670989937,2.837924609800496,5.566374383234579,5.216897019988709,11.730649794647208,11.434857209505115,60.65011210282926,2.630000001525879,3.4500000015258787,6.2499999990463255,6.289999995422363,12.689999978637696,13.579999995422364,57.560000012207034
43,2.4779208199606617,2.9431888754816384,5.639006726522117,4.571627069452446,11.159064832954067,12.374867103713669,60.758534301043696,2.5199999994277955,3.82,6.7299999938964845,4.919999995422363,13.02999998779297,14.18999997253418,56.939999938964846
44,2.4810787477757206,3.1105590587472975,6.0095369424188405,5.316898072420554,11.790650427306954,12.772766027891365,60.75327108389182,2.4899999988555908,4.149999999046326,7.499999998474121,7.370000001525879,13.380000006103515,16.329999993896486,57.46999995727539
45,2.5579216619116587,3.2852977397177114,6.032695080157595,5.214791734669916,11.843282560909216,13.15382267122531,60.62063810579624,2.2799999984741213,3.229999998474121,5.220000001525879,4.689999998474121,12.42999997253418,14.64999997253418,57.89
46,2.4905525317102883,3.0263476456693237,5.840061473929757,5.509531679348596,12.439078306127588,13.079085043924021,60.81642964947887,2.7199999994277952,2.7199999994277952,5.74,5.079999999046326,12.620000009155273,15.449999996948241,57.65000000610352
47,2.533710881119486,2.93055716350112,5.703217927881963,5.2790029368930975,11.516963336265436,12.318024399242928,60.79748207771469,2.41,3.079999999809265,5.159999998855591,4.62999999961853,10.629999996948243,16.569999990844728,57.459999969482425
48,2.5242370969741037,2.976873440514562,6.03585300857749,5.206370592973116,11.774860788279343,12.692765187925536,60.525900274642204,2.45,3.35,7.009999999046325,6.3,13.669999995422364,16.019999987792968,57.62000001220703
49,2.474762892193287,3.041084642948558,6.089537783765001,5.257950083378908,11.91907283131161,12.982241914962952,60.67327024607429,2.63,3.2499999990463255,5.69,6.120000003051758,14.020000006103515,16.099999963378906,57.249999963378905
