Epoch,training_time
0,36.35982370376587
1,31.407593727111816
2,35.191503286361694
3,32.294942140579224
4,31.98634147644043
5,31.882684469223022
6,31.73597550392151
7,32.02812957763672
8,31.735504865646362
9,35.576878786087036
10,32.46882939338684
11,32.58526968955994
12,35.873786211013794
13,32.926894426345825
14,31.971818208694458
15,32.11727738380432
16,35.317543268203735
17,32.128299713134766
18,32.025656938552856
19,32.260321617126465
20,32.015201568603516
21,32.037808656692505
22,32.095765352249146
23,31.92763924598694
24,32.263142585754395
25,32.09257984161377
26,32.35484075546265
27,32.192238569259644
28,31.73858642578125
29,32.63629102706909
30,31.829756498336792
31,32.1308708190918
32,32.04461312294006
33,32.037779808044434
34,32.429471015930176
35,31.68409490585327
36,32.45399570465088
37,31.944225311279297
38,32.197529792785645
39,31.803287744522095
40,31.76494264602661
41,32.54739284515381
42,32.07071590423584
43,31.75606632232666
44,31.784139394760132
45,31.817123413085938
46,31.903045415878296
47,32.15391826629639
48,32.211414098739624
49,32.00186109542847
50,31.679587364196777
51,31.616180419921875
52,33.66942572593689
53,32.19797396659851
54,31.841519355773926
55,32.0221951007843
56,32.34741973876953
57,32.12026000022888
58,32.0828595161438
59,32.012595653533936
60,32.17642331123352
61,31.904874801635742
62,31.890360355377197
63,32.236966133117676
64,32.337899684906006
65,32.386534452438354
66,32.219945192337036
67,31.480857133865356
68,31.6331844329834
69,32.08503699302673
70,32.07163071632385
71,32.27760434150696
72,31.918559789657593
73,31.798555374145508
74,32.15880370140076
75,32.161619901657104
76,32.158936977386475
77,31.71261429786682
78,31.7375168800354
79,32.06013751029968
80,32.32260060310364
81,31.861095428466797
82,32.069891691207886
83,31.71540927886963
84,31.80683135986328
85,32.02403688430786
86,32.292707443237305
87,31.808545351028442
88,35.98479676246643
89,31.992637157440186
90,31.729110717773438
91,31.949041843414307
92,31.783859252929688
93,31.869680404663086
94,31.411763191223145
95,31.69807481765747
96,32.4167582988739
97,31.89189124107361
98,31.982311010360718
99,31.92900824546814
100,32.038052558898926
101,31.93073534965515
102,31.87511444091797
103,31.769662380218506
104,32.164974212646484
105,31.640594482421875
106,33.09942626953125
107,34.17428255081177
108,31.712610721588135
109,32.078057527542114
110,31.79512047767639
111,31.657875299453735
112,31.69328498840332
113,32.412394285202026
114,31.746012687683105
115,31.677440881729126
116,31.95433783531189
117,31.956522464752197
118,32.24360418319702
119,32.42675495147705
120,31.859803915023804
121,32.00343894958496
122,31.58634662628174
123,31.901496648788452
124,33.376407623291016
125,32.86216592788696
126,31.948381662368774
127,31.27664566040039
128,31.666013479232788
129,32.098538398742676
130,32.456695795059204
131,31.914934158325195
132,31.678154230117798
133,31.959336280822754
134,32.09388279914856
135,31.868871212005615
136,32.50508236885071
137,32.13062810897827
138,31.948652982711792
139,31.739628076553345
140,31.972075700759888
141,31.924668312072754
142,33.93414378166199
143,32.09675312042236
144,31.97201180458069
145,37.18545651435852
146,31.70054864883423
147,32.316364765167236
148,32.20292592048645
149,32.471330881118774
150,32.176920652389526
151,32.33350491523743
152,32.47914791107178
153,32.51448893547058
154,32.04575562477112
155,32.04280948638916
156,32.106030225753784
157,31.98616623878479
158,32.499083042144775
159,32.308650732040405
160,34.56957292556763
161,32.087794065475464
162,32.34077596664429
163,32.49447226524353
164,35.4894597530365
165,32.497910499572754
166,32.21843385696411
167,31.91960620880127
168,32.397860050201416
169,31.990541219711304
170,32.04645013809204
171,32.45704245567322
172,32.220707178115845
173,32.063178062438965
174,31.887884616851807
175,32.1846284866333
176,32.312477111816406
177,32.02696919441223
178,33.57733178138733
179,32.03733563423157
180,32.204824447631836
181,32.02921938896179
182,32.614089012145996
183,33.89559030532837
184,32.259538650512695
185,32.31298470497131
186,31.879236936569214
187,32.333925008773804
188,32.09158802032471
189,32.68546533584595
190,32.26685881614685
191,32.23410201072693
192,32.5577073097229
193,32.281233072280884
194,32.120357513427734
195,32.59526515007019
196,32.09700393676758
197,32.269607067108154
198,32.369853019714355
199,32.35357332229614
