Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy
-1,166742464.0,0.4779977798461914,7.816856282261142e-07,36.46,0.45363864302635193,1.2197839396321797e-06,39.01
0,5169016384.0,0.43698209524154663,6.685822313556855e-07,41.42,0.4113301932811737,1.1571981985980528e-06,44.98
10,55191755584.0,0.20218347012996674,6.463974386861082e-07,74.88,0.21073460578918457,8.373504556402622e-07,75.21
20,105214494784.0,0.20426003634929657,5.251256993688003e-07,75.48,0.21289533376693726,9.211767064698506e-07,75.67
30,155237233984.0,0.20607982575893402,5.904486215513316e-07,76.64,0.21945497393608093,1.0627609299262986e-06,76.17
40,205259973184.0,0.20446862280368805,9.833707963480265e-07,77.52,0.22828269004821777,1.7531032199258334e-06,77.25
50,255282712384.0,0.19276092946529388,2.0356242202979047e-06,78.76,0.21836340427398682,2.690813289518701e-06,77.81
60,305305451584.0,0.19457805156707764,1.6707248278180487e-06,77.2,0.2169162482023239,2.8736315016431035e-06,77.94
70,355328190784.0,0.18949978053569794,2.189286533393897e-06,78.48,0.2131359577178955,3.2110003758134553e-06,78.1
80,405350929984.0,0.17018844187259674,3.014705043824506e-06,79.32,0.20478610694408417,4.546563559415517e-06,78.43
90,455373669184.0,0.15563097596168518,4.133355560043128e-06,79.56,0.2002725899219513,6.204267265275121e-06,78.93
