Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy
-1,0,0.9209316968917847,2.9342479592742166e-06,77.96,0.8445047736167908,3.4559282084956067e-06,77.8
0,4331471520.0,0.5177187323570251,3.3145661291200668e-06,90.5,0.45497363805770874,2.615252924442757e-06,87.2
10,47646186720.0,0.11975552141666412,5.198581220611231e-06,96.54,0.15215162932872772,4.607516984833637e-06,91.96
20,90960901920.0,0.11191385239362717,7.789863957441412e-06,96.6,0.15048155188560486,4.793153493665159e-06,92.01
30,134275617120.0,0.10579682886600494,6.716255029459717e-06,96.92,0.14611314237117767,5.18400656801532e-06,92.18
40,177590332320.0,0.0834476575255394,8.631365744804498e-06,97.36,0.12702228128910065,6.763321380276466e-06,92.52
50,220905047520.0,0.06567917764186859,8.92566458787769e-06,97.28,0.13809192180633545,7.591921985294903e-06,92.58
60,264219762720.0,0.06375492364168167,8.57727718539536e-06,97.4,0.13515031337738037,7.88673605711665e-06,92.61
70,307534477920.0,0.056783679872751236,1.021253046928905e-05,97.9,0.14064209163188934,8.289078323286958e-06,92.59
80,350849193120.0,0.0565912164747715,1.137312483479036e-05,97.94,0.14629091322422028,9.563430467096623e-06,92.7
90,394163908320.0,0.04905397817492485,1.1914470633200835e-05,98.3,0.14836877584457397,1.0971392839564942e-05,92.73
