layer_names,pr
conv1,0.0
layer1.0.conv1,0.6726074
layer1.0.conv2,0.7367079
layer1.0.conv3,0.7908325
layer1.0.shortcut.0,0.69799805
layer1.1.conv1,1.0
layer1.1.conv2,1.0
layer1.1.conv3,1.0
layer1.2.conv1,1.0
layer1.2.conv2,1.0
layer1.2.conv3,1.0
layer2.0.conv1,0.8017273
layer2.0.conv2,0.7601793
layer2.0.conv3,0.76472473
layer2.0.shortcut.0,0.86740875
layer2.1.conv1,0.94358826
layer2.1.conv2,0.94762504
layer2.1.conv3,0.93818665
layer2.2.conv1,0.8280945
layer2.2.conv2,0.7617391
layer2.2.conv3,0.8016205
layer2.3.conv1,0.9051056
layer2.3.conv2,0.9336819
layer2.3.conv3,0.9230499
layer3.0.conv1,0.70477295
layer3.0.conv2,0.84858197
layer3.0.conv3,0.7482681
layer3.0.shortcut.0,0.87607956
layer3.1.conv1,0.9780426
layer3.1.conv2,0.9751723
layer3.1.conv3,0.9315529
layer3.2.conv1,0.96637344
layer3.2.conv2,0.97020125
layer3.2.conv3,0.91313934
layer3.3.conv1,0.94499207
layer3.3.conv2,0.96469796
layer3.3.conv3,0.9119034
layer3.4.conv1,0.87804794
layer3.4.conv2,0.8785926
layer3.4.conv3,0.822937
layer3.5.conv1,0.8145447
layer3.5.conv2,0.88911945
layer3.5.conv3,0.84183884
layer4.0.conv1,0.61301804
layer4.0.conv2,0.84933853
layer4.0.conv3,0.89300156
layer4.0.shortcut.0,0.97472477
layer4.1.conv1,0.8930254
layer4.1.conv2,0.8785455
layer4.1.conv3,0.9070816
layer4.2.conv1,0.9160185
layer4.2.conv2,0.9652172
layer4.2.conv3,0.9480629
linear,0.0
