layer_names,pr
conv1,0.0
layer1.0.conv1,0.6459961
layer1.0.conv2,0.67892796
layer1.0.conv3,0.77960205
layer1.0.shortcut.0,0.6925659
layer1.1.conv1,1.0
layer1.1.conv2,1.0
layer1.1.conv3,1.0
layer1.2.conv1,1.0
layer1.2.conv2,1.0
layer1.2.conv3,1.0
layer2.0.conv1,0.87835693
layer2.0.conv2,0.9123061
layer2.0.conv3,0.8948364
layer2.0.shortcut.0,0.8809433
layer2.1.conv1,0.94174194
layer2.1.conv2,0.9484999
layer2.1.conv3,0.94914246
layer2.2.conv1,0.9767761
layer2.2.conv2,0.9784817
layer2.2.conv3,0.97283936
layer2.3.conv1,0.8870697
layer2.3.conv2,0.87870955
layer2.3.conv3,0.9086151
layer3.0.conv1,0.79335785
layer3.0.conv2,0.86817765
layer3.0.conv3,0.82764435
layer3.0.shortcut.0,0.9192467
layer3.1.conv1,0.9676056
layer3.1.conv2,0.97004867
layer3.1.conv3,0.923996
layer3.2.conv1,0.9888916
layer3.2.conv2,0.9928538
layer3.2.conv3,0.9793472
layer3.3.conv1,0.9468689
layer3.3.conv2,0.95865375
layer3.3.conv3,0.9105263
layer3.4.conv1,0.9310341
layer3.4.conv2,0.9399482
layer3.4.conv3,0.8978996
layer3.5.conv1,0.83093643
layer3.5.conv2,0.8655379
layer3.5.conv3,0.8434067
layer4.0.conv1,0.658453
layer4.0.conv2,0.87325835
layer4.0.conv3,0.8890619
layer4.0.shortcut.0,0.9765825
layer4.1.conv1,0.88645935
layer4.1.conv2,0.8573935
layer4.1.conv3,0.89030933
layer4.2.conv1,0.84662724
layer4.2.conv2,0.9078233
layer4.2.conv3,0.92306995
linear,0.0
