layer_names,pr
conv1,0.0
layer1.0.conv1,0.7375488
layer1.0.conv2,0.749783
layer1.0.conv3,0.5317993
layer1.0.shortcut.0,0.5076294
layer1.1.conv1,0.6461792
layer1.1.conv2,0.8418511
layer1.1.conv3,0.7558594
layer1.2.conv1,0.48168945
layer1.2.conv2,0.4952257
layer1.2.conv3,0.30639648
layer2.0.conv1,0.38531494
layer2.0.conv2,0.7838745
layer2.0.conv3,0.37945557
layer2.0.shortcut.0,0.21614075
layer2.1.conv1,1.0
layer2.1.conv2,1.0
layer2.1.conv3,1.0
layer2.2.conv1,1.0
layer2.2.conv2,1.0
layer2.2.conv3,1.0
layer2.3.conv1,1.0
layer2.3.conv2,1.0
layer2.3.conv3,1.0
layer3.0.conv1,1.0
layer3.0.conv2,1.0
layer3.0.conv3,1.0
layer3.0.shortcut.0,0.21974945
layer3.1.conv1,1.0
layer3.1.conv2,1.0
layer3.1.conv3,1.0
layer3.2.conv1,1.0
layer3.2.conv2,1.0
layer3.2.conv3,1.0
layer3.3.conv1,1.0
layer3.3.conv2,1.0
layer3.3.conv3,1.0
layer3.4.conv1,1.0
layer3.4.conv2,1.0
layer3.4.conv3,1.0
layer3.5.conv1,1.0
layer3.5.conv2,1.0
layer3.5.conv3,1.0
layer4.0.conv1,1.0
layer4.0.conv2,1.0
layer4.0.conv3,1.0
layer4.0.shortcut.0,0.20848608
layer4.1.conv1,1.0
layer4.1.conv2,1.0
layer4.1.conv3,1.0
layer4.2.conv1,1.0
layer4.2.conv2,1.0
layer4.2.conv3,1.0
linear,0.0
