layer_names,pr
conv1,0.0
layer1.0.conv1,0.515625
layer1.0.conv2,0.517768
layer1.0.conv3,0.5987549
layer1.0.shortcut.0,0.57995605
layer1.1.conv1,0.5817261
layer1.1.conv2,0.5627984
layer1.1.conv3,0.67022705
layer1.2.conv1,0.6696167
layer1.2.conv2,0.7224121
layer1.2.conv3,0.76153564
layer2.0.conv1,0.44058228
layer2.0.conv2,0.5397203
layer2.0.conv3,0.63113403
layer2.0.shortcut.0,0.66062164
layer2.1.conv1,0.81010437
layer2.1.conv2,0.82351345
layer2.1.conv3,0.83361816
layer2.2.conv1,0.6646118
layer2.2.conv2,0.65771484
layer2.2.conv3,0.6481476
layer2.3.conv1,0.6487732
layer2.3.conv2,0.62175834
layer2.3.conv3,0.6792145
layer3.0.conv1,0.42262268
layer3.0.conv2,0.595715
layer3.0.conv3,0.4854355
layer3.0.shortcut.0,0.6564102
layer3.1.conv1,0.91428757
layer3.1.conv2,0.9328342
layer3.1.conv3,0.8242607
layer3.2.conv1,0.8064003
layer3.2.conv2,0.80050826
layer3.2.conv3,0.66054153
layer3.3.conv1,0.7967491
layer3.3.conv2,0.86594135
layer3.3.conv3,0.7436333
layer3.4.conv1,0.7031174
layer3.4.conv2,0.8120304
layer3.4.conv3,0.7076225
layer3.5.conv1,0.67692566
layer3.5.conv2,0.8227675
layer3.5.conv3,0.78054047
layer4.0.conv1,0.4166584
layer4.0.conv2,0.64111835
layer4.0.conv3,0.7435694
layer4.0.shortcut.0,0.90150356
layer4.1.conv1,0.8173504
layer4.1.conv2,0.84037185
layer4.1.conv3,0.84743977
layer4.2.conv1,0.9477587
layer4.2.conv2,0.978355
layer4.2.conv3,0.96177864
linear,0.0
