layer_names,pr
conv1,0.0
layer1.0.conv1,0.19311523
layer1.0.conv2,0.90131295
layer1.0.conv3,0.43511963
layer1.0.shortcut.0,0.3423462
layer1.1.conv1,0.38757324
layer1.1.conv2,0.91102433
layer1.1.conv3,0.66937256
layer1.2.conv1,0.534729
layer1.2.conv2,0.92141384
layer1.2.conv3,0.6829834
layer2.0.conv1,0.48028564
layer2.0.conv2,0.93656415
layer2.0.conv3,0.8374634
layer2.0.shortcut.0,0.5055313
layer2.1.conv1,0.8662567
layer2.1.conv2,0.96314156
layer2.1.conv3,0.9677124
layer2.2.conv1,0.89627075
layer2.2.conv2,0.9768677
layer2.2.conv3,0.95703125
layer2.3.conv1,0.8931732
layer2.3.conv2,0.98598224
layer2.3.conv3,0.96850586
layer3.0.conv1,0.5819397
layer3.0.conv2,0.9821591
layer3.0.conv3,0.96593857
layer3.0.shortcut.0,0.3263626
layer3.1.conv1,0.9962845
layer3.1.conv2,0.99857074
layer3.1.conv3,0.99783707
layer3.2.conv1,0.99988556
layer3.2.conv2,0.99943036
layer3.2.conv3,0.99975586
layer3.3.conv1,0.9985466
layer3.3.conv2,0.9988624
layer3.3.conv3,0.9989815
layer3.4.conv1,0.9996109
layer3.4.conv2,0.9993405
layer3.4.conv3,0.99933624
layer3.5.conv1,0.99842453
layer3.5.conv2,0.9995965
layer3.5.conv3,0.99967194
layer4.0.conv1,0.99962807
layer4.0.conv2,0.9994914
layer4.0.conv3,0.998641
layer4.0.shortcut.0,0.2356906
layer4.1.conv1,0.9980688
layer4.1.conv2,0.99935275
layer4.1.conv3,0.9967718
layer4.2.conv1,0.9275913
layer4.2.conv2,0.9946454
layer4.2.conv3,0.9936485
linear,0.0
