layer_names,pr
conv1,0.0
layer1.0.conv1,0.5776367
layer1.0.conv2,0.6359592
layer1.0.conv3,0.6746216
layer1.0.shortcut.0,0.6569214
layer1.1.conv1,0.6887207
layer1.1.conv2,0.67551
layer1.1.conv3,0.7522583
layer1.2.conv1,0.7553711
layer1.2.conv2,0.78597003
layer1.2.conv3,0.8197632
layer2.0.conv1,0.5750427
layer2.0.conv2,0.70635986
layer2.0.conv3,0.73316956
layer2.0.shortcut.0,0.78115845
layer2.1.conv1,0.9002228
layer2.1.conv2,0.90512425
layer2.1.conv3,0.89071655
layer2.2.conv1,0.80711365
layer2.2.conv2,0.8089125
layer2.2.conv3,0.7775421
layer2.3.conv1,0.79733276
layer2.3.conv2,0.77227104
layer2.3.conv3,0.79403687
layer3.0.conv1,0.57992554
layer3.0.conv2,0.7699178
layer3.0.conv3,0.63508606
layer3.0.shortcut.0,0.8104477
layer3.1.conv1,0.97187805
layer3.1.conv2,0.9760369
layer3.1.conv3,0.91324615
layer3.2.conv1,0.9205246
layer3.2.conv2,0.9147441
layer3.2.conv3,0.80597687
layer3.3.conv1,0.9194031
layer3.3.conv2,0.9501648
layer3.3.conv3,0.86873245
layer3.4.conv1,0.8596649
layer3.4.conv2,0.9258457
layer3.4.conv3,0.84557724
layer3.5.conv1,0.83999634
layer3.5.conv2,0.9273885
layer3.5.conv3,0.8886719
layer4.0.conv1,0.58000946
layer4.0.conv2,0.8153911
layer4.0.conv3,0.87794876
layer4.0.shortcut.0,0.9708824
layer4.1.conv1,0.9294481
layer4.1.conv2,0.93926364
layer4.1.conv3,0.9408655
layer4.2.conv1,0.9863405
layer4.2.conv2,0.99445426
layer4.2.conv3,0.9883423
linear,0.0
