layer_names,pr
conv1,0.0
layer1.0.conv1,0.74853516
layer1.0.conv2,0.8571506
layer1.0.conv3,0.80682373
layer1.0.shortcut.0,0.64038086
layer1.1.conv1,0.79522705
layer1.1.conv2,0.82318795
layer1.1.conv3,0.71051025
layer1.2.conv1,0.5991211
layer1.2.conv2,0.6241319
layer1.2.conv3,0.6201782
layer2.0.conv1,0.5984497
layer2.0.conv2,0.70144993
layer2.0.conv3,0.6412964
layer2.0.shortcut.0,0.63744354
layer2.1.conv1,0.66033936
layer2.1.conv2,0.572781
layer2.1.conv3,0.6057434
layer2.2.conv1,0.5328369
layer2.2.conv2,0.4801229
layer2.2.conv3,0.42582703
layer2.3.conv1,0.43458557
layer2.3.conv2,0.43136936
layer2.3.conv3,0.42944336
layer3.0.conv1,0.33065033
layer3.0.conv2,0.4774509
layer3.0.conv3,0.39531326
layer3.0.shortcut.0,0.54483986
layer3.1.conv1,0.5298538
layer3.1.conv2,0.41586474
layer3.1.conv3,0.33584976
layer3.2.conv1,0.46765518
layer3.2.conv2,0.50564235
layer3.2.conv3,0.49456024
layer3.3.conv1,0.5595856
layer3.3.conv2,0.6996765
layer3.3.conv3,0.66464615
layer3.4.conv1,0.54380035
layer3.4.conv2,0.7185432
layer3.4.conv3,0.7312279
layer3.5.conv1,0.5922394
layer3.5.conv2,0.81348675
layer3.5.conv3,0.8290062
layer4.0.conv1,0.59783745
layer4.0.conv2,0.89482623
layer4.0.conv3,0.9169121
layer4.0.shortcut.0,0.9424095
layer4.1.conv1,0.91716576
layer4.1.conv2,0.90456814
layer4.1.conv3,0.9228964
layer4.2.conv1,0.9891033
layer4.2.conv2,0.99676347
layer4.2.conv3,0.9863844
linear,0.0
