Name,Dense Accuracy,Pruned Accuracy
resnet50_mixedpool_normal_cifar10_1784666063.4725385_rf_level_1_recording_diverse_pooling_100_no_ffcv_test_acc_94.44.pth,94.44,87.48
resnet50_mixedpool_normal_cifar10_1784666109.52596_rf_level_1_recording_diverse_pooling_100_no_ffcv_test_acc_94.28.pth,94.28,92.29
resnet50_mixedpool_normal_cifar10_1784666256.8978019_rf_level_1_recording_diverse_pooling_100_no_ffcv_test_acc_94.16.pth,94.16,90.61
