Name,Dense Accuracy,Pruned Accuracy
vgg19_spectral_pool_normal_cifar10_1784640883.5572007_rf_level_3_recording_diverse_pooling_100_no_ffcv_test_acc_82.02.pth,82.02,82.02
vgg19_spectral_pool_normal_cifar10_1784641918.9527214_rf_level_3_recording_diverse_pooling_100_no_ffcv_test_acc_81.91.pth,81.91,81.91
vgg19_spectral_pool_normal_cifar10_1784641913.507943_rf_level_3_recording_diverse_pooling_100_no_ffcv_test_acc_82.43.pth,82.43,82.43
