layer_names,pr
conv1,0.0
layer1.0.conv1,0.63549805
layer1.0.conv2,0.5904134
layer1.0.conv3,0.46722412
layer1.0.shortcut.0,0.53704834
layer1.1.conv1,0.51660156
layer1.1.conv2,0.52020943
layer1.1.conv3,0.35980225
layer1.2.conv1,0.31915283
layer1.2.conv2,0.37923178
layer1.2.conv3,0.20715332
layer2.0.conv1,0.20098877
layer2.0.conv2,0.33221436
layer2.0.conv3,0.22087097
layer2.0.shortcut.0,0.07858276
layer2.1.conv1,0.25860596
layer2.1.conv2,0.39397514
layer2.1.conv3,0.24728394
layer2.2.conv1,0.31126404
layer2.2.conv2,0.36975777
layer2.2.conv3,0.13987732
layer2.3.conv1,0.27256775
layer2.3.conv2,0.3149143
layer2.3.conv3,0.08293152
layer3.0.conv1,0.08264923
layer3.0.conv2,0.14109124
layer3.0.conv3,0.09196472
layer3.0.shortcut.0,0.050489426
layer3.1.conv1,0.5581131
layer3.1.conv2,0.8452301
layer3.1.conv3,0.910202
layer3.2.conv1,0.44656372
layer3.2.conv2,0.9048564
layer3.2.conv3,0.96051407
layer3.3.conv1,0.22948837
layer3.3.conv2,0.87828404
layer3.3.conv3,0.9583969
layer3.4.conv1,0.369236
layer3.4.conv2,0.91779244
layer3.4.conv3,0.9588356
layer3.5.conv1,0.13592911
layer3.5.conv2,0.70553756
layer3.5.conv3,0.78534317
layer4.0.conv1,0.24608994
layer4.0.conv2,0.71128505
layer4.0.conv3,0.31537342
layer4.0.shortcut.0,0.32978296
layer4.1.conv1,0.9466667
layer4.1.conv2,0.9989526
layer4.1.conv3,0.99845695
layer4.2.conv1,0.99999905
layer4.2.conv2,0.99998516
layer4.2.conv3,0.9999733
linear,0.0
