layer_names,pr
maxpool.logit.conv,0.68655056
maxpool.logit.bn,0.375
conv1,0.0
layer1.0.conv1,0.5505371
layer1.0.conv2,0.40744358
layer1.0.conv3,0.3092041
layer1.0.shortcut.0,0.45825195
layer1.1.conv1,0.43774414
layer1.1.conv2,0.5081651
layer1.1.conv3,0.38879395
layer1.2.conv1,0.2892456
layer1.2.conv2,0.39016384
layer1.2.conv3,0.3916626
layer2.0.conv1,0.19769287
layer2.0.conv2,0.25805664
layer2.0.conv3,0.19720459
layer2.0.shortcut.0,0.27191925
layer2.1.conv1,0.3732605
layer2.1.conv2,0.3849962
layer2.1.conv3,0.3607025
layer2.2.conv1,0.3717041
layer2.2.conv2,0.45499673
layer2.2.conv3,0.39170837
layer2.3.conv1,0.3519287
layer2.3.conv2,0.4035441
layer2.3.conv3,0.41029358
layer3.0.conv1,0.29540253
layer3.0.conv2,0.39940897
layer3.0.conv3,0.28876114
layer3.0.shortcut.0,0.3995266
layer3.1.conv1,0.32867432
layer3.1.conv2,0.28281656
layer3.1.conv3,0.27547455
layer3.2.conv1,0.47947693
layer3.2.conv2,0.5792965
layer3.2.conv3,0.61810684
layer3.3.conv1,0.47899246
layer3.3.conv2,0.6442498
layer3.3.conv3,0.7072334
layer3.4.conv1,0.752861
layer3.4.conv2,0.9312303
layer3.4.conv3,0.93860626
layer3.5.conv1,0.70396805
layer3.5.conv2,0.8935021
layer3.5.conv3,0.91511536
layer4.0.conv1,0.5621624
layer4.0.conv2,0.8620279
layer4.0.conv3,0.91586304
layer4.0.shortcut.0,0.92738867
layer4.1.conv1,0.9873495
layer4.1.conv2,0.992477
layer4.1.conv3,0.9904833
layer4.2.conv1,0.9976673
layer4.2.conv2,0.99922687
layer4.2.conv3,0.99800014
linear,0.0
