layer_names,pr
conv1,0.0
layer1.0.conv1,0.4206543
layer1.0.conv2,0.43598092
layer1.0.conv3,0.26055908
layer1.0.shortcut.0,0.27178955
layer1.1.conv1,0.26904297
layer1.1.conv2,0.26223415
layer1.1.conv3,0.19317627
layer1.2.conv1,0.14245605
layer1.2.conv2,0.18904622
layer1.2.conv3,0.20019531
layer2.0.conv1,0.11129761
layer2.0.conv2,0.19425456
layer2.0.conv3,0.18255615
layer2.0.shortcut.0,0.24160767
layer2.1.conv1,0.2841034
layer2.1.conv2,0.2643297
layer2.1.conv3,0.25056458
layer2.2.conv1,0.21690369
layer2.2.conv2,0.23036702
layer2.2.conv3,0.2550354
layer2.3.conv1,0.2250061
layer2.3.conv2,0.3162435
layer2.3.conv3,0.37652588
layer3.0.conv1,0.2706604
layer3.0.conv2,0.54815674
layer3.0.conv3,0.5612297
layer3.0.shortcut.0,0.6107998
layer3.1.conv1,0.8683891
layer3.1.conv2,0.8986969
layer3.1.conv3,0.8743439
layer3.2.conv1,0.9134865
layer3.2.conv2,0.9753316
layer3.2.conv3,0.9696388
layer3.3.conv1,0.80189896
layer3.3.conv2,0.88131034
layer3.3.conv3,0.88228226
layer3.4.conv1,0.87800217
layer3.4.conv2,0.9603865
layer3.4.conv3,0.965065
layer3.5.conv1,0.9265022
layer3.5.conv2,0.991294
layer3.5.conv3,0.9934273
layer4.0.conv1,0.9083004
layer4.0.conv2,0.9907909
layer4.0.conv3,0.98502064
layer4.0.shortcut.0,0.9664588
layer4.1.conv1,0.9925804
layer4.1.conv2,0.9966647
layer4.1.conv3,0.9935932
layer4.2.conv1,0.99949265
layer4.2.conv2,0.99992967
layer4.2.conv3,0.99954796
linear,0.0
