layer_names,pr
conv1,0.0
layer1.0.conv1,0.5817871
layer1.0.conv2,0.6028917
layer1.0.conv3,0.46624756
layer1.0.shortcut.0,0.4434204
layer1.1.conv1,0.53582764
layer1.1.conv2,0.5782878
layer1.1.conv3,0.3711548
layer1.2.conv1,0.36956787
layer1.2.conv2,0.5439182
layer1.2.conv3,0.34204102
layer2.0.conv1,0.17773438
layer2.0.conv2,0.339681
layer2.0.conv3,0.26055908
layer2.0.shortcut.0,0.1054306
layer2.1.conv1,0.2642212
layer2.1.conv2,0.37752956
layer2.1.conv3,0.26679993
layer2.2.conv1,0.17991638
layer2.2.conv2,0.26894125
layer2.2.conv3,0.20202637
layer2.3.conv1,0.1745758
layer2.3.conv2,0.25398085
layer2.3.conv3,0.18177795
layer3.0.conv1,0.09461975
layer3.0.conv2,0.26165432
layer3.0.conv3,0.28857803
layer3.0.shortcut.0,0.21759415
layer3.1.conv1,0.52071
layer3.1.conv2,0.89305115
layer3.1.conv3,0.86901855
layer3.2.conv1,0.450531
layer3.2.conv2,0.84528095
layer3.2.conv3,0.8191948
layer3.3.conv1,0.6663742
layer3.3.conv2,0.9772881
layer3.3.conv3,0.9935379
layer3.4.conv1,0.69247437
layer3.4.conv2,0.9638943
layer3.4.conv3,0.9775963
layer3.5.conv1,0.7036743
layer3.5.conv2,0.96699524
layer3.5.conv3,0.98818207
layer4.0.conv1,0.42561913
layer4.0.conv2,0.81459385
layer4.0.conv3,0.6713381
layer4.0.shortcut.0,0.711823
layer4.1.conv1,0.9829712
layer4.1.conv2,0.9996605
layer4.1.conv3,0.99979687
layer4.2.conv1,1.0
layer4.2.conv2,0.99989486
layer4.2.conv3,0.99999905
linear,0.0
