Name,Dense Accuracy,Pruned Accuracy
resnet50_spectral_pool_normal_cifar10_1784681604.6333723_rf_level_3_recording_diverse_pooling_100_no_ffcv_test_acc_92.01.pth,92.01,91.86
resnet50_spectral_pool_normal_cifar10_1784681299.5858653_rf_level_3_recording_diverse_pooling_100_no_ffcv_test_acc_91.77.pth,91.77,91.72
resnet50_spectral_pool_normal_cifar10_1784681120.1199763_rf_level_3_recording_diverse_pooling_100_no_ffcv_test_acc_92.19.pth,92.19,92.18
