layer_names,pr
maxpool.logit.conv,0.74831814
maxpool.logit.bn,0.375
conv1,0.0
layer1.0.conv1,0.59521484
layer1.0.conv2,0.50767684
layer1.0.conv3,0.4529419
layer1.0.shortcut.0,0.5258179
layer1.1.conv1,0.57299805
layer1.1.conv2,0.6565755
layer1.1.conv3,0.5843506
layer1.2.conv1,0.4333496
layer1.2.conv2,0.5465766
layer1.2.conv3,0.5758667
layer2.0.conv1,0.3451233
layer2.0.conv2,0.46539986
layer2.0.conv3,0.3934784
layer2.0.shortcut.0,0.4945526
layer2.1.conv1,0.6435089
layer2.1.conv2,0.6436157
layer2.1.conv3,0.59542847
layer2.2.conv1,0.6139374
layer2.2.conv2,0.68725586
layer2.2.conv3,0.64782715
layer2.3.conv1,0.58203125
layer2.3.conv2,0.6264445
layer2.3.conv3,0.6356659
layer3.0.conv1,0.45909882
layer3.0.conv2,0.59491473
layer3.0.conv3,0.5151291
layer3.0.shortcut.0,0.7097683
layer3.1.conv1,0.59692
layer3.1.conv2,0.5191498
layer3.1.conv3,0.53461456
layer3.2.conv1,0.79662323
layer3.2.conv2,0.8572795
layer3.2.conv3,0.8529396
layer3.3.conv1,0.7805176
layer3.3.conv2,0.87784153
layer3.3.conv3,0.8948097
layer3.4.conv1,0.93603516
layer3.4.conv2,0.9888187
layer3.4.conv3,0.984375
layer3.5.conv1,0.9151573
layer3.5.conv2,0.9778798
layer3.5.conv3,0.9776764
layer4.0.conv1,0.8261242
layer4.0.conv2,0.969223
layer4.0.conv3,0.97885704
layer4.0.shortcut.0,0.9820399
layer4.1.conv1,0.9978094
layer4.1.conv2,0.99929935
layer4.1.conv3,0.9975128
layer4.2.conv1,0.99957657
layer4.2.conv2,0.9999411
layer4.2.conv3,0.99954796
linear,0.0
