layer_names,pr
conv1,0.0
layer1.0.conv1,0.55249023
layer1.0.conv2,0.49899632
layer1.0.conv3,0.33428955
layer1.0.shortcut.0,0.42321777
layer1.1.conv1,0.27227783
layer1.1.conv2,0.39892578
layer1.1.conv3,0.27630615
layer1.2.conv1,0.2263794
layer1.2.conv2,0.33677843
layer1.2.conv3,0.18908691
layer2.0.conv1,0.15304565
layer2.0.conv2,0.18504503
layer2.0.conv3,0.082473755
layer2.0.shortcut.0,0.09183502
layer2.1.conv1,0.13317871
layer2.1.conv2,0.14881049
layer2.1.conv3,0.10475159
layer2.2.conv1,0.061416626
layer2.2.conv2,0.121805824
layer2.2.conv3,0.119125366
layer2.3.conv1,0.07330322
layer2.3.conv2,0.109422475
layer2.3.conv3,0.12542725
layer3.0.conv1,0.08532715
layer3.0.conv2,0.24643114
layer3.0.conv3,0.31388855
layer3.0.shortcut.0,0.31528473
layer3.1.conv1,0.73329544
layer3.1.conv2,0.87079877
layer3.1.conv3,0.91669846
layer3.2.conv1,0.7622032
layer3.2.conv2,0.8923882
layer3.2.conv3,0.93320084
layer3.3.conv1,0.7892952
layer3.3.conv2,0.9227295
layer3.3.conv3,0.9673233
layer3.4.conv1,0.7735634
layer3.4.conv2,0.9363878
layer3.4.conv3,0.97569275
layer3.5.conv1,0.7494736
layer3.5.conv2,0.9007127
layer3.5.conv3,0.9363251
layer4.0.conv1,0.580925
layer4.0.conv2,0.8240373
layer4.0.conv3,0.83893204
layer4.0.shortcut.0,0.79114866
layer4.1.conv1,0.8882551
layer4.1.conv2,0.89715874
layer4.1.conv3,0.89824295
layer4.2.conv1,0.996212
layer4.2.conv2,0.99810493
layer4.2.conv3,0.9988861
linear,0.0
