layer_names,pr
conv1,0.0
layer1.0.conv1,0.48242188
layer1.0.conv2,0.41927084
layer1.0.conv3,0.28375244
layer1.0.shortcut.0,0.37512207
layer1.1.conv1,0.18634033
layer1.1.conv2,0.18031141
layer1.1.conv3,0.15350342
layer1.2.conv1,0.1295166
layer1.2.conv2,0.14350043
layer1.2.conv3,0.11932373
layer2.0.conv1,0.14508057
layer2.0.conv2,0.21601698
layer2.0.conv3,0.12562561
layer2.0.shortcut.0,0.10997772
layer2.1.conv1,0.13612366
layer2.1.conv2,0.11228434
layer2.1.conv3,0.0688324
layer2.2.conv1,0.0846405
layer2.2.conv2,0.091674805
layer2.2.conv3,0.08857727
layer2.3.conv1,0.06341553
layer2.3.conv2,0.07595486
layer2.3.conv3,0.10284424
layer3.0.conv1,0.08446503
layer3.0.conv2,0.15946452
layer3.0.conv3,0.15718079
layer3.0.shortcut.0,0.2190361
layer3.1.conv1,0.30589676
layer3.1.conv2,0.2657708
layer3.1.conv3,0.29985046
layer3.2.conv1,0.47985458
layer3.2.conv2,0.6883477
layer3.2.conv3,0.7454567
layer3.3.conv1,0.36278534
layer3.3.conv2,0.47607762
layer3.3.conv3,0.5326309
layer3.4.conv1,0.43693924
layer3.4.conv2,0.7168545
layer3.4.conv3,0.821331
layer3.5.conv1,0.49263382
layer3.5.conv2,0.83183455
layer3.5.conv3,0.90385056
layer4.0.conv1,0.37246132
layer4.0.conv2,0.7565986
layer4.0.conv3,0.77071667
layer4.0.shortcut.0,0.69731283
layer4.1.conv1,0.8949194
layer4.1.conv2,0.9399647
layer4.1.conv3,0.92339134
layer4.2.conv1,0.98968315
layer4.2.conv2,0.9960446
layer4.2.conv3,0.9862261
linear,0.0
