Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy
-1,80544929600.0,18.401514053344727,69.58,20.075183868408203,47.95
0,104708408480.0,3.6230363845825195,97.6,4.014909267425537,68.75
10,346343197280.0,0.8617022633552551,99.7,2.307584285736084,71.67
20,587977986080.0,0.5313794612884521,99.6,2.250089645385742,72.06
30,829612774880.0,0.4212501049041748,99.82,2.516540765762329,72.08
40,1071247563680.0,0.3418828845024109,99.78,2.394002676010132,72.28
50,1312882352480.0,0.32238665223121643,99.78,2.4250757694244385,72.43
60,1554517141280.0,0.2884228825569153,99.8,2.5146186351776123,72.33
70,1796151930080.0,0.25720441341400146,99.84,2.4636785984039307,72.43
80,2037786718880.0,0.2556730806827545,99.88,2.4957077503204346,72.36
90,2279421507680.0,0.23638296127319336,99.78,2.583998680114746,72.35
100,2496892817600.0,0.21942396461963654,99.86,2.6126227378845215,72.44
