Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy
-1,0,92.19197845458984,5.26,104.16912078857422,5.18
0,7756997760.0,14.593585968017578,29.44,15.502848625183105,29.01
10,85326975360.0,10.062230110168457,57.88,14.545594215393066,52.29
20,162896952960.0,8.99021053314209,65.04,15.775388717651367,56.45
30,240466930560.0,7.254855632781982,69.68,16.23368263244629,58.98
40,318036908160.0,8.950981140136719,72.38,12.9190673828125,60.85
50,395606885760.0,6.168936729431152,75.3,14.847201347351074,61.25
60,473176863360.0,7.393934726715088,78.3,16.238080978393555,61.95
70,550746840960.0,7.785923480987549,79.46,17.57864761352539,62.15
80,628316818560.0,8.802495956420898,81.18,19.575363159179688,62.8
90,705886796160.0,7.940010070800781,83.1,18.365922927856445,63.13
100,775699776000.0,12.308578491210938,83.88,22.408533096313477,63.25
