Epoch,test accuracy,training accuracy
0,22.65,"(17.308, 8654, 50000)"
1,30.68,"(25.814, 12907, 50000)"
2,34.67,"(31.654, 15827, 50000)"
3,38.52,"(35.86, 17930, 50000)"
4,41.86,"(38.698, 19349, 50000)"
5,44.56,"(41.86, 20930, 50000)"
6,46.7,"(44.076, 22038, 50000)"
7,48.71,"(46.844, 23422, 50000)"
8,50.21,"(48.804, 24402, 50000)"
9,52.7,"(50.634, 25317, 50000)"
10,54.06,"(52.108, 26054, 50000)"
11,54.81,"(53.64, 26820, 50000)"
12,56.62,"(55.152, 27576, 50000)"
13,57.33,"(56.23, 28115, 50000)"
14,57.77,"(57.92, 28960, 50000)"
15,60.05,"(58.76, 29380, 50000)"
16,60.14,"(60.1, 30050, 50000)"
17,61.41,"(61.146, 30573, 50000)"
18,63.03,"(62.164, 31082, 50000)"
19,63.06,"(62.81, 31405, 50000)"
20,64.23,"(63.99, 31995, 50000)"
21,64.55,"(64.568, 32284, 50000)"
22,65.33,"(65.674, 32837, 50000)"
23,65.85,"(65.96, 32980, 50000)"
24,66.3,"(66.924, 33462, 50000)"
25,66.61,"(67.664, 33832, 50000)"
26,66.66,"(68.456, 34228, 50000)"
27,67.27,"(69.052, 34526, 50000)"
28,68.35,"(69.368, 34684, 50000)"
29,68.42,"(69.788, 34894, 50000)"
30,68.98,"(70.504, 35252, 50000)"
31,69.89,"(70.918, 35459, 50000)"
32,70.03,"(71.574, 35787, 50000)"
33,70.17,"(71.894, 35947, 50000)"
34,71.06,"(72.276, 36138, 50000)"
35,70.82,"(72.974, 36487, 50000)"
36,71.0,"(73.366, 36683, 50000)"
37,71.53,"(73.584, 36792, 50000)"
38,71.86,"(74.368, 37184, 50000)"
39,71.45,"(74.604, 37302, 50000)"
40,72.01,"(74.756, 37378, 50000)"
41,72.17,"(75.294, 37647, 50000)"
42,72.73,"(75.424, 37712, 50000)"
43,72.57,"(75.85, 37925, 50000)"
44,73.07,"(76.356, 38178, 50000)"
45,73.6,"(76.432, 38216, 50000)"
46,73.39,"(76.596, 38298, 50000)"
47,73.56,"(77.048, 38524, 50000)"
48,73.89,"(77.234, 38617, 50000)"
49,73.51,"(77.36, 38680, 50000)"
50,74.09,"(77.628, 38814, 50000)"
51,74.21,"(78.056, 39028, 50000)"
52,74.19,"(78.218, 39109, 50000)"
53,74.84,"(78.482, 39241, 50000)"
54,74.69,"(78.794, 39397, 50000)"
55,74.46,"(78.858, 39429, 50000)"
56,74.66,"(79.114, 39557, 50000)"
57,74.49,"(79.334, 39667, 50000)"
58,75.32,"(79.644, 39822, 50000)"
59,74.9,"(79.692, 39846, 50000)"
60,75.3,"(80.206, 40103, 50000)"
61,75.65,"(80.116, 40058, 50000)"
62,75.6,"(80.322, 40161, 50000)"
63,75.47,"(80.368, 40184, 50000)"
64,75.58,"(80.496, 40248, 50000)"
65,75.68,"(80.7, 40350, 50000)"
66,75.83,"(80.816, 40408, 50000)"
67,75.83,"(81.11, 40555, 50000)"
68,75.9,"(81.348, 40674, 50000)"
69,75.87,"(81.118, 40559, 50000)"
70,75.88,"(81.192, 40596, 50000)"
71,76.27,"(81.696, 40848, 50000)"
72,76.14,"(81.786, 40893, 50000)"
73,76.2,"(81.856, 40928, 50000)"
74,76.08,"(81.76, 40880, 50000)"
75,76.07,"(82.12, 41060, 50000)"
76,76.39,"(82.08, 41040, 50000)"
77,76.25,"(82.33, 41165, 50000)"
78,76.26,"(81.994, 40997, 50000)"
79,76.44,"(81.986, 40993, 50000)"
80,76.74,"(82.138, 41069, 50000)"
81,76.6,"(82.434, 41217, 50000)"
82,76.67,"(82.532, 41266, 50000)"
83,76.46,"(82.528, 41264, 50000)"
84,76.51,"(82.606, 41303, 50000)"
85,76.59,"(82.626, 41313, 50000)"
86,76.53,"(82.626, 41313, 50000)"
87,76.59,"(82.66, 41330, 50000)"
88,76.62,"(82.776, 41388, 50000)"
89,76.62,"(82.85, 41425, 50000)"
90,76.48,"(82.65, 41325, 50000)"
91,76.47,"(82.748, 41374, 50000)"
92,76.73,"(82.698, 41349, 50000)"
93,76.6,"(82.936, 41468, 50000)"
94,76.53,"(82.96, 41480, 50000)"
95,76.56,"(82.78, 41390, 50000)"
96,76.48,"(82.902, 41451, 50000)"
97,76.47,"(82.866, 41433, 50000)"
98,76.56,"(82.906, 41453, 50000)"
99,76.53,"(82.86, 41430, 50000)"
