Epoch,test accuracy,training accuracy
0,26.63,"(22.406, 11203, 50000)"
1,36.91,"(31.188, 15594, 50000)"
2,44.72,"(40.462, 20231, 50000)"
3,51.2,"(46.874, 23437, 50000)"
4,52.79,"(51.748, 25874, 50000)"
5,57.31,"(55.55, 27775, 50000)"
6,57.55,"(58.302, 29151, 50000)"
7,61.94,"(60.748, 30374, 50000)"
8,53.84,"(62.596, 31298, 50000)"
9,64.67,"(63.716, 31858, 50000)"
10,66.37,"(64.79, 32395, 50000)"
11,68.64,"(67.546, 33773, 50000)"
12,67.38,"(69.548, 34774, 50000)"
13,71.2,"(70.62, 35310, 50000)"
14,65.21,"(71.67, 35835, 50000)"
15,69.39,"(72.24, 36120, 50000)"
16,71.61,"(73.13, 36565, 50000)"
17,71.18,"(73.394, 36697, 50000)"
18,71.06,"(74.314, 37157, 50000)"
19,68.76,"(74.672, 37336, 50000)"
20,72.83,"(74.974, 37487, 50000)"
21,73.8,"(75.416, 37708, 50000)"
22,71.74,"(75.908, 37954, 50000)"
23,73.69,"(76.3, 38150, 50000)"
24,76.4,"(76.836, 38418, 50000)"
25,77.06,"(76.778, 38389, 50000)"
26,75.95,"(77.342, 38671, 50000)"
27,75.12,"(77.372, 38686, 50000)"
28,73.51,"(77.672, 38836, 50000)"
29,76.3,"(77.686, 38843, 50000)"
30,75.58,"(78.104, 39052, 50000)"
31,73.22,"(78.688, 39344, 50000)"
32,74.57,"(78.888, 39444, 50000)"
33,78.03,"(78.808, 39404, 50000)"
34,76.55,"(79.124, 39562, 50000)"
35,77.33,"(79.398, 39699, 50000)"
36,78.23,"(79.672, 39836, 50000)"
37,77.7,"(79.926, 39963, 50000)"
38,76.83,"(79.932, 39966, 50000)"
39,77.78,"(80.22, 40110, 50000)"
40,78.79,"(80.7, 40350, 50000)"
41,78.27,"(80.632, 40316, 50000)"
42,79.01,"(80.8, 40400, 50000)"
43,80.08,"(81.336, 40668, 50000)"
44,77.73,"(81.476, 40738, 50000)"
45,78.07,"(81.728, 40864, 50000)"
46,79.37,"(81.452, 40726, 50000)"
47,79.58,"(82.016, 41008, 50000)"
48,79.74,"(82.38, 41190, 50000)"
49,78.8,"(82.282, 41141, 50000)"
50,79.35,"(82.29, 41145, 50000)"
51,81.1,"(82.728, 41364, 50000)"
52,80.38,"(83.436, 41718, 50000)"
53,79.74,"(83.216, 41608, 50000)"
54,80.63,"(83.41, 41705, 50000)"
55,80.05,"(83.622, 41811, 50000)"
56,79.71,"(84.256, 42128, 50000)"
57,79.03,"(84.238, 42119, 50000)"
58,80.15,"(84.682, 42341, 50000)"
59,81.47,"(84.72, 42360, 50000)"
60,81.37,"(84.928, 42464, 50000)"
61,81.35,"(84.958, 42479, 50000)"
62,82.75,"(85.582, 42791, 50000)"
63,81.52,"(85.306, 42653, 50000)"
64,82.74,"(85.746, 42873, 50000)"
65,83.27,"(86.306, 43153, 50000)"
66,81.74,"(86.44, 43220, 50000)"
67,81.84,"(86.732, 43366, 50000)"
68,81.58,"(86.884, 43442, 50000)"
69,83.04,"(87.268, 43634, 50000)"
70,82.84,"(87.664, 43832, 50000)"
71,83.73,"(87.758, 43879, 50000)"
72,83.09,"(88.384, 44192, 50000)"
73,83.25,"(88.3, 44150, 50000)"
74,83.51,"(88.676, 44338, 50000)"
75,83.28,"(88.9, 44450, 50000)"
76,83.72,"(89.22, 44610, 50000)"
77,83.31,"(89.322, 44661, 50000)"
78,83.43,"(89.746, 44873, 50000)"
79,84.12,"(90.12, 45060, 50000)"
80,83.93,"(90.38, 45190, 50000)"
81,84.16,"(90.636, 45318, 50000)"
82,85.09,"(90.986, 45493, 50000)"
83,84.24,"(91.23, 45615, 50000)"
84,84.44,"(91.472, 45736, 50000)"
85,84.91,"(91.544, 45772, 50000)"
86,84.92,"(91.832, 45916, 50000)"
87,84.74,"(92.006, 46003, 50000)"
88,85.19,"(92.358, 46179, 50000)"
89,85.09,"(92.346, 46173, 50000)"
90,84.92,"(92.692, 46346, 50000)"
91,84.87,"(92.802, 46401, 50000)"
92,85.07,"(93.158, 46579, 50000)"
93,85.2,"(93.02, 46510, 50000)"
94,85.0,"(93.376, 46688, 50000)"
95,85.14,"(93.236, 46618, 50000)"
96,85.29,"(93.57, 46785, 50000)"
97,85.19,"(93.364, 46682, 50000)"
98,85.28,"(93.484, 46742, 50000)"
99,85.15,"(93.402, 46701, 50000)"
