Epoch,test accuracy,training accuracy
0,23.54,"(18.94, 9470, 50000)"
1,29.69,"(25.586, 12793, 50000)"
2,34.1,"(32.588, 16294, 50000)"
3,37.37,"(38.306, 19153, 50000)"
4,41.44,"(43.664, 21832, 50000)"
5,48.09,"(46.084, 23042, 50000)"
6,47.01,"(48.876, 24438, 50000)"
7,42.17,"(50.512, 25256, 50000)"
8,56.95,"(52.906, 26453, 50000)"
9,48.75,"(56.134, 28067, 50000)"
10,54.34,"(57.752, 28876, 50000)"
11,58.32,"(60.06, 30030, 50000)"
12,62.95,"(61.746, 30873, 50000)"
13,53.07,"(65.11, 32555, 50000)"
14,65.24,"(66.512, 33256, 50000)"
15,63.06,"(67.494, 33747, 50000)"
16,66.82,"(67.994, 33997, 50000)"
17,69.01,"(69.262, 34631, 50000)"
18,62.95,"(69.6, 34800, 50000)"
19,72.16,"(70.428, 35214, 50000)"
20,64.8,"(71.254, 35627, 50000)"
21,68.2,"(71.546, 35773, 50000)"
22,49.1,"(72.028, 36014, 50000)"
23,71.26,"(72.764, 36382, 50000)"
24,64.62,"(73.028, 36514, 50000)"
25,70.54,"(73.104, 36552, 50000)"
26,67.23,"(72.878, 36439, 50000)"
27,73.37,"(73.448, 36724, 50000)"
28,64.38,"(74.22, 37110, 50000)"
29,70.46,"(74.492, 37246, 50000)"
30,71.94,"(74.636, 37318, 50000)"
31,66.72,"(75.106, 37553, 50000)"
32,68.57,"(74.714, 37357, 50000)"
33,70.5,"(75.208, 37604, 50000)"
34,71.63,"(75.56, 37780, 50000)"
35,66.18,"(75.738, 37869, 50000)"
36,66.86,"(75.75, 37875, 50000)"
37,63.25,"(76.008, 38004, 50000)"
38,72.42,"(75.92, 37960, 50000)"
39,69.45,"(76.422, 38211, 50000)"
40,71.35,"(76.042, 38021, 50000)"
41,72.87,"(76.802, 38401, 50000)"
42,73.2,"(77.134, 38567, 50000)"
43,76.05,"(77.548, 38774, 50000)"
44,69.56,"(77.576, 38788, 50000)"
45,72.36,"(77.556, 38778, 50000)"
46,72.72,"(77.726, 38863, 50000)"
47,70.16,"(78.192, 39096, 50000)"
48,76.49,"(78.108, 39054, 50000)"
49,72.98,"(78.504, 39252, 50000)"
50,74.83,"(78.618, 39309, 50000)"
51,73.77,"(79.22, 39610, 50000)"
52,71.67,"(79.36, 39680, 50000)"
53,76.83,"(79.29, 39645, 50000)"
54,75.24,"(79.828, 39914, 50000)"
55,75.67,"(79.692, 39846, 50000)"
56,76.95,"(80.332, 40166, 50000)"
57,75.24,"(80.584, 40292, 50000)"
58,77.5,"(80.786, 40393, 50000)"
59,75.95,"(81.062, 40531, 50000)"
60,77.84,"(81.488, 40744, 50000)"
61,72.41,"(81.512, 40756, 50000)"
62,77.51,"(81.754, 40877, 50000)"
63,75.99,"(82.078, 41039, 50000)"
64,80.65,"(81.954, 40977, 50000)"
65,81.68,"(82.75, 41375, 50000)"
66,80.1,"(83.074, 41537, 50000)"
67,75.77,"(83.328, 41664, 50000)"
68,79.43,"(83.516, 41758, 50000)"
69,79.91,"(83.886, 41943, 50000)"
70,80.1,"(84.242, 42121, 50000)"
71,81.66,"(84.576, 42288, 50000)"
72,80.71,"(84.978, 42489, 50000)"
73,81.59,"(85.074, 42537, 50000)"
74,80.87,"(85.532, 42766, 50000)"
75,80.89,"(85.888, 42944, 50000)"
76,81.27,"(86.428, 43214, 50000)"
77,82.39,"(86.646, 43323, 50000)"
78,82.35,"(86.968, 43484, 50000)"
79,82.72,"(87.266, 43633, 50000)"
80,83.27,"(87.728, 43864, 50000)"
81,82.86,"(88.394, 44197, 50000)"
82,83.54,"(88.752, 44376, 50000)"
83,84.08,"(88.998, 44499, 50000)"
84,83.91,"(89.53, 44765, 50000)"
85,83.35,"(89.92, 44960, 50000)"
86,83.98,"(90.314, 45157, 50000)"
87,84.6,"(90.642, 45321, 50000)"
88,84.58,"(91.162, 45581, 50000)"
89,84.88,"(91.502, 45751, 50000)"
90,84.88,"(91.774, 45887, 50000)"
91,84.95,"(92.104, 46052, 50000)"
92,85.42,"(92.348, 46174, 50000)"
93,85.49,"(92.474, 46237, 50000)"
94,85.24,"(92.948, 46474, 50000)"
95,85.35,"(92.872, 46436, 50000)"
96,85.43,"(93.06, 46530, 50000)"
97,85.46,"(93.28, 46640, 50000)"
98,85.27,"(93.258, 46629, 50000)"
99,85.27,"(93.384, 46692, 50000)"
