Epoch,test accuracy,training accuracy
0,23.08,"(17.284, 8642, 50000)"
1,34.88,"(27.932, 13966, 50000)"
2,42.5,"(35.542, 17771, 50000)"
3,42.81,"(41.726, 20863, 50000)"
4,49.94,"(47.354, 23677, 50000)"
5,52.07,"(50.392, 25196, 50000)"
6,58.49,"(54.288, 27144, 50000)"
7,60.57,"(56.39, 28195, 50000)"
8,55.27,"(58.716, 29358, 50000)"
9,49.98,"(60.008, 30004, 50000)"
10,64.79,"(61.834, 30917, 50000)"
11,59.77,"(62.574, 31287, 50000)"
12,64.68,"(64.656, 32328, 50000)"
13,65.42,"(65.864, 32932, 50000)"
14,65.67,"(67.378, 33689, 50000)"
15,67.91,"(68.636, 34318, 50000)"
16,68.82,"(70.262, 35131, 50000)"
17,69.45,"(70.754, 35377, 50000)"
18,68.62,"(71.536, 35768, 50000)"
19,71.87,"(72.642, 36321, 50000)"
20,73.15,"(72.722, 36361, 50000)"
21,69.41,"(73.284, 36642, 50000)"
22,68.32,"(74.108, 37054, 50000)"
23,69.36,"(74.326, 37163, 50000)"
24,71.78,"(74.454, 37227, 50000)"
25,75.95,"(75.018, 37509, 50000)"
26,73.64,"(75.622, 37811, 50000)"
27,74.69,"(75.966, 37983, 50000)"
28,73.9,"(76.158, 38079, 50000)"
29,72.94,"(76.302, 38151, 50000)"
30,70.05,"(76.506, 38253, 50000)"
31,74.42,"(76.708, 38354, 50000)"
32,72.95,"(77.376, 38688, 50000)"
33,66.77,"(77.556, 38778, 50000)"
34,75.53,"(77.848, 38924, 50000)"
35,69.6,"(78.06, 39030, 50000)"
36,76.54,"(78.424, 39212, 50000)"
37,76.26,"(78.764, 39382, 50000)"
38,78.25,"(79.032, 39516, 50000)"
39,74.07,"(79.044, 39522, 50000)"
40,75.95,"(79.174, 39587, 50000)"
41,77.3,"(79.626, 39813, 50000)"
42,77.7,"(79.83, 39915, 50000)"
43,78.15,"(79.978, 39989, 50000)"
44,74.53,"(80.306, 40153, 50000)"
45,78.91,"(80.536, 40268, 50000)"
46,80.27,"(80.72, 40360, 50000)"
47,77.6,"(81.164, 40582, 50000)"
48,79.31,"(81.292, 40646, 50000)"
49,79.21,"(81.434, 40717, 50000)"
50,79.31,"(81.968, 40984, 50000)"
51,79.51,"(82.058, 41029, 50000)"
52,79.94,"(82.594, 41297, 50000)"
53,82.11,"(82.746, 41373, 50000)"
54,81.07,"(83.082, 41541, 50000)"
55,80.87,"(83.638, 41819, 50000)"
56,78.28,"(83.826, 41913, 50000)"
57,79.95,"(83.766, 41883, 50000)"
58,80.52,"(84.094, 42047, 50000)"
59,81.17,"(84.244, 42122, 50000)"
60,81.13,"(84.642, 42321, 50000)"
61,82.54,"(84.89, 42445, 50000)"
62,81.64,"(85.262, 42631, 50000)"
63,83.06,"(85.736, 42868, 50000)"
64,83.08,"(85.856, 42928, 50000)"
65,83.82,"(86.282, 43141, 50000)"
66,83.14,"(86.868, 43434, 50000)"
67,82.63,"(86.998, 43499, 50000)"
68,83.41,"(87.434, 43717, 50000)"
69,83.69,"(87.74, 43870, 50000)"
70,85.07,"(87.932, 43966, 50000)"
71,84.34,"(88.58, 44290, 50000)"
72,85.39,"(88.724, 44362, 50000)"
73,84.55,"(89.25, 44625, 50000)"
74,85.18,"(89.742, 44871, 50000)"
75,86.34,"(90.028, 45014, 50000)"
76,86.47,"(90.412, 45206, 50000)"
77,86.32,"(90.842, 45421, 50000)"
78,87.33,"(91.146, 45573, 50000)"
79,85.99,"(91.728, 45864, 50000)"
80,87.71,"(92.156, 46078, 50000)"
81,87.48,"(92.478, 46239, 50000)"
82,87.28,"(93.054, 46527, 50000)"
83,87.49,"(93.392, 46696, 50000)"
84,87.67,"(93.784, 46892, 50000)"
85,88.31,"(94.256, 47128, 50000)"
86,88.57,"(94.83, 47415, 50000)"
87,88.58,"(95.206, 47603, 50000)"
88,88.76,"(95.578, 47789, 50000)"
89,88.91,"(95.856, 47928, 50000)"
90,89.21,"(96.354, 48177, 50000)"
91,89.4,"(96.542, 48271, 50000)"
92,89.21,"(96.856, 48428, 50000)"
93,89.35,"(96.95, 48475, 50000)"
94,89.53,"(97.292, 48646, 50000)"
95,89.53,"(97.364, 48682, 50000)"
96,89.73,"(97.604, 48802, 50000)"
97,89.63,"(97.506, 48753, 50000)"
98,89.66,"(97.716, 48858, 50000)"
99,89.71,"(97.604, 48802, 50000)"
