Epoch,test accuracy,training accuracy
0,45.1,"(30.03, 15015, 50000)"
1,56.34,"(49.104, 24552, 50000)"
2,64.31,"(61.812, 30906, 50000)"
3,66.22,"(68.658, 34329, 50000)"
4,70.13,"(72.528, 36264, 50000)"
5,77.38,"(76.128, 38064, 50000)"
6,76.51,"(79.442, 39721, 50000)"
7,79.85,"(81.382, 40691, 50000)"
8,77.04,"(82.968, 41484, 50000)"
9,80.98,"(84.15, 42075, 50000)"
10,82.79,"(85.326, 42663, 50000)"
11,82.63,"(86.196, 43098, 50000)"
12,84.55,"(87.146, 43573, 50000)"
13,82.57,"(87.708, 43854, 50000)"
14,85.68,"(88.456, 44228, 50000)"
15,84.33,"(88.926, 44463, 50000)"
16,86.9,"(89.274, 44637, 50000)"
17,86.3,"(89.602, 44801, 50000)"
18,85.22,"(90.434, 45217, 50000)"
19,87.59,"(90.57, 45285, 50000)"
20,85.44,"(90.998, 45499, 50000)"
21,87.38,"(91.35, 45675, 50000)"
22,87.5,"(91.87, 45935, 50000)"
23,87.69,"(92.11, 46055, 50000)"
24,86.1,"(92.34, 46170, 50000)"
25,86.81,"(92.568, 46284, 50000)"
26,88.88,"(92.966, 46483, 50000)"
27,89.06,"(93.132, 46566, 50000)"
28,88.77,"(93.284, 46642, 50000)"
29,86.76,"(93.602, 46801, 50000)"
30,87.83,"(93.992, 46996, 50000)"
31,89.72,"(93.956, 46978, 50000)"
32,88.54,"(94.352, 47176, 50000)"
33,88.51,"(94.378, 47189, 50000)"
34,89.31,"(94.702, 47351, 50000)"
35,87.74,"(95.03, 47515, 50000)"
36,88.02,"(95.178, 47589, 50000)"
37,88.22,"(95.27, 47635, 50000)"
38,89.13,"(95.54, 47770, 50000)"
39,89.42,"(95.802, 47901, 50000)"
40,88.32,"(95.884, 47942, 50000)"
41,89.27,"(96.068, 48034, 50000)"
42,90.11,"(96.32, 48160, 50000)"
43,89.58,"(96.368, 48184, 50000)"
44,88.98,"(96.58, 48290, 50000)"
45,88.53,"(96.64, 48320, 50000)"
46,90.41,"(96.822, 48411, 50000)"
47,89.29,"(96.912, 48456, 50000)"
48,89.75,"(97.104, 48552, 50000)"
49,90.83,"(97.226, 48613, 50000)"
50,91.06,"(97.468, 48734, 50000)"
51,91.06,"(97.572, 48786, 50000)"
52,91.37,"(97.566, 48783, 50000)"
53,91.89,"(97.832, 48916, 50000)"
54,91.31,"(98.132, 49066, 50000)"
55,90.76,"(98.158, 49079, 50000)"
56,90.63,"(98.216, 49108, 50000)"
57,91.04,"(98.422, 49211, 50000)"
58,91.06,"(98.592, 49296, 50000)"
59,91.73,"(98.676, 49338, 50000)"
60,92.2,"(98.59, 49295, 50000)"
61,91.47,"(98.9, 49450, 50000)"
62,91.8,"(98.944, 49472, 50000)"
63,92.84,"(99.148, 49574, 50000)"
64,92.82,"(99.39, 49695, 50000)"
65,92.57,"(99.346, 49673, 50000)"
66,92.84,"(99.45, 49725, 50000)"
67,93.05,"(99.456, 49728, 50000)"
68,92.7,"(99.536, 49768, 50000)"
69,93.05,"(99.632, 49816, 50000)"
70,93.0,"(99.624, 49812, 50000)"
71,93.16,"(99.724, 49862, 50000)"
72,93.08,"(99.748, 49874, 50000)"
73,93.51,"(99.828, 49914, 50000)"
74,93.49,"(99.918, 49959, 50000)"
75,93.3,"(99.892, 49946, 50000)"
76,93.69,"(99.878, 49939, 50000)"
77,93.79,"(99.932, 49966, 50000)"
78,93.84,"(99.934, 49967, 50000)"
79,93.81,"(99.962, 49981, 50000)"
80,93.86,"(99.956, 49978, 50000)"
81,93.95,"(99.964, 49982, 50000)"
82,93.85,"(99.958, 49979, 50000)"
83,94.06,"(99.976, 49988, 50000)"
84,93.96,"(99.984, 49992, 50000)"
85,93.98,"(99.97, 49985, 50000)"
86,93.94,"(99.982, 49991, 50000)"
87,93.92,"(99.984, 49992, 50000)"
88,93.87,"(99.982, 49991, 50000)"
89,93.86,"(99.992, 49996, 50000)"
90,93.84,"(99.984, 49992, 50000)"
91,93.88,"(99.986, 49993, 50000)"
92,93.91,"(99.986, 49993, 50000)"
93,93.97,"(99.994, 49997, 50000)"
94,93.85,"(99.992, 49996, 50000)"
95,93.82,"(99.988, 49994, 50000)"
96,93.95,"(99.994, 49997, 50000)"
97,93.93,"(99.974, 49987, 50000)"
98,93.92,"(99.982, 49991, 50000)"
99,93.96,"(99.992, 49996, 50000)"
