Epoch,test accuracy,training accuracy
0,41.2,"(32.054, 16027, 50000)"
1,48.59,"(47.898, 23949, 50000)"
2,59.94,"(55.946, 27973, 50000)"
3,65.39,"(62.192, 31096, 50000)"
4,63.78,"(66.728, 33364, 50000)"
5,69.39,"(69.616, 34808, 50000)"
6,72.5,"(72.414, 36207, 50000)"
7,71.91,"(74.96, 37480, 50000)"
8,75.54,"(77.274, 38637, 50000)"
9,75.37,"(79.292, 39646, 50000)"
10,77.15,"(80.87, 40435, 50000)"
11,79.35,"(82.274, 41137, 50000)"
12,78.85,"(83.612, 41806, 50000)"
13,80.35,"(84.736, 42368, 50000)"
14,81.18,"(85.754, 42877, 50000)"
15,82.38,"(86.37, 43185, 50000)"
16,83.15,"(87.332, 43666, 50000)"
17,83.27,"(88.274, 44137, 50000)"
18,83.01,"(88.738, 44369, 50000)"
19,83.42,"(89.374, 44687, 50000)"
20,83.6,"(89.824, 44912, 50000)"
21,84.09,"(90.812, 45406, 50000)"
22,84.1,"(91.388, 45694, 50000)"
23,85.22,"(91.632, 45816, 50000)"
24,84.5,"(92.378, 46189, 50000)"
25,84.93,"(92.626, 46313, 50000)"
26,85.63,"(93.024, 46512, 50000)"
27,85.46,"(93.524, 46762, 50000)"
28,85.26,"(93.85, 46925, 50000)"
29,85.54,"(94.178, 47089, 50000)"
30,83.1,"(94.41, 47205, 50000)"
31,86.35,"(94.93, 47465, 50000)"
32,86.14,"(95.08, 47540, 50000)"
33,85.77,"(95.394, 47697, 50000)"
34,86.02,"(95.922, 47961, 50000)"
35,86.16,"(96.008, 48004, 50000)"
36,85.8,"(96.266, 48133, 50000)"
37,86.27,"(96.586, 48293, 50000)"
38,86.58,"(96.49, 48245, 50000)"
39,87.19,"(97.082, 48541, 50000)"
40,86.81,"(97.18, 48590, 50000)"
41,87.22,"(97.398, 48699, 50000)"
42,86.98,"(97.576, 48788, 50000)"
43,86.86,"(97.818, 48909, 50000)"
44,87.61,"(97.96, 48980, 50000)"
45,87.85,"(98.086, 49043, 50000)"
46,86.87,"(98.136, 49068, 50000)"
47,87.61,"(98.274, 49137, 50000)"
48,87.53,"(98.572, 49286, 50000)"
49,87.84,"(98.646, 49323, 50000)"
50,87.67,"(98.684, 49342, 50000)"
51,88.26,"(98.816, 49408, 50000)"
52,87.83,"(98.882, 49441, 50000)"
53,88.06,"(98.99, 49495, 50000)"
54,88.05,"(99.064, 49532, 50000)"
55,88.21,"(99.182, 49591, 50000)"
56,88.57,"(99.178, 49589, 50000)"
57,88.4,"(99.306, 49653, 50000)"
58,88.27,"(99.358, 49679, 50000)"
59,88.15,"(99.44, 49720, 50000)"
60,88.35,"(99.398, 49699, 50000)"
61,88.13,"(99.47, 49735, 50000)"
62,88.63,"(99.488, 49744, 50000)"
63,88.71,"(99.602, 49801, 50000)"
64,88.66,"(99.622, 49811, 50000)"
65,88.56,"(99.586, 49793, 50000)"
66,88.83,"(99.668, 49834, 50000)"
67,88.75,"(99.722, 49861, 50000)"
68,88.73,"(99.724, 49862, 50000)"
69,88.95,"(99.712, 49856, 50000)"
70,89.01,"(99.764, 49882, 50000)"
71,88.96,"(99.758, 49879, 50000)"
72,88.88,"(99.772, 49886, 50000)"
73,88.84,"(99.804, 49902, 50000)"
74,89.04,"(99.82, 49910, 50000)"
75,88.98,"(99.836, 49918, 50000)"
76,88.94,"(99.796, 49898, 50000)"
77,88.98,"(99.808, 49904, 50000)"
78,88.97,"(99.844, 49922, 50000)"
79,89.05,"(99.852, 49926, 50000)"
80,89.07,"(99.834, 49917, 50000)"
81,88.93,"(99.896, 49948, 50000)"
82,89.03,"(99.882, 49941, 50000)"
83,88.8,"(99.886, 49943, 50000)"
84,89.08,"(99.872, 49936, 50000)"
85,88.98,"(99.868, 49934, 50000)"
86,88.81,"(99.884, 49942, 50000)"
87,88.96,"(99.888, 49944, 50000)"
88,89.01,"(99.918, 49959, 50000)"
89,89.04,"(99.906, 49953, 50000)"
90,89.13,"(99.918, 49959, 50000)"
91,88.94,"(99.896, 49948, 50000)"
92,89.16,"(99.906, 49953, 50000)"
93,89.12,"(99.898, 49949, 50000)"
94,89.03,"(99.9, 49950, 50000)"
95,89.11,"(99.876, 49938, 50000)"
96,89.01,"(99.922, 49961, 50000)"
97,89.08,"(99.902, 49951, 50000)"
98,89.11,"(99.896, 49948, 50000)"
99,88.97,"(99.892, 49946, 50000)"
