Epoch,test accuracy,training accuracy
0,45.19,"(35.344, 17672, 50000)"
1,50.61,"(49.462, 24731, 50000)"
2,57.94,"(55.254, 27627, 50000)"
3,60.74,"(58.472, 29236, 50000)"
4,62.07,"(61.292, 30646, 50000)"
5,64.14,"(63.378, 31689, 50000)"
6,65.72,"(65.144, 32572, 50000)"
7,67.13,"(66.678, 33339, 50000)"
8,67.76,"(67.98, 33990, 50000)"
9,69.34,"(68.948, 34474, 50000)"
10,70.2,"(70.274, 35137, 50000)"
11,70.55,"(70.798, 35399, 50000)"
12,71.93,"(71.868, 35934, 50000)"
13,72.94,"(72.508, 36254, 50000)"
14,72.22,"(73.318, 36659, 50000)"
15,73.54,"(74.236, 37118, 50000)"
16,72.45,"(74.626, 37313, 50000)"
17,74.32,"(75.184, 37592, 50000)"
18,73.27,"(75.724, 37862, 50000)"
19,75.43,"(76.2, 38100, 50000)"
20,74.67,"(76.582, 38291, 50000)"
21,74.13,"(77.152, 38576, 50000)"
22,75.49,"(77.662, 38831, 50000)"
23,75.58,"(77.944, 38972, 50000)"
24,75.63,"(78.308, 39154, 50000)"
25,76.12,"(78.866, 39433, 50000)"
26,76.27,"(79.208, 39604, 50000)"
27,76.07,"(79.576, 39788, 50000)"
28,77.0,"(80.012, 40006, 50000)"
29,76.71,"(80.11, 40055, 50000)"
30,77.77,"(80.556, 40278, 50000)"
31,77.87,"(81.056, 40528, 50000)"
32,77.41,"(81.504, 40752, 50000)"
33,77.9,"(81.728, 40864, 50000)"
34,77.51,"(82.11, 41055, 50000)"
35,77.44,"(82.082, 41041, 50000)"
36,77.9,"(82.676, 41338, 50000)"
37,78.54,"(82.96, 41480, 50000)"
38,78.73,"(83.14, 41570, 50000)"
39,78.23,"(83.344, 41672, 50000)"
40,78.77,"(83.634, 41817, 50000)"
41,78.92,"(84.164, 42082, 50000)"
42,79.05,"(84.418, 42209, 50000)"
43,78.66,"(84.574, 42287, 50000)"
44,78.69,"(84.678, 42339, 50000)"
45,78.99,"(85.118, 42559, 50000)"
46,78.59,"(85.27, 42635, 50000)"
47,78.42,"(85.526, 42763, 50000)"
48,79.83,"(85.924, 42962, 50000)"
49,78.99,"(86.39, 43195, 50000)"
50,79.64,"(86.194, 43097, 50000)"
51,78.94,"(86.622, 43311, 50000)"
52,79.41,"(86.85, 43425, 50000)"
53,79.41,"(86.91, 43455, 50000)"
54,79.09,"(87.452, 43726, 50000)"
55,79.4,"(87.666, 43833, 50000)"
56,79.76,"(87.892, 43946, 50000)"
57,80.28,"(87.998, 43999, 50000)"
58,79.82,"(88.502, 44251, 50000)"
59,80.13,"(88.464, 44232, 50000)"
60,80.19,"(89.034, 44517, 50000)"
61,79.58,"(89.24, 44620, 50000)"
62,79.76,"(89.414, 44707, 50000)"
63,80.15,"(89.552, 44776, 50000)"
64,79.73,"(89.828, 44914, 50000)"
65,79.9,"(90.13, 45065, 50000)"
66,79.66,"(90.338, 45169, 50000)"
67,79.93,"(90.666, 45333, 50000)"
68,80.0,"(91.014, 45507, 50000)"
69,80.08,"(91.004, 45502, 50000)"
70,79.61,"(91.108, 45554, 50000)"
71,80.09,"(91.514, 45757, 50000)"
72,80.02,"(91.728, 45864, 50000)"
73,80.18,"(91.834, 45917, 50000)"
74,79.97,"(92.216, 46108, 50000)"
75,79.93,"(92.218, 46109, 50000)"
76,79.95,"(92.42, 46210, 50000)"
77,79.69,"(92.64, 46320, 50000)"
78,79.95,"(92.938, 46469, 50000)"
79,80.21,"(92.988, 46494, 50000)"
80,80.17,"(93.41, 46705, 50000)"
81,80.06,"(93.372, 46686, 50000)"
82,79.85,"(93.436, 46718, 50000)"
83,79.92,"(93.838, 46919, 50000)"
84,80.02,"(93.744, 46872, 50000)"
85,80.35,"(93.912, 46956, 50000)"
86,79.99,"(94.0, 47000, 50000)"
87,79.96,"(94.29, 47145, 50000)"
88,80.06,"(94.222, 47111, 50000)"
89,80.1,"(94.5, 47250, 50000)"
90,79.96,"(94.474, 47237, 50000)"
91,80.25,"(94.684, 47342, 50000)"
92,80.09,"(94.604, 47302, 50000)"
93,80.09,"(94.724, 47362, 50000)"
94,80.23,"(94.832, 47416, 50000)"
95,80.19,"(94.798, 47399, 50000)"
96,80.23,"(94.782, 47391, 50000)"
97,80.3,"(94.938, 47469, 50000)"
98,80.24,"(94.75, 47375, 50000)"
99,79.98,"(94.792, 47396, 50000)"
