Epoch,test accuracy,training accuracy
0,37.1,"(30.914, 15457, 50000)"
1,44.62,"(47.072, 23536, 50000)"
2,61.18,"(58.012, 29006, 50000)"
3,62.37,"(65.178, 32589, 50000)"
4,62.72,"(70.292, 35146, 50000)"
5,68.74,"(73.16, 36580, 50000)"
6,70.84,"(75.254, 37627, 50000)"
7,74.51,"(76.34, 38170, 50000)"
8,73.41,"(77.424, 38712, 50000)"
9,74.45,"(78.08, 39040, 50000)"
10,77.44,"(78.946, 39473, 50000)"
11,64.43,"(79.69, 39845, 50000)"
12,75.23,"(79.976, 39988, 50000)"
13,70.23,"(80.598, 40299, 50000)"
14,73.18,"(80.906, 40453, 50000)"
15,79.08,"(81.4, 40700, 50000)"
16,78.43,"(81.638, 40819, 50000)"
17,79.42,"(82.322, 41161, 50000)"
18,75.12,"(82.386, 41193, 50000)"
19,76.79,"(82.886, 41443, 50000)"
20,77.93,"(83.186, 41593, 50000)"
21,75.7,"(83.208, 41604, 50000)"
22,70.9,"(83.59, 41795, 50000)"
23,80.95,"(83.912, 41956, 50000)"
24,72.61,"(84.102, 42051, 50000)"
25,76.82,"(84.29, 42145, 50000)"
26,82.1,"(84.708, 42354, 50000)"
27,81.33,"(84.808, 42404, 50000)"
28,80.51,"(84.922, 42461, 50000)"
29,75.49,"(85.124, 42562, 50000)"
30,79.27,"(85.264, 42632, 50000)"
31,72.64,"(85.692, 42846, 50000)"
32,79.82,"(85.734, 42867, 50000)"
33,75.74,"(86.016, 43008, 50000)"
34,80.44,"(86.272, 43136, 50000)"
35,79.16,"(86.31, 43155, 50000)"
36,83.37,"(86.618, 43309, 50000)"
37,84.93,"(86.976, 43488, 50000)"
38,82.45,"(87.032, 43516, 50000)"
39,84.07,"(87.294, 43647, 50000)"
40,84.11,"(87.648, 43824, 50000)"
41,80.41,"(87.85, 43925, 50000)"
42,82.72,"(88.01, 44005, 50000)"
43,83.49,"(87.778, 43889, 50000)"
44,83.8,"(88.318, 44159, 50000)"
45,82.97,"(88.342, 44171, 50000)"
46,83.46,"(88.722, 44361, 50000)"
47,85.34,"(89.058, 44529, 50000)"
48,86.1,"(89.142, 44571, 50000)"
49,84.96,"(89.512, 44756, 50000)"
50,84.74,"(89.972, 44986, 50000)"
51,84.14,"(89.756, 44878, 50000)"
52,85.99,"(90.258, 45129, 50000)"
53,82.61,"(90.344, 45172, 50000)"
54,85.1,"(90.788, 45394, 50000)"
55,84.49,"(90.964, 45482, 50000)"
56,86.33,"(91.266, 45633, 50000)"
57,87.27,"(91.446, 45723, 50000)"
58,88.11,"(91.778, 45889, 50000)"
59,86.02,"(91.974, 45987, 50000)"
60,87.72,"(92.44, 46220, 50000)"
61,86.83,"(92.638, 46319, 50000)"
62,87.17,"(92.874, 46437, 50000)"
63,87.85,"(93.136, 46568, 50000)"
64,85.49,"(93.58, 46790, 50000)"
65,88.46,"(93.554, 46777, 50000)"
66,88.44,"(94.068, 47034, 50000)"
67,88.04,"(94.324, 47162, 50000)"
68,88.32,"(94.472, 47236, 50000)"
69,88.92,"(94.728, 47364, 50000)"
70,89.31,"(95.144, 47572, 50000)"
71,89.09,"(95.558, 47779, 50000)"
72,86.9,"(95.776, 47888, 50000)"
73,89.3,"(96.088, 48044, 50000)"
74,90.51,"(96.444, 48222, 50000)"
75,89.19,"(96.9, 48450, 50000)"
76,90.82,"(97.072, 48536, 50000)"
77,90.77,"(97.152, 48576, 50000)"
78,89.66,"(97.764, 48882, 50000)"
79,90.01,"(97.886, 48943, 50000)"
80,91.55,"(98.18, 49090, 50000)"
81,91.47,"(98.38, 49190, 50000)"
82,91.38,"(98.682, 49341, 50000)"
83,91.3,"(98.852, 49426, 50000)"
84,92.04,"(99.07, 49535, 50000)"
85,92.12,"(99.224, 49612, 50000)"
86,92.05,"(99.328, 49664, 50000)"
87,92.43,"(99.572, 49786, 50000)"
88,92.45,"(99.586, 49793, 50000)"
89,92.7,"(99.624, 49812, 50000)"
90,92.97,"(99.716, 49858, 50000)"
91,92.8,"(99.78, 49890, 50000)"
92,92.92,"(99.818, 49909, 50000)"
93,92.99,"(99.822, 49911, 50000)"
94,93.07,"(99.862, 49931, 50000)"
95,93.0,"(99.868, 49934, 50000)"
96,92.93,"(99.9, 49950, 50000)"
97,93.06,"(99.896, 49948, 50000)"
98,93.02,"(99.894, 49947, 50000)"
99,92.98,"(99.892, 49946, 50000)"
