Epoch,test accuracy,training accuracy
0,25.85,"(21.064, 10532, 50000)"
1,35.19,"(33.458, 16729, 50000)"
2,41.81,"(40.71, 20355, 50000)"
3,49.53,"(46.586, 23293, 50000)"
4,50.84,"(50.96, 25480, 50000)"
5,55.05,"(55.51, 27755, 50000)"
6,56.94,"(57.762, 28881, 50000)"
7,55.18,"(59.46, 29730, 50000)"
8,54.92,"(61.088, 30544, 50000)"
9,56.78,"(62.652, 31326, 50000)"
10,59.71,"(63.324, 31662, 50000)"
11,59.39,"(64.75, 32375, 50000)"
12,66.34,"(67.766, 33883, 50000)"
13,67.98,"(68.934, 34467, 50000)"
14,69.61,"(70.256, 35128, 50000)"
15,70.11,"(71.054, 35527, 50000)"
16,65.64,"(71.576, 35788, 50000)"
17,71.34,"(71.984, 35992, 50000)"
18,68.15,"(73.002, 36501, 50000)"
19,70.71,"(73.004, 36502, 50000)"
20,70.31,"(73.592, 36796, 50000)"
21,69.32,"(73.746, 36873, 50000)"
22,70.98,"(73.982, 36991, 50000)"
23,73.3,"(74.336, 37168, 50000)"
24,67.18,"(74.902, 37451, 50000)"
25,74.27,"(75.416, 37708, 50000)"
26,74.24,"(75.432, 37716, 50000)"
27,72.08,"(75.788, 37894, 50000)"
28,73.66,"(75.974, 37987, 50000)"
29,74.85,"(75.882, 37941, 50000)"
30,72.75,"(76.112, 38056, 50000)"
31,73.44,"(76.754, 38377, 50000)"
32,75.41,"(76.528, 38264, 50000)"
33,74.24,"(77.162, 38581, 50000)"
34,73.37,"(77.192, 38596, 50000)"
35,68.59,"(77.61, 38805, 50000)"
36,73.79,"(77.466, 38733, 50000)"
37,73.87,"(78.098, 39049, 50000)"
38,74.9,"(78.542, 39271, 50000)"
39,76.44,"(78.942, 39471, 50000)"
40,74.91,"(79.33, 39665, 50000)"
41,78.95,"(79.27, 39635, 50000)"
42,77.66,"(79.514, 39757, 50000)"
43,76.81,"(79.952, 39976, 50000)"
44,79.09,"(80.074, 40037, 50000)"
45,77.79,"(80.56, 40280, 50000)"
46,79.15,"(80.706, 40353, 50000)"
47,78.05,"(81.036, 40518, 50000)"
48,73.88,"(80.86, 40430, 50000)"
49,77.7,"(81.322, 40661, 50000)"
50,79.39,"(81.402, 40701, 50000)"
51,78.25,"(81.992, 40996, 50000)"
52,79.24,"(82.14, 41070, 50000)"
53,79.97,"(82.15, 41075, 50000)"
54,79.35,"(82.266, 41133, 50000)"
55,79.28,"(82.66, 41330, 50000)"
56,78.6,"(82.974, 41487, 50000)"
57,80.26,"(83.258, 41629, 50000)"
58,77.74,"(83.446, 41723, 50000)"
59,80.25,"(83.4, 41700, 50000)"
60,79.96,"(83.872, 41936, 50000)"
61,78.82,"(84.152, 42076, 50000)"
62,79.06,"(84.332, 42166, 50000)"
63,80.44,"(84.622, 42311, 50000)"
64,81.59,"(85.08, 42540, 50000)"
65,80.37,"(85.142, 42571, 50000)"
66,81.33,"(85.408, 42704, 50000)"
67,82.24,"(85.658, 42829, 50000)"
68,82.17,"(85.986, 42993, 50000)"
69,82.92,"(86.316, 43158, 50000)"
70,81.36,"(86.658, 43329, 50000)"
71,82.36,"(87.056, 43528, 50000)"
72,82.5,"(87.206, 43603, 50000)"
73,82.62,"(87.604, 43802, 50000)"
74,82.23,"(87.906, 43953, 50000)"
75,82.93,"(88.256, 44128, 50000)"
76,83.18,"(88.608, 44304, 50000)"
77,83.31,"(88.89, 44445, 50000)"
78,83.04,"(89.322, 44661, 50000)"
79,84.08,"(89.43, 44715, 50000)"
80,83.78,"(89.864, 44932, 50000)"
81,84.32,"(89.97, 44985, 50000)"
82,84.28,"(90.628, 45314, 50000)"
83,84.38,"(90.81, 45405, 50000)"
84,84.58,"(91.178, 45589, 50000)"
85,84.16,"(91.472, 45736, 50000)"
86,84.96,"(91.762, 45881, 50000)"
87,85.19,"(91.904, 45952, 50000)"
88,85.42,"(92.324, 46162, 50000)"
89,85.36,"(92.588, 46294, 50000)"
90,85.32,"(92.686, 46343, 50000)"
91,85.34,"(93.104, 46552, 50000)"
92,85.49,"(93.21, 46605, 50000)"
93,85.84,"(93.312, 46656, 50000)"
94,85.89,"(93.668, 46834, 50000)"
95,85.98,"(93.816, 46908, 50000)"
96,85.96,"(93.772, 46886, 50000)"
97,85.94,"(93.958, 46979, 50000)"
98,85.84,"(93.932, 46966, 50000)"
99,85.78,"(94.02, 47010, 50000)"
